"Table for Henderson Time Range: 01/05/2017 00:00 to 01/06/2017 00:00"
"Source",,,"AC Henderson WDR_RAW 10min average",,"AC Henderson WSP_RAW 10min average"
"Date","Time","AC Henderson WDR_RAW 10min average [°]","AC Henderson WDR_RAW 1h average [°]","AC Henderson WSP_RAW 10min average [m/s]","AC Henderson WSP_RAW 1h average [m/s]"
06/05/2017,02:20,257,,0.2,
06/05/2017,02:30,161,,0.2,
06/05/2017,02:40,195,,0.3,
06/05/2017,02:50,204,,0.1,
06/05/2017,03:00,288,210,0.0,0.1
06/05/2017,03:10,209,,0.1,
06/05/2017,03:20,226,,0.3,
06/05/2017,03:30,200,,0.3,
06/05/2017,03:40,142,,0.1,
06/05/2017,03:50,194,,0.2,
06/05/2017,04:00,193,194,0.2,0.2
06/05/2017,04:10,266,,0.2,
06/05/2017,04:20,286,,0.1,
06/05/2017,04:30,296,,0.3,
06/05/2017,04:40,158,,0.3,
06/05/2017,04:50,144,,0.3,
06/05/2017,05:00,183,222,0.3,0.3
06/05/2017,05:10,207,,0.2,
06/05/2017,05:20,265,,0.4,
06/05/2017,05:30,250,,0.3,
06/05/2017,05:40,272,,0.5,
06/05/2017,05:50,275,,0.3,
06/05/2017,06:00,269,256,0.3,0.3
06/05/2017,06:10,201,,0.2,
06/05/2017,06:20,154,,0.7,
06/05/2017,06:30,172,,0.1,
06/05/2017,06:40,244,,0.3,
06/05/2017,06:50,256,,0.3,
06/05/2017,07:00,289,219,0.5,0.3
06/05/2017,07:10,290,,0.4,
06/05/2017,07:20,160,,0.3,
06/05/2017,07:30,124,,0.1,
06/05/2017,07:40,296,,0.3,
06/05/2017,07:50,286,,0.2,
06/05/2017,08:00,165,220,0.2,0.3
06/05/2017,08:10,305,,0.2,
06/05/2017,08:20,307,,0.7,
06/05/2017,08:30,305,,0.5,
06/05/2017,08:40,250,,0.4,
06/05/2017,08:50,268,,0.3,
06/05/2017,09:00,29,244,0.1,0.4
06/05/2017,09:10,19,,0.1,
06/05/2017,09:20,116,,0.3,
06/05/2017,09:30,126,,0.6,
06/05/2017,09:40,128,,0.7,
06/05/2017,09:50,128,,0.7,
06/05/2017,10:00,141,110,0.4,0.5
06/05/2017,10:10,139,,1.8,
06/05/2017,10:20,138,,1.4,
06/05/2017,10:30,141,,1.6,
06/05/2017,10:40,147,,1.9,
06/05/2017,10:50,135,,2.5,
06/05/2017,11:00,141,140,2.1,1.9
06/05/2017,11:10,135,,2.3,
06/05/2017,11:20,136,,2.1,
06/05/2017,11:30,135,,1.9,
06/05/2017,11:40,137,,2.8,
06/05/2017,11:50,148,,1.6,
06/05/2017,12:00,144,139,2.0,2.1
06/05/2017,12:10,150,,1.6,
06/05/2017,12:20,147,,1.9,
06/05/2017,12:30,141,,2.5,
06/05/2017,12:40,136,,2.8,
06/05/2017,12:50,147,,1.8,
06/05/2017,13:00,147,145,2.0,2.1
06/05/2017,13:10,138,,1.9,
06/05/2017,13:20,130,,1.7,
06/05/2017,13:30,132,,1.9,
06/05/2017,13:40,138,,1.8,
06/05/2017,13:50,140,,1.1,
06/05/2017,14:00,170,141,0.6,1.5
06/05/2017,14:10,153,,0.5,
06/05/2017,14:20,124,,1.0,
06/05/2017,14:30,143,,1.5,
06/05/2017,14:40,144,,0.9,
06/05/2017,14:50,176,,0.7,
06/05/2017,15:00,151,148,1.1,0.9
06/05/2017,15:10,179,,0.7,
06/05/2017,15:20,179,,0.6,
06/05/2017,15:30,189,,0.6,
06/05/2017,15:40,195,,0.6,
06/05/2017,15:50,201,,0.6,
06/05/2017,16:00,206,192,0.6,0.6
06/05/2017,16:10,205,,0.7,
06/05/2017,16:20,200,,0.7,
06/05/2017,16:30,205,,0.7,
06/05/2017,16:40,201,,0.5,
06/05/2017,16:50,196,,0.4,
06/05/2017,17:00,191,200,0.5,0.6
06/05/2017,17:10,197,,0.5,
06/05/2017,17:20,203,,0.3,
06/05/2017,17:30,200,,0.3,
06/05/2017,17:40,204,,0.3,
06/05/2017,17:50,200,,0.3,
06/05/2017,18:00,232,206,0.3,0.3
06/05/2017,18:10,275,,0.4,
06/05/2017,18:20,258,,0.2,
06/05/2017,18:30,287,,0.2,
06/05/2017,18:40,253,,0.2,
06/05/2017,18:50,239,,0.3,
06/05/2017,19:00,262,262,0.7,0.3
06/05/2017,19:10,258,,0.3,
06/05/2017,19:20,248,,0.3,
06/05/2017,19:30,268,,1.0,
06/05/2017,19:40,259,,0.7,
06/05/2017,19:50,260,,0.7,
06/05/2017,20:00,250,257,0.3,0.6
06/05/2017,20:10,220,,0.3,
06/05/2017,20:20,225,,0.3,
06/05/2017,20:30,221,,0.3,
06/05/2017,20:40,214,,0.2,
06/05/2017,20:50,204,,0.2,
06/05/2017,21:00,148,205,0.1,0.2
06/05/2017,21:10,148,,0.1,
06/05/2017,21:20,183,,0.2,
06/05/2017,21:30,198,,0.1,
06/05/2017,21:40,166,,0.2,
06/05/2017,21:50,195,,0.2,
06/05/2017,22:00,211,184,0.2,0.2
06/05/2017,22:10,181,,0.2,
06/05/2017,22:20,200,,0.4,
06/05/2017,22:30,195,,0.2,
06/05/2017,22:40,214,,0.3,
06/05/2017,22:50,244,,0.2,
06/05/2017,23:00,230,211,0.2,0.2
06/05/2017,23:10,266,,0.9,
06/05/2017,23:20,256,,0.5,
06/05/2017,23:30,177,,0.2,
06/05/2017,23:40,233,,0.0,
06/05/2017,23:50,150,,0.1,
06/05/2017,24:00,196,213,0.2,0.3
07/05/2017,00:10,192,,0.2,
07/05/2017,00:20,224,,0.2,
07/05/2017,00:30,222,,0.2,
07/05/2017,00:40,198,,0.1,
07/05/2017,00:50,170,,0.3,
07/05/2017,01:00,241,,0.3,
07/05/2017,01:10,258,,0.4,
07/05/2017,01:20,166,,0.2,
07/05/2017,01:30,278,,0.1,
07/05/2017,01:40,197,,0.2,
07/05/2017,01:50,256,,0.2,
07/05/2017,02:00,191,224,0.1,0.2
07/05/2017,02:10,174,,0.2,
07/05/2017,02:20,177,,0.2,
07/05/2017,02:30,268,,0.4,
07/05/2017,02:40,95,,0.1,
07/05/2017,02:50,100,,0.2,
07/05/2017,03:00,307,187,0.3,0.2
07/05/2017,03:10,209,,0.2,
07/05/2017,03:20,148,,0.4,
07/05/2017,03:30,274,,0.5,
07/05/2017,03:40,283,,0.2,
07/05/2017,03:50,201,,0.0,
07/05/2017,04:00,177,215,0.1,0.2
07/05/2017,04:10,269,,0.3,
07/05/2017,04:20,138,,0.3,
07/05/2017,04:30,116,,0.2,
07/05/2017,04:40,322,,0.1,
07/05/2017,04:50,259,,0.1,
07/05/2017,05:00,191,216,0.2,0.2
07/05/2017,05:10,247,,0.2,
07/05/2017,05:20,129,,0.1,
07/05/2017,05:30,278,,0.5,
07/05/2017,05:40,236,,0.3,
07/05/2017,05:50,242,,0.3,
07/05/2017,06:00,258,232,0.4,0.3
07/05/2017,06:10,139,,0.2,
07/05/2017,06:20,190,,0.1,
07/05/2017,06:30,133,,0.2,
07/05/2017,06:40,147,,0.0,
07/05/2017,06:50,189,,0.2,
07/05/2017,07:00,352,192,0.1,0.1
07/05/2017,07:10,106,,0.3,
07/05/2017,07:20,67,,0.4,
07/05/2017,07:30,293,,0.2,
07/05/2017,07:40,252,,0.3,
07/05/2017,07:50,244,,0.4,
07/05/2017,08:00,301,210,0.2,0.3
07/05/2017,08:10,320,,0.2,
07/05/2017,08:20,209,,0.2,
07/05/2017,08:30,222,,0.2,
07/05/2017,08:40,181,,0.0,
07/05/2017,08:50,308,,0.2,
07/05/2017,09:00,76,219,0.5,0.2
07/05/2017,09:10,348,,0.2,
07/05/2017,09:20,318,,0.2,
07/05/2017,09:30,349,,0.5,
07/05/2017,09:40,323,,0.6,
07/05/2017,09:50,350,,0.6,
07/05/2017,10:00,295,331,0.7,0.5
07/05/2017,10:10,329,,0.6,
07/05/2017,10:20,328,,0.8,
07/05/2017,10:30,356,,1.0,
07/05/2017,10:40,351,,0.9,
07/05/2017,10:50,356,,1.1,
07/05/2017,11:00,2,287,1.2,0.9
07/05/2017,11:10,4,,1.3,
07/05/2017,11:20,337,,1.1,
07/05/2017,11:30,312,,1.4,
07/05/2017,11:40,304,,1.3,
07/05/2017,11:50,300,,1.1,
07/05/2017,12:00,1,210,0.0,1.0
07/05/2017,12:10,308,,0.2,
07/05/2017,12:20,359,,0.5,
07/05/2017,12:30,297,,0.8,
07/05/2017,12:40,275,,1.7,
07/05/2017,12:50,251,,1.1,
07/05/2017,13:00,281,295,1.8,1.0
07/05/2017,13:10,289,,1.7,
07/05/2017,13:20,266,,1.5,
07/05/2017,13:30,277,,2.1,
07/05/2017,13:40,296,,2.0,
07/05/2017,13:50,271,,2.5,
07/05/2017,14:00,277,279,2.6,2.0
07/05/2017,14:10,272,,2.3,
07/05/2017,14:20,278,,2.5,
07/05/2017,14:30,270,,2.3,
07/05/2017,14:40,291,,2.4,
07/05/2017,14:50,291,,2.5,
07/05/2017,15:00,262,277,2.6,2.4
07/05/2017,15:10,269,,2.6,
07/05/2017,15:20,261,,2.4,
07/05/2017,15:30,276,,2.2,
07/05/2017,15:40,274,,2.2,
07/05/2017,15:50,284,,2.0,
07/05/2017,16:00,282,274,2.7,2.4
07/05/2017,16:10,279,,2.6,
07/05/2017,16:20,266,,2.7,
07/05/2017,16:30,249,,1.8,
07/05/2017,16:40,220,,1.2,
07/05/2017,16:50,241,,1.2,
07/05/2017,17:00,261,253,1.8,1.9
07/05/2017,17:10,265,,2.0,
07/05/2017,17:20,258,,1.1,
07/05/2017,17:30,246,,0.7,
07/05/2017,17:40,238,,0.6,
07/05/2017,17:50,259,,0.9,
07/05/2017,18:00,263,255,1.1,1.1
07/05/2017,18:10,255,,1.3,
07/05/2017,18:20,255,,1.0,
07/05/2017,18:30,251,,0.9,
07/05/2017,18:40,257,,0.6,
07/05/2017,18:50,260,,0.6,
07/05/2017,19:00,252,255,0.4,0.8
07/05/2017,19:10,253,,0.5,
07/05/2017,19:20,260,,0.5,
07/05/2017,19:30,239,,0.2,
07/05/2017,19:40,295,,0.5,
07/05/2017,19:50,331,,0.2,
07/05/2017,20:00,311,282,0.4,0.4
07/05/2017,20:10,301,,0.6,
07/05/2017,20:20,278,,0.7,
07/05/2017,20:30,199,,0.2,
07/05/2017,20:40,283,,0.6,
07/05/2017,20:50,259,,0.9,
07/05/2017,21:00,258,263,0.6,0.6
07/05/2017,21:10,245,,0.4,
07/05/2017,21:20,270,,0.8,
07/05/2017,21:30,257,,0.1,
07/05/2017,21:40,296,,0.3,
07/05/2017,21:50,57,,0.1,
07/05/2017,22:00,125,208,0.5,0.4
07/05/2017,22:10,303,,0.4,
07/05/2017,22:20,260,,0.1,
07/05/2017,22:30,13,,0.2,
07/05/2017,22:40,312,,0.5,
07/05/2017,22:50,290,,0.4,
07/05/2017,23:00,292,245,0.7,0.4
07/05/2017,23:10,270,,1.0,
07/05/2017,23:20,267,,1.1,
07/05/2017,23:30,252,,0.8,
07/05/2017,23:40,254,,0.5,
07/05/2017,23:50,248,,0.4,
07/05/2017,24:00,258,258,0.4,0.7
08/05/2017,00:10,287,,0.5,
08/05/2017,00:20,237,,0.3,
08/05/2017,00:30,232,,0.1,
08/05/2017,00:40,206,,0.2,
08/05/2017,00:50,211,,0.1,
08/05/2017,01:00,89,,0.1,
08/05/2017,01:10,199,,0.4,
08/05/2017,01:20,203,,0.3,
08/05/2017,01:30,185,,0.2,
08/05/2017,01:40,204,,0.1,
08/05/2017,01:50,233,,0.1,
08/05/2017,02:00,232,209,0.2,0.2
08/05/2017,02:10,153,,0.1,
08/05/2017,02:20,289,,0.5,
08/05/2017,02:30,330,,0.5,
08/05/2017,02:40,320,,0.2,
08/05/2017,02:50,287,,0.6,
08/05/2017,03:00,286,277,0.5,0.4
08/05/2017,03:10,249,,0.7,
08/05/2017,03:20,259,,0.7,
08/05/2017,03:30,237,,0.2,
08/05/2017,03:40,323,,0.1,
08/05/2017,03:50,297,,0.4,
08/05/2017,04:00,200,261,0.2,0.4
08/05/2017,04:10,197,,0.2,
08/05/2017,04:20,203,,0.3,
08/05/2017,04:30,208,,0.1,
08/05/2017,04:40,220,,0.3,
08/05/2017,04:50,263,,0.3,
08/05/2017,05:00,208,217,0.1,0.2
08/05/2017,05:10,257,,0.4,
08/05/2017,05:20,188,,0.3,
08/05/2017,05:30,171,,0.2,
08/05/2017,05:40,206,,0.2,
08/05/2017,05:50,282,,0.2,
08/05/2017,06:00,275,230,0.3,0.3
08/05/2017,06:10,252,,0.3,
08/05/2017,06:20,200,,0.2,
08/05/2017,06:30,196,,0.2,
08/05/2017,06:40,189,,0.2,
08/05/2017,06:50,241,,0.1,
08/05/2017,07:00,253,222,0.3,0.2
08/05/2017,07:10,300,,0.5,
08/05/2017,07:20,132,,0.0,
08/05/2017,07:30,155,,0.2,
08/05/2017,07:40,211,,0.2,
08/05/2017,07:50,186,,0.4,
08/05/2017,08:00,202,197,0.1,0.2
08/05/2017,08:10,269,,0.8,
08/05/2017,08:20,204,,0.1,
08/05/2017,08:30,326,,0.1,
08/05/2017,08:40,252,,0.8,
08/05/2017,08:50,296,,0.3,
08/05/2017,09:00,222,262,0.1,0.4
08/05/2017,09:10,113,,0.1,
08/05/2017,09:20,242,,0.4,
08/05/2017,09:30,280,,0.4,
08/05/2017,09:40,248,,0.4,
08/05/2017,09:50,158,,0.2,
08/05/2017,10:00,262,217,0.4,0.3
08/05/2017,10:10,225,,0.2,
08/05/2017,10:20,145,,0.3,
08/05/2017,10:30,125,,0.5,
08/05/2017,10:40,83,,0.4,
08/05/2017,10:50,128,,0.3,
08/05/2017,11:00,110,136,0.2,0.3
08/05/2017,11:10,112,,0.3,
08/05/2017,11:20,85,,0.6,
08/05/2017,11:30,101,,0.7,
08/05/2017,11:40,65,,1.2,
08/05/2017,11:50,7,,1.2,
08/05/2017,12:00,323,116,1.2,0.9
08/05/2017,12:10,11,,1.1,
08/05/2017,12:20,27,,0.9,
08/05/2017,12:30,68,,0.8,
08/05/2017,12:40,19,,0.8,
08/05/2017,12:50,301,,1.0,
08/05/2017,13:00,303,122,1.9,1.1
08/05/2017,13:10,300,,2.1,
08/05/2017,13:20,307,,1.3,
08/05/2017,13:30,346,,0.9,
08/05/2017,13:40,25,,0.5,
08/05/2017,13:50,85,,1.2,
08/05/2017,14:00,107,195,0.5,1.1
08/05/2017,14:10,324,,1.4,
08/05/2017,14:20,298,,1.8,
08/05/2017,14:30,315,,1.3,
08/05/2017,14:40,4,,1.2,
08/05/2017,14:50,72,,0.8,
08/05/2017,15:00,55,178,1.3,1.3
08/05/2017,15:10,61,,1.1,
08/05/2017,15:20,61,,1.5,
08/05/2017,15:30,78,,2.0,
08/05/2017,15:40,86,,1.6,
08/05/2017,15:50,71,,1.5,
08/05/2017,16:00,65,70,1.4,1.5
08/05/2017,16:10,67,,1.4,
08/05/2017,16:20,61,,1.7,
08/05/2017,16:30,61,,1.8,
08/05/2017,16:40,68,,1.8,
08/05/2017,16:50,72,,1.8,
08/05/2017,17:00,73,67,1.5,1.7
08/05/2017,17:10,71,,1.2,
08/05/2017,17:20,73,,1.2,
08/05/2017,17:30,67,,0.7,
08/05/2017,17:40,72,,0.6,
08/05/2017,17:50,81,,0.5,
08/05/2017,18:00,64,71,0.5,0.8
08/05/2017,18:10,111,,0.4,
08/05/2017,18:20,187,,0.3,
08/05/2017,18:30,193,,0.3,
08/05/2017,18:40,161,,0.3,
08/05/2017,18:50,170,,0.4,
08/05/2017,19:00,204,171,0.3,0.4
08/05/2017,19:10,210,,0.3,
08/05/2017,19:20,216,,0.2,
08/05/2017,19:30,227,,0.3,
08/05/2017,19:40,223,,0.3,
08/05/2017,19:50,220,,0.3,
08/05/2017,20:00,217,219,0.2,0.3
08/05/2017,20:10,221,,0.2,
08/05/2017,20:20,235,,0.2,
08/05/2017,20:30,245,,0.1,
08/05/2017,20:40,166,,0.2,
08/05/2017,20:50,214,,0.2,
08/05/2017,21:00,238,220,0.4,0.2
08/05/2017,21:10,155,,0.2,
08/05/2017,21:20,268,,0.2,
08/05/2017,21:30,181,,0.2,
08/05/2017,21:40,172,,0.3,
08/05/2017,21:50,210,,0.1,
08/05/2017,22:00,271,210,0.2,0.2
08/05/2017,22:10,245,,0.2,
08/05/2017,22:20,231,,0.2,
08/05/2017,22:30,239,,0.3,
08/05/2017,22:40,231,,0.3,
08/05/2017,22:50,196,,0.1,
08/05/2017,23:00,182,221,0.2,0.2
08/05/2017,23:10,213,,0.1,
08/05/2017,23:20,143,,0.3,
08/05/2017,23:30,167,,0.2,
08/05/2017,23:40,261,,0.9,
08/05/2017,23:50,251,,0.3,
08/05/2017,24:00,169,201,0.2,0.3
09/05/2017,00:10,196,,0.2,
09/05/2017,00:20,196,,0.1,
09/05/2017,00:30,181,,0.2,
09/05/2017,00:40,204,,0.2,
09/05/2017,00:50,198,,0.2,
09/05/2017,01:00,174,,0.2,
09/05/2017,01:10,258,,0.1,
09/05/2017,01:20,290,,0.4,
09/05/2017,01:30,217,,0.3,
09/05/2017,01:40,222,,0.3,
09/05/2017,01:50,267,,0.6,
09/05/2017,02:00,276,255,0.5,0.4
09/05/2017,02:10,250,,0.7,
09/05/2017,02:20,214,,0.2,
09/05/2017,02:30,209,,0.2,
09/05/2017,02:40,226,,0.0,
09/05/2017,02:50,228,,0.1,
09/05/2017,03:00,145,212,0.4,0.3
09/05/2017,03:10,146,,0.4,
09/05/2017,03:20,124,,0.1,
09/05/2017,03:30,274,,0.0,
09/05/2017,03:40,193,,0.1,
09/05/2017,03:50,150,,0.2,
09/05/2017,04:00,206,182,0.1,0.2
09/05/2017,04:10,48,,0.1,
09/05/2017,04:20,134,,0.4,
09/05/2017,04:30,107,,0.1,
09/05/2017,04:40,227,,0.4,
09/05/2017,04:50,212,,0.4,
09/05/2017,05:00,156,147,0.1,0.3
09/05/2017,05:10,277,,0.3,
09/05/2017,05:20,256,,0.3,
09/05/2017,05:30,196,,0.2,
09/05/2017,05:40,306,,0.1,
09/05/2017,05:50,249,,0.6,
09/05/2017,06:00,271,259,0.1,0.3
09/05/2017,06:10,211,,0.2,
09/05/2017,06:20,340,,0.1,
09/05/2017,06:30,238,,0.4,
09/05/2017,06:40,244,,0.5,
09/05/2017,06:50,249,,0.4,
09/05/2017,07:00,227,252,0.2,0.3
09/05/2017,07:10,228,,0.3,
09/05/2017,07:20,223,,0.3,
09/05/2017,07:30,153,,0.3,
09/05/2017,07:40,130,,0.2,
09/05/2017,07:50,166,,0.1,
09/05/2017,08:00,253,192,0.4,0.3
09/05/2017,08:10,276,,0.3,
09/05/2017,08:20,226,,0.2,
09/05/2017,08:30,186,,0.2,
09/05/2017,08:40,306,,0.5,
09/05/2017,08:50,320,,0.4,
09/05/2017,09:00,301,269,0.3,0.3
09/05/2017,09:10,277,,0.7,
09/05/2017,09:20,271,,0.5,
09/05/2017,09:30,252,,0.3,
09/05/2017,09:40,144,,0.5,
09/05/2017,09:50,75,,0.4,
09/05/2017,10:00,324,224,0.7,0.5
09/05/2017,10:10,297,,0.9,
09/05/2017,10:20,303,,0.8,
09/05/2017,10:30,349,,0.2,
09/05/2017,10:40,328,,0.8,
09/05/2017,10:50,326,,0.8,
09/05/2017,11:00,319,320,1.1,0.8
09/05/2017,11:10,311,,0.9,
09/05/2017,11:20,338,,1.6,
09/05/2017,11:30,300,,2.1,
09/05/2017,11:40,296,,2.2,
09/05/2017,11:50,338,,1.3,
09/05/2017,12:00,336,320,1.9,1.7
09/05/2017,12:10,302,,2.6,
09/05/2017,12:20,299,,3.3,
09/05/2017,12:30,330,,2.0,
09/05/2017,12:40,311,,1.5,
09/05/2017,12:50,321,,2.0,
09/05/2017,13:00,330,316,1.7,2.2
09/05/2017,13:10,322,,2.1,
09/05/2017,13:20,310,,1.7,
09/05/2017,13:30,323,,1.9,
09/05/2017,13:40,300,,1.5,
09/05/2017,13:50,337,,1.5,
09/05/2017,14:00,304,316,1.9,1.8
09/05/2017,14:10,301,,1.7,
09/05/2017,14:20,293,,2.1,
09/05/2017,14:30,,,,
09/05/2017,14:40,,,,
09/05/2017,14:50,,,,
09/05/2017,15:00,,,,
09/05/2017,15:10,213,,0.8,
09/05/2017,15:20,208,,0.4,
09/05/2017,15:30,136,,0.2,
09/05/2017,15:40,122,,0.6,
09/05/2017,15:50,330,,0.5,
09/05/2017,16:00,258,211,0.5,0.5
09/05/2017,16:10,255,,0.5,
09/05/2017,16:20,245,,0.8,
09/05/2017,16:30,257,,1.1,
09/05/2017,16:40,267,,1.3,
09/05/2017,16:50,259,,1.2,
09/05/2017,17:00,253,256,0.5,0.9
09/05/2017,17:10,269,,0.4,
09/05/2017,17:20,329,,0.1,
09/05/2017,17:30,78,,0.6,
09/05/2017,17:40,99,,0.5,
09/05/2017,17:50,127,,0.6,
09/05/2017,18:00,142,174,0.3,0.4
09/05/2017,18:10,,,,
09/05/2017,18:20,,,,
09/05/2017,18:30,,,,
09/05/2017,18:40,,,,
09/05/2017,18:50,,,,
09/05/2017,19:00,,,,
09/05/2017,19:10,,,,
09/05/2017,19:20,,,,
09/05/2017,19:30,,,,
09/05/2017,19:40,,,,
09/05/2017,19:50,,,,
09/05/2017,20:00,,,,
09/05/2017,20:10,,,,
09/05/2017,20:20,,,,
09/05/2017,20:30,,,,
09/05/2017,20:40,,,,
09/05/2017,20:50,,,,
09/05/2017,21:00,,,,
09/05/2017,21:10,,,,
09/05/2017,21:20,,,,
09/05/2017,21:30,,,,
09/05/2017,21:40,,,,
09/05/2017,21:50,,,,
09/05/2017,22:00,,,,
09/05/2017,22:10,,,,
09/05/2017,22:20,,,,
09/05/2017,22:30,,,,
09/05/2017,22:40,,,,
09/05/2017,22:50,,,,
09/05/2017,23:00,,,,
09/05/2017,23:10,,,,
09/05/2017,23:20,,,,
09/05/2017,23:30,,,,
09/05/2017,23:40,,,,
09/05/2017,23:50,,,,
09/05/2017,24:00,211,,0.2,
10/05/2017,00:10,215,,0.4,
10/05/2017,00:20,218,,0.3,
10/05/2017,00:30,227,,0.2,
10/05/2017,00:40,280,,0.3,
10/05/2017,00:50,205,,0.2,
10/05/2017,01:00,,,,
10/05/2017,01:10,,,,
10/05/2017,01:20,,,,
10/05/2017,01:30,,,,
10/05/2017,01:40,,,,
10/05/2017,01:50,,,,
10/05/2017,02:00,,,,
10/05/2017,02:10,,,,
10/05/2017,02:20,,,,
10/05/2017,02:30,,,,
10/05/2017,02:40,,,,
10/05/2017,02:50,,,,
10/05/2017,03:00,,,,
10/05/2017,03:10,,,,
10/05/2017,03:20,,,,
10/05/2017,03:30,,,,
10/05/2017,03:40,,,,
10/05/2017,03:50,,,,
10/05/2017,04:00,,,,
10/05/2017,04:10,,,,
10/05/2017,04:20,,,,
10/05/2017,04:30,,,,
10/05/2017,04:40,,,,
10/05/2017,04:50,,,,
10/05/2017,05:00,,,,
10/05/2017,05:10,,,,
10/05/2017,05:20,,,,
10/05/2017,05:30,,,,
10/05/2017,05:40,,,,
10/05/2017,05:50,,,,
10/05/2017,06:00,,,,
10/05/2017,06:10,,,,
10/05/2017,06:20,,,,
10/05/2017,06:30,,,,
10/05/2017,06:40,,,,
10/05/2017,06:50,,,,
10/05/2017,07:00,270,,2.3,
10/05/2017,07:10,269,,2.5,
10/05/2017,07:20,267,,2.3,
10/05/2017,07:30,263,,2.2,
10/05/2017,07:40,269,,2.3,
10/05/2017,07:50,258,,1.9,
10/05/2017,08:00,261,264,2.1,2.2
10/05/2017,08:10,266,,2.4,
10/05/2017,08:20,265,,2.1,
10/05/2017,08:30,264,,1.5,
10/05/2017,08:40,288,,0.9,
10/05/2017,08:50,275,,1.8,
10/05/2017,09:00,256,269,1.4,1.7
10/05/2017,09:10,246,,1.3,
10/05/2017,09:20,256,,0.9,
10/05/2017,09:30,251,,0.8,
10/05/2017,09:40,218,,0.4,
10/05/2017,09:50,132,,0.7,
10/05/2017,10:00,129,205,1.0,0.8
10/05/2017,10:10,100,,1.7,
10/05/2017,10:20,108,,2.1,
10/05/2017,10:30,74,,2.0,
10/05/2017,10:40,56,,1.7,
10/05/2017,10:50,64,,2.4,
10/05/2017,11:00,64,78,2.4,2.1
10/05/2017,11:10,63,,2.5,
10/05/2017,11:20,69,,2.3,
10/05/2017,11:30,68,,1.9,
10/05/2017,11:40,65,,2.0,
10/05/2017,11:50,71,,2.3,
10/05/2017,12:00,76,69,1.9,2.2
10/05/2017,12:10,60,,2.0,
10/05/2017,12:20,69,,2.2,
10/05/2017,12:30,68,,2.4,
10/05/2017,12:40,66,,2.4,
10/05/2017,12:50,58,,2.2,
10/05/2017,13:00,65,65,2.2,2.2
10/05/2017,13:10,51,,2.3,
10/05/2017,13:20,65,,2.3,
10/05/2017,13:30,56,,1.6,
10/05/2017,13:40,69,,2.7,
10/05/2017,13:50,59,,2.2,
10/05/2017,14:00,52,59,2.5,2.3
10/05/2017,14:10,43,,1.6,
10/05/2017,14:20,61,,1.7,
10/05/2017,14:30,66,,2.0,
10/05/2017,14:40,56,,2.8,
10/05/2017,14:50,3,,1.5,
10/05/2017,15:00,36,44,0.9,1.8
10/05/2017,15:10,26,,1.5,
10/05/2017,15:20,55,,1.2,
10/05/2017,15:30,59,,1.5,
10/05/2017,15:40,63,,2.0,
10/05/2017,15:50,54,,1.8,
10/05/2017,16:00,32,48,1.6,1.6
10/05/2017,16:10,27,,1.7,
10/05/2017,16:20,36,,1.9,
10/05/2017,16:30,50,,1.9,
10/05/2017,16:40,44,,1.8,
10/05/2017,16:50,49,,2.0,
10/05/2017,17:00,52,43,1.6,1.8
10/05/2017,17:10,56,,2.2,
10/05/2017,17:20,53,,2.0,
10/05/2017,17:30,57,,1.4,
10/05/2017,17:40,50,,1.6,
10/05/2017,17:50,50,,1.2,
10/05/2017,18:00,46,52,1.3,1.6
10/05/2017,18:10,32,,1.3,
10/05/2017,18:20,39,,1.1,
10/05/2017,18:30,27,,1.0,
10/05/2017,18:40,46,,0.7,
10/05/2017,18:50,57,,1.3,
10/05/2017,19:00,61,44,1.2,1.1
10/05/2017,19:10,58,,1.0,
10/05/2017,19:20,56,,1.2,
10/05/2017,19:30,66,,1.5,
10/05/2017,19:40,69,,1.9,
10/05/2017,19:50,71,,1.5,
10/05/2017,20:00,60,63,1.3,1.4
10/05/2017,20:10,27,,1.1,
10/05/2017,20:20,17,,1.1,
10/05/2017,20:30,26,,1.4,
10/05/2017,20:40,25,,1.4,
10/05/2017,20:50,34,,1.1,
10/05/2017,21:00,44,29,1.3,1.2
10/05/2017,21:10,31,,1.2,
10/05/2017,21:20,28,,1.5,
10/05/2017,21:30,48,,1.2,
10/05/2017,21:40,55,,1.2,
10/05/2017,21:50,61,,1.1,
10/05/2017,22:00,27,42,0.7,1.2
10/05/2017,22:10,53,,1.0,
10/05/2017,22:20,60,,1.4,
10/05/2017,22:30,60,,1.7,
10/05/2017,22:40,52,,1.9,
10/05/2017,22:50,52,,1.9,
10/05/2017,23:00,48,54,1.9,1.6
10/05/2017,23:10,38,,1.7,
10/05/2017,23:20,34,,1.6,
10/05/2017,23:30,42,,1.7,
10/05/2017,23:40,29,,1.8,
10/05/2017,23:50,29,,1.8,
10/05/2017,24:00,27,33,1.6,1.7
11/05/2017,00:10,31,,1.2,
11/05/2017,00:20,348,,1.0,
11/05/2017,00:30,349,,0.7,
11/05/2017,00:40,23,,1.0,
11/05/2017,00:50,52,,1.4,
11/05/2017,01:00,49,,1.8,
11/05/2017,01:10,46,,1.8,
11/05/2017,01:20,54,,2.1,
11/05/2017,01:30,44,,1.8,
11/05/2017,01:40,38,,2.0,
11/05/2017,01:50,50,,2.2,
11/05/2017,02:00,41,45,1.9,2.0
11/05/2017,02:10,30,,1.9,
11/05/2017,02:20,24,,2.1,
