"Table for Henderson Time Range: 01/05/2017 00:00 to 01/06/2017 00:00"
"Source",,,"AC Henderson WDR_RAW 10min average",,"AC Henderson WSP_RAW 10min average"
"Date","Time","AC Henderson WDR_RAW 10min average [°]","AC Henderson WDR_RAW 1h average [°]","AC Henderson WSP_RAW 10min average [m/s]","AC Henderson WSP_RAW 1h average [m/s]"
31/05/2017,00:20,89,,0.6,
31/05/2017,00:30,161,,0.2,
31/05/2017,00:40,135,,0.7,
31/05/2017,00:50,128,,0.3,
31/05/2017,01:00,170,,0.1,
31/05/2017,01:10,200,,0.3,
31/05/2017,01:20,294,,0.4,
31/05/2017,01:30,319,,0.7,
31/05/2017,01:40,317,,0.5,
31/05/2017,01:50,309,,0.3,
31/05/2017,02:00,205,274,0.3,0.4
31/05/2017,02:10,262,,0.6,
31/05/2017,02:20,259,,0.8,
31/05/2017,02:30,228,,0.4,
31/05/2017,02:40,259,,1.1,
31/05/2017,02:50,257,,0.4,
31/05/2017,03:00,255,253,0.4,0.6
31/05/2017,03:10,319,,0.2,
31/05/2017,03:20,317,,0.4,
31/05/2017,03:30,263,,0.5,
31/05/2017,03:40,253,,0.8,
31/05/2017,03:50,301,,0.3,
31/05/2017,04:00,220,279,0.2,0.4
31/05/2017,04:10,200,,0.2,
31/05/2017,04:20,185,,0.2,
31/05/2017,04:30,186,,0.3,
31/05/2017,04:40,188,,0.4,
31/05/2017,04:50,191,,0.4,
31/05/2017,05:00,196,191,0.4,0.3
31/05/2017,05:10,354,,0.6,
31/05/2017,05:20,344,,0.5,
31/05/2017,05:30,313,,0.4,
31/05/2017,05:40,223,,0.3,
31/05/2017,05:50,266,,0.1,
31/05/2017,06:00,341,307,0.6,0.4
31/05/2017,06:10,339,,1.3,
31/05/2017,06:20,35,,2.6,
31/05/2017,06:30,27,,1.7,
31/05/2017,06:40,360,,1.7,
31/05/2017,06:50,321,,1.6,
31/05/2017,07:00,320,234,2.3,1.8
31/05/2017,07:10,330,,2.1,
31/05/2017,07:20,340,,1.2,
31/05/2017,07:30,325,,3.0,
31/05/2017,07:40,325,,3.0,
31/05/2017,07:50,304,,1.6,
31/05/2017,08:00,313,323,1.9,2.1
31/05/2017,08:10,43,,0.5,
31/05/2017,08:20,347,,1.3,
31/05/2017,08:30,14,,1.9,
31/05/2017,08:40,330,,2.0,
31/05/2017,08:50,38,,2.1,
31/05/2017,09:00,357,188,1.3,1.5
31/05/2017,09:10,35,,1.4,
31/05/2017,09:20,323,,1.7,
31/05/2017,09:30,317,,1.8,
31/05/2017,09:40,270,,0.5,
31/05/2017,09:50,289,,0.6,
31/05/2017,10:00,302,256,1.0,1.2
31/05/2017,10:10,302,,1.2,
31/05/2017,10:20,298,,1.3,
31/05/2017,10:30,286,,1.9,
31/05/2017,10:40,272,,1.9,
31/05/2017,10:50,268,,1.8,
31/05/2017,11:00,259,281,1.3,1.6
31/05/2017,11:10,260,,1.4,
31/05/2017,11:20,268,,1.6,
31/05/2017,11:30,253,,1.4,
31/05/2017,11:40,246,,1.0,
31/05/2017,11:50,245,,1.3,
31/05/2017,12:00,262,256,1.3,1.3
31/05/2017,12:10,250,,1.9,
31/05/2017,12:20,241,,1.7,
31/05/2017,12:30,232,,0.9,
31/05/2017,12:40,250,,1.1,
31/05/2017,12:50,260,,1.2,
31/05/2017,13:00,262,249,1.1,1.3
31/05/2017,13:10,223,,0.5,
31/05/2017,13:20,218,,0.7,
31/05/2017,13:30,212,,0.5,
31/05/2017,13:40,200,,0.5,
31/05/2017,13:50,203,,0.6,
31/05/2017,14:00,201,209,0.5,0.5
31/05/2017,14:10,210,,0.6,
31/05/2017,14:20,200,,0.7,
31/05/2017,14:30,206,,0.6,
31/05/2017,14:40,237,,1.3,
31/05/2017,14:50,246,,1.1,
31/05/2017,15:00,246,224,1.4,1.0
31/05/2017,15:10,251,,2.2,
31/05/2017,15:20,247,,1.8,
31/05/2017,15:30,238,,1.1,
31/05/2017,15:40,,,,
31/05/2017,15:50,,,,
31/05/2017,16:00,,,,
31/05/2017,16:10,,,,
31/05/2017,16:20,,,,
31/05/2017,16:30,,,,
31/05/2017,16:40,,,,
31/05/2017,16:50,,,,
31/05/2017,17:00,205,,0.5,
31/05/2017,17:10,205,,0.5,
31/05/2017,17:20,206,,0.5,
31/05/2017,17:30,209,,0.6,
31/05/2017,17:40,209,,0.5,
31/05/2017,17:50,240,,0.5,
31/05/2017,18:00,292,227,0.7,0.5
31/05/2017,18:10,282,,0.8,
31/05/2017,18:20,290,,0.7,
31/05/2017,18:30,258,,0.4,
31/05/2017,18:40,273,,1.1,
31/05/2017,18:50,264,,1.4,
31/05/2017,19:00,255,270,1.4,1.0
31/05/2017,19:10,245,,0.8,
31/05/2017,19:20,232,,0.6,
31/05/2017,19:30,232,,0.6,
31/05/2017,19:40,241,,0.5,
31/05/2017,19:50,273,,0.4,
31/05/2017,20:00,292,252,0.6,0.6
31/05/2017,20:10,269,,0.6,
31/05/2017,20:20,293,,0.4,
31/05/2017,20:30,181,,0.1,
31/05/2017,20:40,153,,0.3,
31/05/2017,20:50,296,,0.3,
31/05/2017,21:00,290,247,0.7,0.4
31/05/2017,21:10,254,,0.3,
31/05/2017,21:20,143,,0.4,
31/05/2017,21:30,147,,0.2,
31/05/2017,21:40,331,,0.2,
31/05/2017,21:50,342,,0.4,
31/05/2017,22:00,299,253,0.5,0.3
31/05/2017,22:10,295,,0.6,
31/05/2017,22:20,275,,0.7,
31/05/2017,22:30,253,,0.6,
31/05/2017,22:40,211,,0.2,
31/05/2017,22:50,272,,0.3,
31/05/2017,23:00,289,266,0.3,0.4
31/05/2017,23:10,253,,0.1,
31/05/2017,23:20,204,,0.2,
31/05/2017,23:30,178,,0.2,
31/05/2017,23:40,186,,0.1,
31/05/2017,23:50,232,,0.0,
31/05/2017,24:00,287,223,1.0,0.3
