"Table for Pakuranga Time Range: 01/07/2017 00:00 to 01/08/2017 00:00"
"Source",,,"AC Pakuranga WDR_RAW 10min average","AC Pakuranga WDR_RAW 1h average",,"AC Pakuranga WSP_RAW 10min average","AC Pakuranga WSP_RAW 1h average"
"Date","Time","AC Pakuranga WDR_RAW 10min average [°]","AC Pakuranga WDR_RAW 1h average [°]","AC Pakuranga WDR_RAW 24h average [°]","AC Pakuranga WSP_RAW 10min average [m/s]","AC Pakuranga WSP_RAW 1h average [m/s]","AC Pakuranga WSP_RAW 24h average [m/s]"
09/07/2017,22:10,222,,,2.2,,
09/07/2017,22:20,217,,,2.1,,
09/07/2017,22:30,217,,,2.4,,
09/07/2017,22:40,217,,,2.4,,
09/07/2017,22:50,220,,,2.4,,
09/07/2017,23:00,220,219,,2.4,2.3,
09/07/2017,23:10,215,,,1.8,,
09/07/2017,23:20,216,,,2.4,,
09/07/2017,23:30,219,,,2.9,,
09/07/2017,23:40,219,,,2.8,,
09/07/2017,23:50,220,,,2.6,,
09/07/2017,24:00,217,217,231,2.1,2.4,1.1
10/07/2017,00:10,212,,,1.8,,
10/07/2017,00:20,208,,,2.1,,
10/07/2017,00:30,211,,,2.6,,
10/07/2017,00:40,217,,,2.9,,
10/07/2017,00:50,216,,,3.1,,
10/07/2017,01:00,221,214,,3.4,2.7,
10/07/2017,01:10,223,,,3.1,,
10/07/2017,01:20,223,,,2.6,,
10/07/2017,01:30,223,,,2.7,,
10/07/2017,01:40,224,,,2.7,,
10/07/2017,01:50,221,,,3.2,,
10/07/2017,02:00,222,223,,2.9,2.9,
10/07/2017,02:10,222,,,3.0,,
10/07/2017,02:20,223,,,3.0,,
10/07/2017,02:30,223,,,3.2,,
10/07/2017,02:40,222,,,3.0,,
10/07/2017,02:50,222,,,2.6,,
10/07/2017,03:00,220,222,,2.6,2.9,
10/07/2017,03:10,226,,,2.9,,
10/07/2017,03:20,220,,,2.6,,
10/07/2017,03:30,218,,,2.4,,
10/07/2017,03:40,221,,,2.6,,
10/07/2017,03:50,223,,,2.1,,
10/07/2017,04:00,220,221,,2.2,2.5,
10/07/2017,04:10,220,,,2.9,,
10/07/2017,04:20,223,,,2.7,,
10/07/2017,04:30,224,,,2.5,,
10/07/2017,04:40,224,,,2.2,,
10/07/2017,04:50,218,,,1.5,,
10/07/2017,05:00,216,221,,1.5,2.2,
10/07/2017,05:10,223,,,1.6,,
10/07/2017,05:20,224,,,1.8,,
10/07/2017,05:30,224,,,1.7,,
10/07/2017,05:40,222,,,1.8,,
10/07/2017,05:50,220,,,1.3,,
10/07/2017,06:00,218,222,,1.4,1.6,
10/07/2017,06:10,209,,,1.1,,
10/07/2017,06:20,208,,,1.3,,
10/07/2017,06:30,215,,,1.1,,
10/07/2017,06:40,212,,,1.2,,
10/07/2017,06:50,220,,,1.4,,
10/07/2017,07:00,220,214,,1.8,1.3,
10/07/2017,07:10,221,,,1.6,,
10/07/2017,07:20,223,,,1.3,,
10/07/2017,07:30,218,,,1.1,,
10/07/2017,07:40,220,,,1.3,,
10/07/2017,07:50,214,,,1.0,,
10/07/2017,08:00,223,220,,1.1,1.2,
10/07/2017,08:10,221,,,1.0,,
10/07/2017,08:20,223,,,0.7,,
10/07/2017,08:30,214,,,0.5,,
10/07/2017,08:40,208,,,0.7,,
10/07/2017,08:50,211,,,0.9,,
10/07/2017,09:00,205,214,,1.1,0.8,
10/07/2017,09:10,204,,,1.4,,
10/07/2017,09:20,204,,,1.0,,
10/07/2017,09:30,228,,,1.3,,
10/07/2017,09:40,221,,,1.4,,
10/07/2017,09:50,219,,,2.0,,
10/07/2017,10:00,219,216,,2.6,1.6,
10/07/2017,10:10,224,,,2.7,,
10/07/2017,10:20,215,,,2.3,,
10/07/2017,10:30,218,,,3.1,,
10/07/2017,10:40,223,,,2.1,,
10/07/2017,10:50,219,,,2.8,,
10/07/2017,11:00,223,220,,3.0,2.7,
10/07/2017,11:10,223,,,3.7,,
10/07/2017,11:20,221,,,3.5,,
10/07/2017,11:30,218,,,3.1,,
10/07/2017,11:40,220,,,3.1,,
10/07/2017,11:50,223,,,2.9,,
10/07/2017,12:00,218,221,,3.1,3.2,
10/07/2017,12:10,220,,,2.5,,
10/07/2017,12:20,215,,,3.5,,
10/07/2017,12:30,220,,,3.6,,
10/07/2017,12:40,218,,,3.7,,
10/07/2017,12:50,216,,,3.3,,
10/07/2017,13:00,215,217,,3.2,3.3,
10/07/2017,13:10,219,,,3.2,,
10/07/2017,13:20,218,,,3.5,,
10/07/2017,13:30,220,,,3.4,,
10/07/2017,13:40,217,,,3.7,,
10/07/2017,13:50,222,,,3.6,,
10/07/2017,14:00,226,220,,3.8,3.5,
10/07/2017,14:10,225,,,3.3,,
10/07/2017,14:20,220,,,3.7,,
10/07/2017,14:30,224,,,2.9,,
10/07/2017,14:40,226,,,3.0,,
10/07/2017,14:50,222,,,3.2,,
10/07/2017,15:00,224,224,,3.4,3.2,
10/07/2017,15:10,225,,,4.2,,
10/07/2017,15:20,218,,,3.6,,
10/07/2017,15:30,216,,,3.7,,
10/07/2017,15:40,216,,,3.1,,
10/07/2017,15:50,208,,,2.5,,
10/07/2017,16:00,214,216,,2.5,3.3,
10/07/2017,16:10,214,,,2.4,,
10/07/2017,16:20,219,,,2.4,,
10/07/2017,16:30,224,,,2.2,,
10/07/2017,16:40,222,,,1.7,,
10/07/2017,16:50,223,,,1.8,,
10/07/2017,17:00,226,221,,1.4,2.0,
10/07/2017,17:10,224,,,1.2,,
10/07/2017,17:20,232,,,1.7,,
10/07/2017,17:30,242,,,1.5,,
10/07/2017,17:40,216,,,2.7,,
10/07/2017,17:50,213,,,2.2,,
10/07/2017,18:00,215,224,,1.5,1.8,
10/07/2017,18:10,221,,,1.2,,
10/07/2017,18:20,210,,,0.9,,
10/07/2017,18:30,206,,,0.9,,
10/07/2017,18:40,225,,,0.8,,
10/07/2017,18:50,224,,,0.9,,
10/07/2017,19:00,282,228,,0.5,0.9,
10/07/2017,19:10,226,,,0.7,,
10/07/2017,19:20,237,,,1.0,,
10/07/2017,19:30,264,,,0.8,,
10/07/2017,19:40,267,,,0.5,,
10/07/2017,19:50,263,,,0.4,,
10/07/2017,20:00,298,259,,0.4,0.6,
10/07/2017,20:10,200,,,0.5,,
10/07/2017,20:20,265,,,0.5,,
10/07/2017,20:30,278,,,0.7,,
10/07/2017,20:40,276,,,0.8,,
10/07/2017,20:50,280,,,0.5,,
10/07/2017,21:00,320,270,,0.4,0.6,
10/07/2017,21:10,324,,,0.2,,
10/07/2017,21:20,297,,,0.1,,
10/07/2017,21:30,153,,,0.1,,
10/07/2017,21:40,295,,,0.6,,
10/07/2017,21:50,284,,,0.6,,
10/07/2017,22:00,221,262,,0.7,0.4,
10/07/2017,22:10,207,,,0.4,,
10/07/2017,22:20,239,,,0.2,,
10/07/2017,22:30,213,,,0.1,,
10/07/2017,22:40,221,,,0.1,,
10/07/2017,22:50,254,,,0.2,,
10/07/2017,23:00,196,222,,0.5,0.2,
10/07/2017,23:10,272,,,0.3,,
10/07/2017,23:20,309,,,0.5,,
10/07/2017,23:30,304,,,0.5,,
10/07/2017,23:40,346,,,0.4,,
10/07/2017,23:50,122,,,0.4,,
10/07/2017,24:00,358,285,228,0.2,0.4,1.9
11/07/2017,00:10,231,,,0.3,,
11/07/2017,00:20,242,,,0.1,,
11/07/2017,00:30,76,,,0.1,,
11/07/2017,00:40,329,,,0.2,,
11/07/2017,00:50,278,,,0.2,,
11/07/2017,01:00,358,252,,0.3,0.2,
11/07/2017,01:10,265,,,0.0,,
11/07/2017,01:20,339,,,0.1,,
11/07/2017,01:30,283,,,0.2,,
11/07/2017,01:40,326,,,0.3,,
11/07/2017,01:50,321,,,0.5,,
11/07/2017,02:00,318,309,,0.4,0.2,
11/07/2017,02:10,348,,,0.4,,
11/07/2017,02:20,25,,,0.2,,
11/07/2017,02:30,347,,,0.1,,
11/07/2017,02:40,139,,,0.1,,
11/07/2017,02:50,213,,,0.4,,
11/07/2017,03:00,260,222,,0.1,0.2,
11/07/2017,03:10,45,,,0.3,,
11/07/2017,03:20,356,,,0.1,,
11/07/2017,03:30,66,,,0.1,,
11/07/2017,03:40,265,,,0.2,,
11/07/2017,03:50,191,,,0.5,,
11/07/2017,04:00,156,180,,0.2,0.2,
11/07/2017,04:10,39,,,0.3,,
11/07/2017,04:20,258,,,0.3,,
11/07/2017,04:30,156,,,0.2,,
11/07/2017,04:40,26,,,0.2,,
11/07/2017,04:50,355,,,0.1,,
11/07/2017,05:00,359,199,,0.3,0.2,
11/07/2017,05:10,39,,,0.0,,
11/07/2017,05:20,332,,,0.2,,
11/07/2017,05:30,339,,,0.3,,
11/07/2017,05:40,306,,,0.9,,
11/07/2017,05:50,308,,,1.2,,
11/07/2017,06:00,273,266,,0.6,0.5,
11/07/2017,06:10,280,,,0.1,,
11/07/2017,06:20,64,,,0.4,,
11/07/2017,06:30,89,,,0.1,,
11/07/2017,06:40,202,,,1.3,,
11/07/2017,06:50,168,,,1.4,,
11/07/2017,07:00,154,160,,1.9,0.9,
11/07/2017,07:10,165,,,1.7,,
11/07/2017,07:20,189,,,1.4,,
11/07/2017,07:30,207,,,1.5,,
11/07/2017,07:40,170,,,1.6,,
11/07/2017,07:50,179,,,1.4,,
11/07/2017,08:00,207,186,,1.7,1.6,
11/07/2017,08:10,190,,,1.5,,
11/07/2017,08:20,237,,,0.2,,
11/07/2017,08:30,242,,,0.8,,
11/07/2017,08:40,243,,,1.2,,
11/07/2017,08:50,232,,,1.3,,
11/07/2017,09:00,259,234,,1.2,1.0,
11/07/2017,09:10,267,,,1.5,,
11/07/2017,09:20,311,,,0.8,,
11/07/2017,09:30,320,,,0.7,,
11/07/2017,09:40,308,,,1.0,,
11/07/2017,09:50,307,,,0.8,,
11/07/2017,10:00,250,294,,1.0,1.0,
11/07/2017,10:10,295,,,0.5,,
11/07/2017,10:20,290,,,0.7,,
11/07/2017,10:30,280,,,1.1,,
11/07/2017,10:40,333,,,0.7,,
11/07/2017,10:50,303,,,0.9,,
11/07/2017,11:00,293,299,,1.0,0.8,
11/07/2017,11:10,271,,,1.0,,
11/07/2017,11:20,271,,,1.3,,
11/07/2017,11:30,272,,,0.9,,
11/07/2017,11:40,259,,,1.4,,
11/07/2017,11:50,222,,,2.0,,
11/07/2017,12:00,231,254,,1.7,1.4,
11/07/2017,12:10,233,,,1.8,,
11/07/2017,12:20,211,,,1.8,,
11/07/2017,12:30,221,,,2.4,,
11/07/2017,12:40,229,,,2.7,,
11/07/2017,12:50,243,,,2.6,,
11/07/2017,13:00,224,227,,2.8,2.3,
11/07/2017,13:10,218,,,2.9,,
11/07/2017,13:20,213,,,2.2,,
11/07/2017,13:30,223,,,3.5,,
11/07/2017,13:40,226,,,2.7,,
11/07/2017,13:50,228,,,2.5,,
11/07/2017,14:00,223,222,,3.8,2.9,
11/07/2017,14:10,221,,,2.4,,
11/07/2017,14:20,217,,,3.3,,
11/07/2017,14:30,227,,,2.4,,
11/07/2017,14:40,228,,,2.7,,
11/07/2017,14:50,226,,,3.0,,
11/07/2017,15:00,221,223,,3.2,2.8,
11/07/2017,15:10,219,,,2.8,,
11/07/2017,15:20,214,,,2.9,,
11/07/2017,15:30,220,,,2.8,,
11/07/2017,15:40,229,,,2.4,,
11/07/2017,15:50,219,,,2.2,,
11/07/2017,16:00,226,221,,2.4,2.6,
11/07/2017,16:10,219,,,2.7,,
11/07/2017,16:20,223,,,2.3,,
11/07/2017,16:30,223,,,2.0,,
11/07/2017,16:40,229,,,1.7,,
11/07/2017,16:50,226,,,1.8,,
11/07/2017,17:00,236,226,,1.5,2.0,
11/07/2017,17:10,259,,,1.4,,
11/07/2017,17:20,263,,,0.9,,
11/07/2017,17:30,278,,,0.8,,
11/07/2017,17:40,268,,,0.8,,
11/07/2017,17:50,275,,,0.8,,
11/07/2017,18:00,293,273,,0.7,0.9,
11/07/2017,18:10,297,,,0.7,,
11/07/2017,18:20,278,,,0.5,,
11/07/2017,18:30,282,,,0.6,,
11/07/2017,18:40,277,,,0.6,,
11/07/2017,18:50,272,,,0.6,,
11/07/2017,19:00,260,277,,0.6,0.6,
11/07/2017,19:10,277,,,0.7,,
11/07/2017,19:20,283,,,0.8,,
11/07/2017,19:30,283,,,0.7,,
11/07/2017,19:40,286,,,1.0,,
11/07/2017,19:50,287,,,0.7,,
11/07/2017,20:00,282,283,,0.6,0.8,
11/07/2017,20:10,301,,,0.4,,
11/07/2017,20:20,339,,,0.3,,
11/07/2017,20:30,8,,,0.2,,
11/07/2017,20:40,349,,,0.4,,
11/07/2017,20:50,342,,,0.4,,
11/07/2017,21:00,346,281,,0.3,0.3,
11/07/2017,21:10,349,,,0.3,,
11/07/2017,21:20,20,,,0.2,,
11/07/2017,21:30,3,,,0.3,,
11/07/2017,21:40,355,,,0.4,,
11/07/2017,21:50,358,,,0.3,,
11/07/2017,22:00,341,238,,0.3,0.3,
11/07/2017,22:10,337,,,0.4,,
11/07/2017,22:20,4,,,0.3,,
11/07/2017,22:30,12,,,0.2,,
11/07/2017,22:40,11,,,0.1,,
11/07/2017,22:50,351,,,0.2,,
11/07/2017,23:00,345,177,,0.2,0.2,
11/07/2017,23:10,297,,,0.1,,
11/07/2017,23:20,39,,,0.1,,
11/07/2017,23:30,356,,,0.2,,
11/07/2017,23:40,186,,,0.3,,
11/07/2017,23:50,289,,,0.2,,
11/07/2017,24:00,315,247,240,0.2,0.2,1.0
12/07/2017,00:10,3,,,0.2,,
12/07/2017,00:20,28,,,0.1,,
12/07/2017,00:30,219,,,0.2,,
12/07/2017,00:40,45,,,0.0,,
12/07/2017,00:50,349,,,0.3,,
12/07/2017,01:00,340,164,,0.2,0.2,
12/07/2017,01:10,53,,,0.1,,
12/07/2017,01:20,201,,,0.3,,
12/07/2017,01:30,218,,,0.4,,
12/07/2017,01:40,275,,,0.1,,
12/07/2017,01:50,21,,,0.2,,
12/07/2017,02:00,358,188,,0.2,0.2,
12/07/2017,02:10,340,,,0.2,,
12/07/2017,02:20,345,,,0.1,,
12/07/2017,02:30,311,,,0.2,,
12/07/2017,02:40,175,,,0.2,,
12/07/2017,02:50,150,,,0.1,,
12/07/2017,03:00,292,269,,0.9,0.3,
12/07/2017,03:10,252,,,2.1,,
12/07/2017,03:20,230,,,2.1,,
12/07/2017,03:30,226,,,1.6,,
12/07/2017,03:40,217,,,1.4,,
12/07/2017,03:50,210,,,0.9,,
12/07/2017,04:00,217,226,,0.9,1.5,
12/07/2017,04:10,204,,,0.5,,
12/07/2017,04:20,284,,,0.7,,
12/07/2017,04:30,251,,,1.2,,
12/07/2017,04:40,222,,,1.7,,
12/07/2017,04:50,219,,,1.1,,
12/07/2017,05:00,216,233,,0.7,1.0,
12/07/2017,05:10,230,,,0.2,,
12/07/2017,05:20,236,,,0.2,,
12/07/2017,05:30,215,,,0.2,,
12/07/2017,05:40,254,,,0.9,,
12/07/2017,05:50,208,,,2.8,,
12/07/2017,06:00,199,224,,1.8,1.0,
12/07/2017,06:10,207,,,1.7,,
12/07/2017,06:20,201,,,1.1,,
12/07/2017,06:30,207,,,1.3,,
12/07/2017,06:40,223,,,1.2,,
12/07/2017,06:50,100,,,0.5,,
12/07/2017,07:00,157,183,,0.1,1.0,
12/07/2017,07:10,17,,,0.3,,
12/07/2017,07:20,345,,,0.3,,
12/07/2017,07:30,339,,,0.5,,
12/07/2017,07:40,8,,,0.2,,
12/07/2017,07:50,71,,,0.3,,
12/07/2017,08:00,348,188,,0.3,0.3,
12/07/2017,08:10,326,,,0.5,,
12/07/2017,08:20,12,,,0.6,,
12/07/2017,08:30,14,,,0.1,,
12/07/2017,08:40,62,,,0.3,,
12/07/2017,08:50,8,,,0.1,,
12/07/2017,09:00,242,111,,1.3,0.5,
12/07/2017,09:10,232,,,2.5,,
12/07/2017,09:20,222,,,1.7,,
12/07/2017,09:30,230,,,2.0,,
12/07/2017,09:40,228,,,2.8,,
12/07/2017,09:50,228,,,2.9,,
12/07/2017,10:00,225,227,,3.7,2.6,
12/07/2017,10:10,222,,,4.2,,
12/07/2017,10:20,246,,,2.8,,
12/07/2017,10:30,245,,,1.8,,
12/07/2017,10:40,249,,,2.0,,
12/07/2017,10:50,243,,,1.6,,
12/07/2017,11:00,233,240,,2.1,2.4,
12/07/2017,11:10,236,,,2.6,,
12/07/2017,11:20,237,,,2.5,,
12/07/2017,11:30,232,,,3.0,,
12/07/2017,11:40,251,,,3.5,,
12/07/2017,11:50,244,,,2.2,,
12/07/2017,12:00,246,241,,2.0,2.6,
12/07/2017,12:10,246,,,2.7,,
12/07/2017,12:20,241,,,2.3,,
12/07/2017,12:30,231,,,2.7,,
12/07/2017,12:40,244,,,2.2,,
12/07/2017,12:50,243,,,2.2,,
12/07/2017,13:00,227,238,,3.1,2.5,
12/07/2017,13:10,230,,,3.7,,
12/07/2017,13:20,245,,,2.0,,
12/07/2017,13:30,232,,,2.6,,
12/07/2017,13:40,228,,,2.6,,
12/07/2017,13:50,220,,,3.3,,
12/07/2017,14:00,214,228,,3.4,2.9,
12/07/2017,14:10,210,,,2.0,,
12/07/2017,14:20,225,,,2.6,,
12/07/2017,14:30,231,,,1.7,,
12/07/2017,14:40,247,,,1.2,,
12/07/2017,14:50,226,,,1.4,,
12/07/2017,15:00,214,225,,2.5,1.9,
12/07/2017,15:10,218,,,2.6,,
12/07/2017,15:20,223,,,1.8,,
12/07/2017,15:30,223,,,1.7,,
12/07/2017,15:40,222,,,2.1,,
12/07/2017,15:50,227,,,2.2,,
12/07/2017,16:00,227,223,,1.8,2.0,
12/07/2017,16:10,247,,,1.8,,
12/07/2017,16:20,230,,,3.6,,
12/07/2017,16:30,225,,,3.3,,
12/07/2017,16:40,224,,,3.2,,
12/07/2017,16:50,222,,,2.4,,
12/07/2017,17:00,220,228,,1.9,2.7,
12/07/2017,17:10,219,,,1.4,,
12/07/2017,17:20,216,,,0.9,,
12/07/2017,17:30,231,,,0.7,,
12/07/2017,17:40,285,,,0.8,,
12/07/2017,17:50,270,,,0.7,,
12/07/2017,18:00,264,248,,0.6,0.8,
12/07/2017,18:10,259,,,0.8,,
12/07/2017,18:20,266,,,0.7,,
12/07/2017,18:30,284,,,0.8,,
12/07/2017,18:40,176,,,0.2,,
12/07/2017,18:50,79,,,0.1,,
12/07/2017,19:00,316,230,,0.4,0.5,
12/07/2017,19:10,261,,,0.3,,
12/07/2017,19:20,278,,,0.2,,
12/07/2017,19:30,158,,,0.4,,
12/07/2017,19:40,121,,,0.6,,
12/07/2017,19:50,167,,,0.4,,
12/07/2017,20:00,294,213,,0.5,0.4,
12/07/2017,20:10,74,,,0.1,,
12/07/2017,20:20,203,,,0.1,,
12/07/2017,20:30,160,,,0.1,,
12/07/2017,20:40,271,,,0.1,,
12/07/2017,20:50,233,,,0.5,,
12/07/2017,21:00,207,191,,0.7,0.3,
12/07/2017,21:10,214,,,1.0,,
12/07/2017,21:20,208,,,1.0,,
12/07/2017,21:30,207,,,1.1,,
12/07/2017,21:40,192,,,0.9,,
12/07/2017,21:50,196,,,0.7,,
12/07/2017,22:00,209,204,,0.8,0.9,
12/07/2017,22:10,205,,,0.8,,
12/07/2017,22:20,205,,,0.9,,
12/07/2017,22:30,198,,,0.7,,
12/07/2017,22:40,206,,,1.4,,
12/07/2017,22:50,200,,,1.5,,
12/07/2017,23:00,196,202,,1.5,1.1,
12/07/2017,23:10,201,,,1.4,,
12/07/2017,23:20,208,,,1.2,,
12/07/2017,23:30,200,,,1.3,,
12/07/2017,23:40,196,,,1.3,,
12/07/2017,23:50,189,,,1.4,,
12/07/2017,24:00,188,197,213,1.3,1.3,1.3
13/07/2017,00:10,193,,,1.2,,
13/07/2017,00:20,194,,,0.9,,
13/07/2017,00:30,184,,,0.5,,
13/07/2017,00:40,201,,,0.8,,
13/07/2017,00:50,197,,,0.7,,
13/07/2017,01:00,186,193,,0.6,0.8,
13/07/2017,01:10,218,,,0.8,,
13/07/2017,01:20,223,,,0.9,,
13/07/2017,01:30,218,,,1.1,,
13/07/2017,01:40,202,,,0.6,,
13/07/2017,01:50,205,,,0.6,,
13/07/2017,02:00,181,208,,0.3,0.7,
13/07/2017,02:10,167,,,0.4,,
13/07/2017,02:20,227,,,0.4,,
13/07/2017,02:30,223,,,1.7,,
13/07/2017,02:40,216,,,1.7,,
13/07/2017,02:50,204,,,1.3,,
13/07/2017,03:00,214,209,,1.7,1.2,
13/07/2017,03:10,211,,,2.0,,
13/07/2017,03:20,207,,,1.5,,
13/07/2017,03:30,186,,,1.5,,
13/07/2017,03:40,181,,,1.3,,
13/07/2017,03:50,187,,,1.4,,
13/07/2017,04:00,180,192,,1.4,1.5,
13/07/2017,04:10,189,,,1.5,,
13/07/2017,04:20,199,,,1.1,,
13/07/2017,04:30,209,,,1.2,,
13/07/2017,04:40,211,,,1.3,,
13/07/2017,04:50,209,,,1.7,,
13/07/2017,05:00,213,205,,1.5,1.4,
13/07/2017,05:10,205,,,1.1,,
13/07/2017,05:20,206,,,1.1,,
13/07/2017,05:30,207,,,1.0,,
13/07/2017,05:40,220,,,0.6,,
13/07/2017,05:50,213,,,0.7,,
13/07/2017,06:00,201,209,,0.7,0.9,
13/07/2017,06:10,190,,,0.7,,
13/07/2017,06:20,206,,,1.1,,
13/07/2017,06:30,195,,,1.2,,
13/07/2017,06:40,197,,,1.3,,
13/07/2017,06:50,202,,,1.3,,
13/07/2017,07:00,209,200,,1.2,1.1,
13/07/2017,07:10,214,,,1.0,,
13/07/2017,07:20,211,,,0.9,,
13/07/2017,07:30,219,,,1.0,,
13/07/2017,07:40,209,,,0.9,,
13/07/2017,07:50,213,,,0.8,,
13/07/2017,08:00,215,213,,0.6,0.9,
13/07/2017,08:10,223,,,0.2,,
13/07/2017,08:20,263,,,0.4,,
13/07/2017,08:30,215,,,0.3,,
13/07/2017,08:40,121,,,0.3,,
13/07/2017,08:50,209,,,0.5,,
13/07/2017,09:00,217,208,,1.2,0.5,
13/07/2017,09:10,214,,,1.6,,
13/07/2017,09:20,213,,,2.4,,
13/07/2017,09:30,212,,,3.4,,
13/07/2017,09:40,219,,,4.7,,
13/07/2017,09:50,215,,,4.6,,
13/07/2017,10:00,218,215,,4.1,3.5,
13/07/2017,10:10,218,,,5.0,,
13/07/2017,10:20,208,,,4.3,,
13/07/2017,10:30,213,,,4.6,,
13/07/2017,10:40,206,,,3.9,,
13/07/2017,10:50,206,,,3.5,,
13/07/2017,11:00,216,211,,5.8,4.5,
13/07/2017,11:10,214,,,4.1,,
13/07/2017,11:20,216,,,4.2,,
13/07/2017,11:30,221,,,4.1,,
13/07/2017,11:40,219,,,4.5,,
13/07/2017,11:50,214,,,3.9,,
13/07/2017,12:00,219,217,,3.8,4.1,
13/07/2017,12:10,224,,,4.1,,
13/07/2017,12:20,224,,,5.8,,
13/07/2017,12:30,216,,,4.8,,
13/07/2017,12:40,216,,,5.0,,
13/07/2017,12:50,214,,,4.6,,
13/07/2017,13:00,212,218,,5.8,5.0,
13/07/2017,13:10,211,,,5.8,,
13/07/2017,13:20,219,,,5.4,,
13/07/2017,13:30,222,,,5.9,,
13/07/2017,13:40,221,,,6.2,,
13/07/2017,13:50,225,,,6.5,,
13/07/2017,14:00,230,221,,5.8,5.9,
13/07/2017,14:10,228,,,4.6,,
13/07/2017,14:20,227,,,5.6,,
13/07/2017,14:30,223,,,6.3,,
13/07/2017,14:40,226,,,6.4,,
13/07/2017,14:50,227,,,4.4,,
13/07/2017,15:00,231,227,,4.2,5.2,
13/07/2017,15:10,233,,,4.3,,
13/07/2017,15:20,238,,,4.7,,
13/07/2017,15:30,235,,,4.3,,
13/07/2017,15:40,226,,,4.4,,
13/07/2017,15:50,228,,,5.2,,
13/07/2017,16:00,228,231,,6.3,4.9,
13/07/2017,16:10,226,,,5.9,,
13/07/2017,16:20,224,,,6.1,,
13/07/2017,16:30,226,,,5.5,,
13/07/2017,16:40,227,,,5.4,,
13/07/2017,16:50,230,,,4.3,,
13/07/2017,17:00,224,226,,5.9,5.5,
13/07/2017,17:10,227,,,5.5,,
13/07/2017,17:20,228,,,4.5,,
13/07/2017,17:30,224,,,4.9,,
13/07/2017,17:40,228,,,4.6,,
13/07/2017,17:50,224,,,4.6,,
13/07/2017,18:00,222,225,,4.9,4.8,
13/07/2017,18:10,221,,,4.6,,
13/07/2017,18:20,217,,,4.4,,
13/07/2017,18:30,214,,,3.5,,
13/07/2017,18:40,219,,,4.6,,
13/07/2017,18:50,217,,,3.5,,
13/07/2017,19:00,216,217,,2.8,3.9,
13/07/2017,19:10,214,,,3.0,,
13/07/2017,19:20,216,,,3.2,,
13/07/2017,19:30,220,,,3.4,,
13/07/2017,19:40,213,,,2.9,,
13/07/2017,19:50,214,,,2.8,,
13/07/2017,20:00,216,216,,2.7,3.0,
13/07/2017,20:10,207,,,2.0,,
13/07/2017,20:20,211,,,2.2,,
13/07/2017,20:30,212,,,2.1,,
13/07/2017,20:40,212,,,1.5,,
13/07/2017,20:50,208,,,1.5,,
13/07/2017,21:00,212,210,,1.7,1.9,
13/07/2017,21:10,209,,,2.1,,
13/07/2017,21:20,197,,,2.0,,
13/07/2017,21:30,193,,,1.7,,
13/07/2017,21:40,195,,,1.7,,
13/07/2017,21:50,193,,,1.9,,
13/07/2017,22:00,201,198,,2.3,2.0,
13/07/2017,22:10,202,,,2.3,,
13/07/2017,22:20,199,,,2.1,,
13/07/2017,22:30,212,,,2.2,,
13/07/2017,22:40,209,,,2.1,,
13/07/2017,22:50,203,,,1.7,,
13/07/2017,23:00,192,203,,1.2,2.0,
13/07/2017,23:10,209,,,1.2,,
13/07/2017,23:20,215,,,1.6,,
13/07/2017,23:30,204,,,1.6,,
13/07/2017,23:40,192,,,1.3,,
13/07/2017,23:50,187,,,1.1,,
13/07/2017,24:00,196,201,211,1.1,1.3,2.8
14/07/2017,00:10,201,,,1.0,,
14/07/2017,00:20,209,,,1.0,,
14/07/2017,00:30,219,,,1.1,,
14/07/2017,00:40,221,,,1.5,,
14/07/2017,00:50,217,,,1.8,,
14/07/2017,01:00,191,210,,1.3,1.3,
14/07/2017,01:10,193,,,1.9,,
14/07/2017,01:20,192,,,1.9,,
14/07/2017,01:30,187,,,1.4,,
14/07/2017,01:40,196,,,1.2,,
14/07/2017,01:50,195,,,0.8,,
14/07/2017,02:00,206,195,,1.5,1.5,
14/07/2017,02:10,205,,,1.8,,
14/07/2017,02:20,206,,,2.2,,
14/07/2017,02:30,201,,,1.7,,
14/07/2017,02:40,201,,,1.5,,
14/07/2017,02:50,188,,,1.3,,
14/07/2017,03:00,199,200,,1.3,1.6,
14/07/2017,03:10,209,,,2.5,,
14/07/2017,03:20,211,,,2.5,,
14/07/2017,03:30,208,,,2.0,,
14/07/2017,03:40,194,,,1.6,,
14/07/2017,03:50,201,,,1.3,,
14/07/2017,04:00,198,203,,1.6,1.9,
14/07/2017,04:10,202,,,1.4,,
14/07/2017,04:20,202,,,1.6,,
14/07/2017,04:30,200,,,1.6,,
14/07/2017,04:40,205,,,1.6,,
14/07/2017,04:50,206,,,1.7,,
14/07/2017,05:00,217,205,,2.3,1.7,
14/07/2017,05:10,222,,,2.4,,
14/07/2017,05:20,224,,,2.0,,
14/07/2017,05:30,219,,,2.0,,
14/07/2017,05:40,205,,,1.6,,
14/07/2017,05:50,183,,,1.2,,
14/07/2017,06:00,177,205,,0.8,1.7,
14/07/2017,06:10,197,,,1.5,,
14/07/2017,06:20,202,,,1.4,,
14/07/2017,06:30,207,,,1.7,,
14/07/2017,06:40,217,,,1.5,,
14/07/2017,06:50,216,,,1.3,,
14/07/2017,07:00,213,209,,0.9,1.4,
14/07/2017,07:10,199,,,0.9,,
14/07/2017,07:20,217,,,0.8,,
