"Table for Pakuranga Time Range: 01/07/2017 00:00 to 01/08/2017 00:00"
"Source",,,"AC Pakuranga WDR_RAW 10min average","AC Pakuranga WDR_RAW 1h average",,"AC Pakuranga WSP_RAW 10min average","AC Pakuranga WSP_RAW 1h average"
"Date","Time","AC Pakuranga WDR_RAW 10min average [°]","AC Pakuranga WDR_RAW 1h average [°]","AC Pakuranga WDR_RAW 24h average [°]","AC Pakuranga WSP_RAW 10min average [m/s]","AC Pakuranga WSP_RAW 1h average [m/s]","AC Pakuranga WSP_RAW 24h average [m/s]"
27/07/2017,22:20,305,,,1.8,,
27/07/2017,22:30,292,,,1.6,,
27/07/2017,22:40,283,,,1.3,,
27/07/2017,22:50,296,,,1.7,,
27/07/2017,23:00,306,300,,1.5,1.6,
27/07/2017,23:10,288,,,1.5,,
27/07/2017,23:20,285,,,1.3,,
27/07/2017,23:30,285,,,1.2,,
27/07/2017,23:40,261,,,0.8,,
27/07/2017,23:50,157,,,0.4,,
27/07/2017,24:00,29,218,198,0.3,0.9,1.0
28/07/2017,00:10,143,,,0.3,,
28/07/2017,00:20,184,,,0.2,,
28/07/2017,00:30,299,,,0.2,,
28/07/2017,00:40,287,,,0.6,,
28/07/2017,00:50,268,,,0.9,,
28/07/2017,01:00,293,246,,0.5,0.5,
28/07/2017,01:10,244,,,0.7,,
28/07/2017,01:20,251,,,0.9,,
28/07/2017,01:30,241,,,1.2,,
28/07/2017,01:40,246,,,1.0,,
28/07/2017,01:50,247,,,1.1,,
28/07/2017,02:00,244,245,,1.0,1.0,
28/07/2017,02:10,241,,,0.9,,
28/07/2017,02:20,233,,,1.1,,
28/07/2017,02:30,227,,,1.6,,
28/07/2017,02:40,225,,,2.2,,
28/07/2017,02:50,227,,,2.0,,
28/07/2017,03:00,228,230,,1.6,1.6,
28/07/2017,03:10,229,,,1.5,,
28/07/2017,03:20,249,,,1.2,,
28/07/2017,03:30,253,,,0.8,,
28/07/2017,03:40,236,,,0.7,,
28/07/2017,03:50,260,,,1.0,,
28/07/2017,04:00,274,250,,1.1,1.0,
28/07/2017,04:10,289,,,0.7,,
28/07/2017,04:20,268,,,0.9,,
28/07/2017,04:30,270,,,0.7,,
28/07/2017,04:40,293,,,1.0,,
28/07/2017,04:50,259,,,1.1,,
28/07/2017,05:00,259,273,,1.0,0.9,
28/07/2017,05:10,257,,,0.9,,
28/07/2017,05:20,252,,,1.0,,
28/07/2017,05:30,257,,,1.1,,
28/07/2017,05:40,259,,,0.9,,
28/07/2017,05:50,261,,,1.1,,
28/07/2017,06:00,254,257,,0.7,0.9,
28/07/2017,06:10,280,,,0.5,,
28/07/2017,06:20,272,,,0.6,,
28/07/2017,06:30,285,,,0.7,,
28/07/2017,06:40,272,,,0.5,,
28/07/2017,06:50,234,,,0.2,,
28/07/2017,07:00,218,260,,0.4,0.5,
28/07/2017,07:10,167,,,0.4,,
28/07/2017,07:20,214,,,0.4,,
28/07/2017,07:30,205,,,0.4,,
28/07/2017,07:40,294,,,0.3,,
28/07/2017,07:50,273,,,0.5,,
28/07/2017,08:00,237,232,,0.5,0.4,
28/07/2017,08:10,203,,,0.4,,
28/07/2017,08:20,189,,,0.4,,
28/07/2017,08:30,182,,,0.3,,
28/07/2017,08:40,144,,,0.3,,
28/07/2017,08:50,185,,,0.3,,
28/07/2017,09:00,252,192,,0.6,0.4,
28/07/2017,09:10,229,,,1.0,,
28/07/2017,09:20,230,,,0.9,,
28/07/2017,09:30,232,,,0.9,,
28/07/2017,09:40,233,,,1.1,,
28/07/2017,09:50,227,,,1.2,,
28/07/2017,10:00,220,228,,1.0,1.0,
28/07/2017,10:10,216,,,1.1,,
28/07/2017,10:20,218,,,1.1,,
28/07/2017,10:30,213,,,1.0,,
28/07/2017,10:40,205,,,1.3,,
28/07/2017,10:50,212,,,1.7,,
28/07/2017,11:00,216,213,,1.6,1.3,
28/07/2017,11:10,217,,,1.7,,
28/07/2017,11:20,196,,,1.3,,
28/07/2017,11:30,162,,,1.0,,
28/07/2017,11:40,167,,,1.1,,
28/07/2017,11:50,167,,,1.0,,
28/07/2017,12:00,181,182,,1.2,1.2,
28/07/2017,12:10,191,,,1.3,,
28/07/2017,12:20,177,,,1.3,,
28/07/2017,12:30,203,,,1.9,,
28/07/2017,12:40,199,,,1.6,,
28/07/2017,12:50,205,,,1.7,,
28/07/2017,13:00,202,196,,1.9,1.6,
28/07/2017,13:10,216,,,2.0,,
28/07/2017,13:20,203,,,1.9,,
28/07/2017,13:30,224,,,2.5,,
28/07/2017,13:40,222,,,2.8,,
28/07/2017,13:50,223,,,3.1,,
28/07/2017,14:00,229,220,,3.0,2.5,
28/07/2017,14:10,232,,,2.8,,
28/07/2017,14:20,222,,,3.3,,
28/07/2017,14:30,218,,,3.1,,
28/07/2017,14:40,227,,,2.9,,
28/07/2017,14:50,222,,,3.2,,
28/07/2017,15:00,217,223,,2.9,3.0,
28/07/2017,15:10,215,,,3.1,,
28/07/2017,15:20,216,,,2.0,,
28/07/2017,15:30,219,,,2.6,,
28/07/2017,15:40,207,,,2.2,,
28/07/2017,15:50,219,,,2.6,,
28/07/2017,16:00,220,216,,2.3,2.5,
28/07/2017,16:10,225,,,2.3,,
28/07/2017,16:20,220,,,2.3,,
28/07/2017,16:30,220,,,2.2,,
28/07/2017,16:40,219,,,2.4,,
28/07/2017,16:50,224,,,2.3,,
28/07/2017,17:00,222,222,,2.6,2.3,
28/07/2017,17:10,220,,,2.4,,
28/07/2017,17:20,220,,,1.4,,
28/07/2017,17:30,190,,,0.8,,
28/07/2017,17:40,181,,,0.9,,
28/07/2017,17:50,188,,,2.5,,
28/07/2017,18:00,175,196,,1.3,1.5,
28/07/2017,18:10,161,,,0.9,,
28/07/2017,18:20,154,,,0.9,,
28/07/2017,18:30,184,,,1.0,,
28/07/2017,18:40,191,,,1.6,,
28/07/2017,18:50,154,,,1.3,,
28/07/2017,19:00,168,169,,1.0,1.1,
28/07/2017,19:10,134,,,1.1,,
28/07/2017,19:20,157,,,1.1,,
28/07/2017,19:30,179,,,1.0,,
28/07/2017,19:40,175,,,0.9,,
28/07/2017,19:50,191,,,1.1,,
28/07/2017,20:00,190,171,,1.1,1.1,
28/07/2017,20:10,186,,,0.8,,
28/07/2017,20:20,185,,,0.8,,
28/07/2017,20:30,183,,,0.9,,
28/07/2017,20:40,181,,,0.9,,
28/07/2017,20:50,194,,,0.6,,
28/07/2017,21:00,206,189,,0.5,0.8,
28/07/2017,21:10,199,,,0.7,,
28/07/2017,21:20,199,,,0.7,,
28/07/2017,21:30,192,,,0.4,,
28/07/2017,21:40,266,,,0.3,,
28/07/2017,21:50,210,,,0.1,,
28/07/2017,22:00,235,217,,0.3,0.4,
28/07/2017,22:10,211,,,0.4,,
28/07/2017,22:20,193,,,0.2,,
28/07/2017,22:30,176,,,0.2,,
28/07/2017,22:40,184,,,0.5,,
28/07/2017,22:50,190,,,0.4,,
28/07/2017,23:00,187,190,,0.6,0.4,
28/07/2017,23:10,205,,,0.5,,
28/07/2017,23:20,174,,,0.5,,
28/07/2017,23:30,130,,,0.2,,
28/07/2017,23:40,193,,,0.4,,
28/07/2017,23:50,182,,,0.5,,
28/07/2017,24:00,142,171,216,0.3,0.4,1.2
29/07/2017,00:10,193,,,0.3,,
29/07/2017,00:20,196,,,0.4,,
29/07/2017,00:30,205,,,0.6,,
29/07/2017,00:40,199,,,0.7,,
29/07/2017,00:50,192,,,0.4,,
29/07/2017,01:00,182,195,,0.4,0.5,
29/07/2017,01:10,168,,,0.3,,
29/07/2017,01:20,189,,,0.7,,
29/07/2017,01:30,179,,,0.5,,
29/07/2017,01:40,179,,,0.7,,
29/07/2017,01:50,193,,,1.1,,
29/07/2017,02:00,182,182,,0.9,0.7,
29/07/2017,02:10,190,,,1.0,,
29/07/2017,02:20,201,,,1.1,,
29/07/2017,02:30,209,,,0.8,,
29/07/2017,02:40,197,,,0.8,,
29/07/2017,02:50,190,,,0.7,,
29/07/2017,03:00,177,194,,0.5,0.8,
29/07/2017,03:10,190,,,0.7,,
29/07/2017,03:20,212,,,0.7,,
29/07/2017,03:30,209,,,0.9,,
29/07/2017,03:40,219,,,1.2,,
29/07/2017,03:50,222,,,1.5,,
29/07/2017,04:00,219,212,,1.2,1.0,
29/07/2017,04:10,220,,,1.2,,
29/07/2017,04:20,207,,,0.8,,
29/07/2017,04:30,218,,,1.0,,
29/07/2017,04:40,221,,,0.6,,
29/07/2017,04:50,193,,,0.4,,
29/07/2017,05:00,266,221,,0.1,0.7,
29/07/2017,05:10,257,,,0.2,,
29/07/2017,05:20,69,,,0.1,,
29/07/2017,05:30,182,,,0.2,,
29/07/2017,05:40,163,,,0.2,,
29/07/2017,05:50,180,,,0.1,,
29/07/2017,06:00,111,160,,0.1,0.1,
29/07/2017,06:10,47,,,0.4,,
29/07/2017,06:20,54,,,0.2,,
29/07/2017,06:30,250,,,0.1,,
29/07/2017,06:40,279,,,0.2,,
29/07/2017,06:50,175,,,0.0,,
29/07/2017,07:00,174,163,,0.2,0.2,
29/07/2017,07:10,238,,,0.1,,
29/07/2017,07:20,153,,,0.1,,
29/07/2017,07:30,168,,,0.1,,
29/07/2017,07:40,351,,,0.1,,
29/07/2017,07:50,140,,,0.0,,
29/07/2017,08:00,145,199,,0.3,0.1,
29/07/2017,08:10,86,,,0.6,,
29/07/2017,08:20,267,,,0.4,,
29/07/2017,08:30,303,,,0.5,,
29/07/2017,08:40,221,,,1.0,,
29/07/2017,08:50,205,,,1.3,,
29/07/2017,09:00,194,213,,1.4,0.9,
29/07/2017,09:10,152,,,0.9,,
29/07/2017,09:20,143,,,0.7,,
29/07/2017,09:30,128,,,1.1,,
29/07/2017,09:40,134,,,0.9,,
29/07/2017,09:50,153,,,0.8,,
29/07/2017,10:00,183,149,,1.0,0.9,
29/07/2017,10:10,195,,,1.9,,
29/07/2017,10:20,196,,,1.5,,
29/07/2017,10:30,191,,,1.9,,
29/07/2017,10:40,193,,,2.3,,
29/07/2017,10:50,198,,,1.9,,
29/07/2017,11:00,201,196,,2.1,1.9,
29/07/2017,11:10,208,,,2.2,,
29/07/2017,11:20,194,,,2.0,,
29/07/2017,11:30,191,,,2.6,,
29/07/2017,11:40,207,,,2.7,,
29/07/2017,11:50,207,,,3.3,,
29/07/2017,12:00,211,203,,3.8,2.8,
29/07/2017,12:10,210,,,4.1,,
29/07/2017,12:20,213,,,4.3,,
29/07/2017,12:30,204,,,4.0,,
29/07/2017,12:40,200,,,3.6,,
29/07/2017,12:50,212,,,4.3,,
29/07/2017,13:00,209,208,,3.8,4.0,
29/07/2017,13:10,209,,,4.1,,
29/07/2017,13:20,213,,,3.9,,
29/07/2017,13:30,209,,,3.4,,
29/07/2017,13:40,219,,,4.6,,
29/07/2017,13:50,224,,,4.5,,
29/07/2017,14:00,221,216,,3.9,4.0,
29/07/2017,14:10,215,,,3.9,,
29/07/2017,14:20,224,,,4.9,,
29/07/2017,14:30,221,,,4.4,,
29/07/2017,14:40,223,,,4.7,,
29/07/2017,14:50,217,,,4.6,,
29/07/2017,15:00,221,220,,5.3,4.6,
29/07/2017,15:10,217,,,4.1,,
29/07/2017,15:20,215,,,4.1,,
29/07/2017,15:30,219,,,4.1,,
29/07/2017,15:40,221,,,4.3,,
29/07/2017,15:50,217,,,3.8,,
29/07/2017,16:00,221,218,,3.8,4.0,
29/07/2017,16:10,217,,,3.8,,
29/07/2017,16:20,216,,,3.4,,
29/07/2017,16:30,218,,,3.7,,
29/07/2017,16:40,216,,,3.6,,
29/07/2017,16:50,217,,,3.4,,
29/07/2017,17:00,219,217,,3.5,3.6,
29/07/2017,17:10,216,,,3.6,,
29/07/2017,17:20,211,,,3.0,,
29/07/2017,17:30,212,,,2.4,,
29/07/2017,17:40,204,,,2.3,,
29/07/2017,17:50,201,,,1.6,,
29/07/2017,18:00,198,207,,1.3,2.4,
29/07/2017,18:10,207,,,1.3,,
29/07/2017,18:20,207,,,1.3,,
29/07/2017,18:30,197,,,1.2,,
29/07/2017,18:40,208,,,1.2,,
29/07/2017,18:50,201,,,1.0,,
29/07/2017,19:00,201,204,,1.0,1.2,
29/07/2017,19:10,203,,,0.8,,
29/07/2017,19:20,210,,,0.6,,
29/07/2017,19:30,4,,,0.2,,
29/07/2017,19:40,32,,,0.3,,
29/07/2017,19:50,197,,,0.4,,
29/07/2017,20:00,179,138,,0.5,0.5,
29/07/2017,20:10,30,,,0.2,,
29/07/2017,20:20,254,,,0.0,,
29/07/2017,20:30,196,,,0.4,,
29/07/2017,20:40,211,,,0.4,,
29/07/2017,20:50,358,,,0.3,,
29/07/2017,21:00,338,231,,0.1,0.2,
29/07/2017,21:10,41,,,0.5,,
29/07/2017,21:20,18,,,0.4,,
29/07/2017,21:30,342,,,0.5,,
29/07/2017,21:40,32,,,0.4,,
29/07/2017,21:50,326,,,0.3,,
29/07/2017,22:00,64,137,,0.3,0.4,
29/07/2017,22:10,206,,,0.4,,
29/07/2017,22:20,221,,,0.2,,
29/07/2017,22:30,172,,,0.0,,
29/07/2017,22:40,232,,,0.1,,
29/07/2017,22:50,220,,,0.3,,
29/07/2017,23:00,46,183,,0.3,0.2,
29/07/2017,23:10,270,,,0.3,,
29/07/2017,23:20,200,,,0.1,,
29/07/2017,23:30,90,,,0.3,,
29/07/2017,23:40,319,,,0.4,,
29/07/2017,23:50,311,,,0.2,,
29/07/2017,24:00,30,203,194,0.3,0.3,1.5
30/07/2017,00:10,293,,,0.2,,
30/07/2017,00:20,30,,,0.1,,
30/07/2017,00:30,26,,,0.1,,
30/07/2017,00:40,332,,,0.1,,
30/07/2017,00:50,19,,,0.2,,
30/07/2017,01:00,270,162,,0.2,0.1,
30/07/2017,01:10,211,,,0.1,,
30/07/2017,01:20,31,,,0.3,,
30/07/2017,01:30,16,,,0.2,,
30/07/2017,01:40,213,,,0.0,,
30/07/2017,01:50,344,,,0.0,,
30/07/2017,02:00,186,167,,0.1,0.1,
30/07/2017,02:10,202,,,0.3,,
30/07/2017,02:20,198,,,0.3,,
30/07/2017,02:30,314,,,0.3,,
30/07/2017,02:40,262,,,0.2,,
30/07/2017,02:50,191,,,0.1,,
30/07/2017,03:00,123,215,,0.1,0.2,
30/07/2017,03:10,245,,,0.2,,
30/07/2017,03:20,335,,,0.1,,
30/07/2017,03:30,39,,,0.2,,
30/07/2017,03:40,43,,,0.4,,
30/07/2017,03:50,298,,,0.3,,
30/07/2017,04:00,210,195,,0.1,0.2,
30/07/2017,04:10,107,,,0.1,,
30/07/2017,04:20,346,,,0.2,,
30/07/2017,04:30,48,,,0.1,,
30/07/2017,04:40,30,,,0.2,,
30/07/2017,04:50,328,,,0.1,,
30/07/2017,05:00,262,187,,0.1,0.2,
30/07/2017,05:10,67,,,0.2,,
30/07/2017,05:20,41,,,0.3,,
30/07/2017,05:30,208,,,0.2,,
30/07/2017,05:40,355,,,0.2,,
30/07/2017,05:50,231,,,0.2,,
30/07/2017,06:00,85,164,,0.2,0.2,
30/07/2017,06:10,61,,,1.0,,
30/07/2017,06:20,83,,,0.6,,
30/07/2017,06:30,156,,,0.4,,
30/07/2017,06:40,140,,,0.4,,
30/07/2017,06:50,160,,,0.8,,
30/07/2017,07:00,96,116,,0.7,0.6,
30/07/2017,07:10,81,,,1.9,,
30/07/2017,07:20,96,,,1.3,,
30/07/2017,07:30,83,,,2.1,,
30/07/2017,07:40,71,,,0.7,,
30/07/2017,07:50,35,,,0.4,,
30/07/2017,08:00,142,84,,0.1,1.1,
30/07/2017,08:10,1,,,0.1,,
30/07/2017,08:20,182,,,0.3,,
30/07/2017,08:30,191,,,0.4,,
30/07/2017,08:40,24,,,0.2,,
30/07/2017,08:50,25,,,0.3,,
30/07/2017,09:00,53,79,,0.4,0.3,
30/07/2017,09:10,8,,,0.2,,
30/07/2017,09:20,342,,,0.2,,
30/07/2017,09:30,340,,,0.1,,
30/07/2017,09:40,43,,,0.1,,
30/07/2017,09:50,109,,,0.3,,
30/07/2017,10:00,100,157,,0.2,0.2,
30/07/2017,10:10,120,,,0.2,,
30/07/2017,10:20,137,,,0.4,,
30/07/2017,10:30,144,,,0.7,,
30/07/2017,10:40,116,,,0.7,,
30/07/2017,10:50,115,,,1.1,,
30/07/2017,11:00,96,121,,1.1,0.7,
30/07/2017,11:10,102,,,0.9,,
30/07/2017,11:20,103,,,1.0,,
30/07/2017,11:30,163,,,0.4,,
30/07/2017,11:40,100,,,0.7,,
30/07/2017,11:50,113,,,1.0,,
30/07/2017,12:00,138,120,,0.7,0.8,
30/07/2017,12:10,182,,,0.8,,
30/07/2017,12:20,127,,,1.3,,
30/07/2017,12:30,133,,,1.1,,
30/07/2017,12:40,187,,,1.1,,
30/07/2017,12:50,153,,,0.7,,
30/07/2017,13:00,128,152,,0.7,0.9,
30/07/2017,13:10,141,,,0.9,,
30/07/2017,13:20,126,,,0.6,,
30/07/2017,13:30,61,,,0.8,,
30/07/2017,13:40,6,,,0.3,,
30/07/2017,13:50,248,,,0.8,,
30/07/2017,14:00,260,140,,0.9,0.7,
30/07/2017,14:10,229,,,1.2,,
30/07/2017,14:20,247,,,1.2,,
30/07/2017,14:30,221,,,1.8,,
30/07/2017,14:40,225,,,1.6,,
30/07/2017,14:50,214,,,1.7,,
30/07/2017,15:00,236,229,,1.5,1.5,
30/07/2017,15:10,210,,,1.6,,
30/07/2017,15:20,217,,,1.5,,
30/07/2017,15:30,225,,,1.9,,
30/07/2017,15:40,224,,,1.5,,
30/07/2017,15:50,217,,,1.7,,
30/07/2017,16:00,224,219,,1.6,1.6,
30/07/2017,16:10,218,,,1.4,,
30/07/2017,16:20,220,,,1.5,,
30/07/2017,16:30,223,,,1.5,,
30/07/2017,16:40,218,,,1.4,,
30/07/2017,16:50,222,,,1.9,,
30/07/2017,17:00,230,222,,1.2,1.5,
30/07/2017,17:10,230,,,1.1,,
30/07/2017,17:20,228,,,1.0,,
30/07/2017,17:30,227,,,1.1,,
30/07/2017,17:40,211,,,1.2,,
30/07/2017,17:50,213,,,1.0,,
30/07/2017,18:00,215,221,,0.7,1.0,
30/07/2017,18:10,208,,,0.7,,
30/07/2017,18:20,213,,,0.6,,
30/07/2017,18:30,210,,,0.6,,
30/07/2017,18:40,195,,,0.5,,
30/07/2017,18:50,188,,,0.4,,
30/07/2017,19:00,248,210,,0.1,0.5,
30/07/2017,19:10,279,,,0.1,,
30/07/2017,19:20,200,,,0.1,,
30/07/2017,19:30,197,,,0.1,,
30/07/2017,19:40,82,,,0.1,,
30/07/2017,19:50,72,,,0.2,,
30/07/2017,20:00,55,148,,0.3,0.1,
30/07/2017,20:10,117,,,0.1,,
30/07/2017,20:20,219,,,0.2,,
30/07/2017,20:30,188,,,0.5,,
30/07/2017,20:40,248,,,0.0,,
30/07/2017,20:50,210,,,0.1,,
30/07/2017,21:00,236,203,,0.1,0.2,
30/07/2017,21:10,240,,,0.2,,
30/07/2017,21:20,191,,,0.1,,
30/07/2017,21:30,195,,,0.3,,
30/07/2017,21:40,216,,,0.2,,
30/07/2017,21:50,253,,,0.1,,
30/07/2017,22:00,234,221,,0.1,0.2,
30/07/2017,22:10,325,,,0.1,,
30/07/2017,22:20,209,,,0.1,,
30/07/2017,22:30,292,,,0.0,,
30/07/2017,22:40,36,,,0.2,,
30/07/2017,22:50,178,,,0.1,,
30/07/2017,23:00,187,205,,0.1,0.1,
30/07/2017,23:10,223,,,0.2,,
30/07/2017,23:20,211,,,0.1,,
30/07/2017,23:30,210,,,0.0,,
30/07/2017,23:40,245,,,0.1,,
30/07/2017,23:50,336,,,0.2,,
30/07/2017,24:00,105,221,173,0.1,0.1,0.6
31/07/2017,00:10,6,,,0.1,,
31/07/2017,00:20,253,,,0.2,,
31/07/2017,00:30,134,,,0.1,,
31/07/2017,00:40,140,,,0.1,,
31/07/2017,00:50,266,,,0.2,,
31/07/2017,01:00,151,158,,0.1,0.1,
31/07/2017,01:10,338,,,0.2,,
31/07/2017,01:20,326,,,0.2,,
31/07/2017,01:30,287,,,0.1,,
31/07/2017,01:40,54,,,0.1,,
31/07/2017,01:50,3,,,0.1,,
31/07/2017,02:00,358,228,,0.1,0.1,
31/07/2017,02:10,48,,,0.1,,
31/07/2017,02:20,32,,,0.3,,
31/07/2017,02:30,340,,,0.2,,
31/07/2017,02:40,146,,,0.2,,
31/07/2017,02:50,210,,,0.2,,
31/07/2017,03:00,23,133,,0.3,0.2,
31/07/2017,03:10,73,,,0.3,,
31/07/2017,03:20,54,,,0.5,,
31/07/2017,03:30,98,,,0.3,,
31/07/2017,03:40,57,,,0.4,,
31/07/2017,03:50,81,,,0.1,,
31/07/2017,04:00,58,70,,0.7,0.4,
31/07/2017,04:10,56,,,0.9,,
31/07/2017,04:20,120,,,0.3,,
31/07/2017,04:30,182,,,0.3,,
31/07/2017,04:40,153,,,0.3,,
31/07/2017,04:50,137,,,0.2,,
31/07/2017,05:00,1,108,,0.0,0.3,
31/07/2017,05:10,103,,,0.3,,
31/07/2017,05:20,82,,,0.3,,
31/07/2017,05:30,104,,,0.5,,
31/07/2017,05:40,42,,,0.4,,
31/07/2017,05:50,289,,,0.2,,
31/07/2017,06:00,325,157,,0.1,0.3,
31/07/2017,06:10,134,,,0.1,,
31/07/2017,06:20,41,,,0.1,,
31/07/2017,06:30,332,,,0.2,,
31/07/2017,06:40,336,,,0.3,,
31/07/2017,06:50,6,,,0.2,,
31/07/2017,07:00,121,162,,0.3,0.2,
31/07/2017,07:10,171,,,0.1,,
31/07/2017,07:20,116,,,0.1,,
31/07/2017,07:30,21,,,0.4,,
31/07/2017,07:40,158,,,0.2,,
31/07/2017,07:50,88,,,0.5,,
31/07/2017,08:00,341,149,,0.3,0.3,
31/07/2017,08:10,333,,,0.3,,
31/07/2017,08:20,196,,,0.4,,
31/07/2017,08:30,95,,,0.3,,
31/07/2017,08:40,55,,,0.5,,
31/07/2017,08:50,334,,,0.3,,
31/07/2017,09:00,349,227,,0.3,0.4,
31/07/2017,09:10,155,,,0.1,,
31/07/2017,09:20,3,,,0.2,,
31/07/2017,09:30,348,,,0.6,,
31/07/2017,09:40,314,,,0.4,,
31/07/2017,09:50,346,,,0.5,,
31/07/2017,10:00,303,245,,0.4,0.4,
31/07/2017,10:10,281,,,0.7,,
31/07/2017,10:20,281,,,1.0,,
31/07/2017,10:30,281,,,0.6,,
31/07/2017,10:40,272,,,0.4,,
31/07/2017,10:50,259,,,0.5,,
31/07/2017,11:00,264,273,,1.2,0.7,
31/07/2017,11:10,204,,,1.0,,
31/07/2017,11:20,206,,,1.1,,
31/07/2017,11:30,184,,,0.9,,
31/07/2017,11:40,188,,,0.8,,
31/07/2017,11:50,192,,,1.2,,
31/07/2017,12:00,223,200,,1.0,1.0,
31/07/2017,12:10,246,,,1.0,,
31/07/2017,12:20,244,,,1.1,,
31/07/2017,12:30,241,,,1.1,,
31/07/2017,12:40,215,,,1.4,,
31/07/2017,12:50,206,,,1.2,,
31/07/2017,13:00,197,225,,1.4,1.2,
31/07/2017,13:10,230,,,1.7,,
31/07/2017,13:20,255,,,1.2,,
31/07/2017,13:30,322,,,0.8,,
31/07/2017,13:40,352,,,0.5,,
31/07/2017,13:50,235,,,0.6,,
31/07/2017,14:00,241,273,,0.6,0.9,
31/07/2017,14:10,65,,,0.6,,
31/07/2017,14:20,77,,,0.7,,
31/07/2017,14:30,110,,,1.2,,
31/07/2017,14:40,111,,,0.8,,
31/07/2017,14:50,184,,,0.3,,
31/07/2017,15:00,200,124,,0.4,0.7,
31/07/2017,15:10,214,,,1.4,,
31/07/2017,15:20,216,,,1.5,,
31/07/2017,15:30,188,,,1.8,,
31/07/2017,15:40,177,,,0.9,,
31/07/2017,15:50,224,,,1.3,,
31/07/2017,16:00,189,201,,1.4,1.4,
31/07/2017,16:10,215,,,1.8,,
31/07/2017,16:20,212,,,1.8,,
31/07/2017,16:30,225,,,1.8,,
31/07/2017,16:40,202,,,1.7,,
31/07/2017,16:50,209,,,2.3,,
31/07/2017,17:00,211,212,,1.8,1.9,
31/07/2017,17:10,216,,,1.4,,
31/07/2017,17:20,222,,,1.8,,
31/07/2017,17:30,226,,,1.9,,
31/07/2017,17:40,227,,,1.9,,
31/07/2017,17:50,226,,,1.6,,
31/07/2017,18:00,223,223,,1.4,1.7,
31/07/2017,18:10,223,,,1.4,,
31/07/2017,18:20,219,,,1.1,,
31/07/2017,18:30,223,,,1.0,,
31/07/2017,18:40,241,,,0.5,,
31/07/2017,18:50,283,,,0.4,,
31/07/2017,19:00,270,243,,0.4,0.8,
31/07/2017,19:10,350,,,0.3,,
31/07/2017,19:20,317,,,0.4,,
31/07/2017,19:30,13,,,0.3,,
31/07/2017,19:40,340,,,0.4,,
31/07/2017,19:50,42,,,0.2,,
31/07/2017,20:00,261,220,,0.2,0.3,
31/07/2017,20:10,13,,,0.2,,
31/07/2017,20:20,22,,,0.2,,
31/07/2017,20:30,4,,,0.3,,
31/07/2017,20:40,27,,,0.2,,
31/07/2017,20:50,211,,,0.2,,
31/07/2017,21:00,203,80,,0.3,0.2,
31/07/2017,21:10,337,,,0.3,,
31/07/2017,21:20,351,,,0.3,,
31/07/2017,21:30,16,,,0.4,,
31/07/2017,21:40,351,,,0.3,,
31/07/2017,21:50,24,,,0.2,,
31/07/2017,22:00,19,183,,0.2,0.3,
31/07/2017,22:10,48,,,0.2,,
31/07/2017,22:20,195,,,0.0,,
31/07/2017,22:30,5,,,0.1,,
31/07/2017,22:40,11,,,0.1,,
31/07/2017,22:50,221,,,0.2,,
31/07/2017,23:00,129,102,,0.1,0.1,
31/07/2017,23:10,252,,,0.2,,
31/07/2017,23:20,350,,,0.2,,
31/07/2017,23:30,41,,,0.1,,
31/07/2017,23:40,303,,,0.1,,
31/07/2017,23:50,88,,,0.2,,
31/07/2017,24:00,231,211,184,0.1,0.1,0.6
