"Table for Penrose Time Range: 01/03/2017 00:00 to 01/04/2017 00:00"
"Source",,,"AC Penrose WDR 10min average",,"AC Penrose WDR_RAW 10min average","AC Penrose WDR_RAW 1h average",,"AC Penrose WSP 10min average","AC Penrose WSP 1h average",,"AC Penrose WSP_RAW 10min average","AC Penrose WSP_RAW 1h average"
"Date","Time","AC Penrose WDR 10min average [°]","AC Penrose WDR 1h average [°]","AC Penrose WDR_RAW 10min average [°]","AC Penrose WDR_RAW 1h average [°]","AC Penrose WDR_RAW 24h average [°]","AC Penrose WSP 10min average [m/s]","AC Penrose WSP 1h average [m/s]","AC Penrose WSP 24h average [m/s]","AC Penrose WSP_RAW 10min average [m/s]","AC Penrose WSP_RAW 1h average [m/s]","AC Penrose WSP_RAW 24h average [m/s]"
20/03/2017,03:40,,,325,,,,,,0.8,,
20/03/2017,03:50,,,337,,,,,,0.7,,
20/03/2017,04:00,,,335,332,,,,,0.8,0.8,
20/03/2017,04:10,,,354,,,,,,0.4,,
20/03/2017,04:20,,,351,,,,,,0.7,,
20/03/2017,04:30,,,353,,,,,,0.8,,
20/03/2017,04:40,,,332,,,,,,1.2,,
20/03/2017,04:50,,,351,,,,,,0.5,,
20/03/2017,05:00,,,340,347,,,,,1.0,0.8,
20/03/2017,05:10,,,327,,,,,,0.8,,
20/03/2017,05:20,,,331,,,,,,0.6,,
20/03/2017,05:30,,,332,,,,,,0.7,,
20/03/2017,05:40,,,334,,,,,,0.6,,
20/03/2017,05:50,,,5,,,,,,0.5,,
20/03/2017,06:00,,,2,222,,,,,0.9,0.7,
20/03/2017,06:10,,,13,,,,,,1.0,,
20/03/2017,06:20,,,8,,,,,,1.1,,
20/03/2017,06:30,,,16,,,,,,0.8,,
20/03/2017,06:40,,,10,,,,,,0.9,,
20/03/2017,06:50,,,16,,,,,,0.8,,
20/03/2017,07:00,,,356,70,,,,,1.1,0.9,
20/03/2017,07:10,,,344,,,,,,1.2,,
20/03/2017,07:20,,,6,,,,,,0.9,,
20/03/2017,07:30,,,14,,,,,,0.9,,
20/03/2017,07:40,,,318,,,,,,0.5,,
20/03/2017,07:50,,,261,,,,,,1.3,,
20/03/2017,08:00,,,281,204,,,,,1.5,1.1,
20/03/2017,08:10,,,310,,,,,,2.0,,
20/03/2017,08:20,,,277,,,,,,1.2,,
20/03/2017,08:30,,,257,,,,,,2.0,,
20/03/2017,08:40,,,253,,,,,,2.5,,
20/03/2017,08:50,,,243,,,,,,3.0,,
20/03/2017,09:00,,,254,266,,,,,2.4,2.2,
20/03/2017,09:10,,,247,,,,,,2.9,,
20/03/2017,09:20,,,248,,,,,,2.7,,
20/03/2017,09:30,,,245,,,,,,3.8,,
20/03/2017,09:40,,,245,,,,,,3.5,,
20/03/2017,09:50,,,244,,,,,,3.6,,
20/03/2017,10:00,,,228,243,,,,,4.1,3.4,
20/03/2017,10:10,,,227,,,,,,4.4,,
20/03/2017,10:20,,,235,,,,,,3.9,,
20/03/2017,10:30,,,231,,,,,,5.1,,
20/03/2017,10:40,,,226,,,,,,4.4,,
20/03/2017,10:50,,,230,,,,,,4.4,,
20/03/2017,11:00,,,222,229,,,,,5.1,4.6,
20/03/2017,11:10,,,226,,,,,,5.3,,
20/03/2017,11:20,,,227,,,,,,5.4,,
20/03/2017,11:30,,,227,,,,,,4.5,,
20/03/2017,11:40,,,225,,,,,,5.0,,
20/03/2017,11:50,,,228,,,,,,5.5,,
20/03/2017,12:00,,,228,227,,,,,5.1,5.1,
20/03/2017,12:10,,,226,,,,,,4.7,,
20/03/2017,12:20,,,221,,,,,,5.7,,
20/03/2017,12:30,,,229,,,,,,4.6,,
20/03/2017,12:40,,,223,,,,,,6.2,,
20/03/2017,12:50,,,225,,,,,,6.3,,
20/03/2017,13:00,,,221,224,,,,,6.2,5.6,
20/03/2017,13:10,,,223,,,,,,6.1,,
20/03/2017,13:20,,,226,,,,,,6.6,,
20/03/2017,13:30,,,232,,,,,,5.1,,
20/03/2017,13:40,,,232,,,,,,5.5,,
20/03/2017,13:50,,,234,,,,,,5.7,,
20/03/2017,14:00,,,232,230,,,,,5.2,5.7,
20/03/2017,14:10,,,228,,,,,,5.8,,
20/03/2017,14:20,,,222,,,,,,6.2,,
20/03/2017,14:30,,,222,,,,,,5.1,,
20/03/2017,14:40,,,226,,,,,,5.1,,
20/03/2017,14:50,,,228,,,,,,5.4,,
20/03/2017,15:00,,,229,226,,,,,5.4,5.5,
20/03/2017,15:10,,,228,,,,,,5.1,,
20/03/2017,15:20,,,225,,,,,,4.8,,
20/03/2017,15:30,,,,,,,,,,,
20/03/2017,15:40,,,,,,,,,,,
20/03/2017,15:50,,,,,,,,,,,
20/03/2017,16:00,,,,,,,,,,,
20/03/2017,16:10,,,,,,,,,,,
20/03/2017,16:20,,,,,,,,,,,
20/03/2017,16:30,,,,,,,,,,,
20/03/2017,16:40,,,,,,,,,,,
20/03/2017,16:50,,,,,,,,,,,
20/03/2017,17:00,,,230,,,,,,5.1,,
20/03/2017,17:10,,,233,,,,,,4.1,,
20/03/2017,17:20,,,234,,,,,,4.1,,
20/03/2017,17:30,,,230,,,,,,5.1,,
20/03/2017,17:40,,,232,,,,,,4.7,,
20/03/2017,17:50,,,231,,,,,,4.2,,
20/03/2017,18:00,,,233,232,,,,,4.6,4.5,
20/03/2017,18:10,,,231,,,,,,4.3,,
20/03/2017,18:20,,,231,,,,,,4.6,,
20/03/2017,18:30,,,232,,,,,,4.0,,
20/03/2017,18:40,,,226,,,,,,4.2,,
20/03/2017,18:50,,,229,,,,,,3.5,,
20/03/2017,19:00,,,223,229,,,,,4.6,4.2,
20/03/2017,19:10,,,223,,,,,,4.7,,
20/03/2017,19:20,,,221,,,,,,4.3,,
20/03/2017,19:30,,,217,,,,,,4.6,,
20/03/2017,19:40,,,213,,,,,,4.2,,
20/03/2017,19:50,,,212,,,,,,4.1,,
20/03/2017,20:00,,,223,218,,,,,3.5,4.2,
20/03/2017,20:10,,,223,,,,,,3.5,,
20/03/2017,20:20,,,217,,,,,,3.6,,
20/03/2017,20:30,,,218,,,,,,5.0,,
20/03/2017,20:40,,,222,,,,,,4.4,,
20/03/2017,20:50,,,225,,,,,,4.2,,
20/03/2017,21:00,,,219,221,,,,,4.2,4.1,
20/03/2017,21:10,,,219,,,,,,4.4,,
20/03/2017,21:20,,,214,,,,,,4.0,,
20/03/2017,21:30,,,215,,,,,,4.3,,
20/03/2017,21:40,,,220,,,,,,4.2,,
20/03/2017,21:50,,,219,,,,,,4.5,,
20/03/2017,22:00,,,218,217,,,,,3.7,4.2,
20/03/2017,22:10,,,219,,,,,,3.5,,
20/03/2017,22:20,,,222,,,,,,3.7,,
20/03/2017,22:30,,,217,,,,,,3.2,,
20/03/2017,22:40,,,224,,,,,,3.3,,
20/03/2017,22:50,,,225,,,,,,3.0,,
20/03/2017,23:00,,,237,224,,,,,3.8,3.4,
20/03/2017,23:10,,,223,,,,,,4.0,,
20/03/2017,23:20,,,228,,,,,,3.4,,
20/03/2017,23:30,,,241,,,,,,2.2,,
20/03/2017,23:40,,,245,,,,,,2.7,,
20/03/2017,23:50,,,247,,,,,,2.6,,
20/03/2017,24:00,,,243,238,231,,,,2.8,3.0,3.0
21/03/2017,00:10,,,224,,,,,,2.6,,
21/03/2017,00:20,,,217,,,,,,3.1,,
21/03/2017,00:30,,,221,,,,,,3.5,,
21/03/2017,00:40,,,223,,,,,,3.7,,
21/03/2017,00:50,,,223,,,,,,3.9,,
21/03/2017,01:00,,,221,221,,,,,4.7,3.6,
21/03/2017,01:10,,,223,,,,,,4.5,,
21/03/2017,01:20,,,229,,,,,,4.3,,
21/03/2017,01:30,,,227,,,,,,4.5,,
21/03/2017,01:40,,,223,,,,,,5.4,,
21/03/2017,01:50,,,222,,,,,,4.9,,
21/03/2017,02:00,,,219,224,,,,,6.0,4.9,
21/03/2017,02:10,,,225,,,,,,5.4,,
21/03/2017,02:20,,,219,,,,,,5.3,,
21/03/2017,02:30,,,220,,,,,,5.6,,
21/03/2017,02:40,,,230,,,,,,5.7,,
21/03/2017,02:50,,,223,,,,,,5.1,,
21/03/2017,03:00,,,218,222,,,,,6.0,5.5,
21/03/2017,03:10,,,222,,,,,,5.1,,
21/03/2017,03:20,,,230,,,,,,5.0,,
21/03/2017,03:30,,,226,,,,,,5.3,,
21/03/2017,03:40,,,224,,,,,,4.7,,
21/03/2017,03:50,,,223,,,,,,4.3,,
21/03/2017,04:00,,,222,225,,,,,4.6,4.8,
21/03/2017,04:10,,,222,,,,,,5.6,,
21/03/2017,04:20,,,219,,,,,,5.8,,
21/03/2017,04:30,,,221,,,,,,5.8,,
21/03/2017,04:40,,,217,,,,,,6.4,,
21/03/2017,04:50,,,223,,,,,,5.6,,
21/03/2017,05:00,,,226,221,,,,,4.9,5.7,
21/03/2017,05:10,,,220,,,,,,4.5,,
21/03/2017,05:20,,,223,,,,,,4.3,,
21/03/2017,05:30,,,226,,,,,,5.4,,
21/03/2017,05:40,,,222,,,,,,5.9,,
21/03/2017,05:50,,,222,,,,,,5.1,,
21/03/2017,06:00,,,227,223,,,,,5.0,5.0,
21/03/2017,06:10,,,223,,,,,,6.1,,
21/03/2017,06:20,,,222,,,,,,5.6,,
21/03/2017,06:30,,,221,,,,,,4.6,,
21/03/2017,06:40,,,227,,,,,,4.4,,
21/03/2017,06:50,,,222,,,,,,4.7,,
21/03/2017,07:00,,,225,223,,,,,4.8,5.0,
21/03/2017,07:10,,,227,,,,,,4.9,,
21/03/2017,07:20,,,222,,,,,,5.0,,
21/03/2017,07:30,,,220,,,,,,4.6,,
21/03/2017,07:40,,,223,,,,,,4.6,,
21/03/2017,07:50,,,,,,,,,,,
21/03/2017,08:00,,,,,,,,,,,
21/03/2017,08:10,,,,,,,,,,,
21/03/2017,08:20,,,,,,,,,,,
21/03/2017,08:30,,,,,,,,,,,
21/03/2017,08:40,,,,,,,,,,,
21/03/2017,08:50,,,,,,,,,,,
21/03/2017,09:00,,,223,,,,,,4.7,,
21/03/2017,09:10,,,216,,,,,,4.8,,
21/03/2017,09:20,,,220,,,,,,5.0,,
21/03/2017,09:30,,,219,,,,,,4.4,,
21/03/2017,09:40,,,218,,,,,,5.0,,
21/03/2017,09:50,,,216,,,,,,4.9,,
21/03/2017,10:00,,,218,218,,,,,5.1,4.9,
21/03/2017,10:10,,,217,,,,,,4.9,,
21/03/2017,10:20,,,218,,,,,,5.5,,
21/03/2017,10:30,,,220,,,,,,5.2,,
21/03/2017,10:40,,,227,,,,,,4.7,,
21/03/2017,10:50,,,221,,,,,,5.4,,
21/03/2017,11:00,,,222,221,,,,,5.8,5.3,
21/03/2017,11:10,,,222,,,,,,5.3,,
21/03/2017,11:20,,,219,,,,,,5.9,,
21/03/2017,11:30,,,215,,,,,,5.7,,
21/03/2017,11:40,,,222,,,,,,4.9,,
21/03/2017,11:50,,,220,,,,,,5.7,,
21/03/2017,12:00,,,238,223,,,,,5.4,5.5,
21/03/2017,12:10,,,234,,,,,,5.5,,
21/03/2017,12:20,,,224,,,,,,5.8,,
21/03/2017,12:30,,,235,,,,,,5.4,,
21/03/2017,12:40,,,232,,,,,,5.2,,
21/03/2017,12:50,,,234,,,,,,5.2,,
21/03/2017,13:00,,,238,233,,,,,5.0,5.4,
21/03/2017,13:10,,,227,,,,,,5.4,,
21/03/2017,13:20,,,219,,,,,,6.1,,
21/03/2017,13:30,,,232,,,,,,5.9,,
21/03/2017,13:40,,,228,,,,,,5.3,,
21/03/2017,13:50,,,221,,,,,,6.6,,
21/03/2017,14:00,,,229,226,,,,,6.1,5.9,
21/03/2017,14:10,,,237,,,,,,5.3,,
21/03/2017,14:20,,,237,,,,,,5.0,,
21/03/2017,14:30,,,237,,,,,,5.0,,
21/03/2017,14:40,,,230,,,,,,5.7,,
21/03/2017,14:50,,,223,,,,,,6.1,,
21/03/2017,15:00,,,219,230,,,,,6.8,5.6,
21/03/2017,15:10,,,224,,,,,,6.4,,
21/03/2017,15:20,,,222,,,,,,6.3,,
21/03/2017,15:30,,,229,,,,,,5.3,,
21/03/2017,15:40,,,221,,,,,,6.5,,
21/03/2017,15:50,,,224,,,,,,5.7,,
21/03/2017,16:00,,,223,224,,,,,5.7,6.0,
21/03/2017,16:10,,,221,,,,,,6.2,,
21/03/2017,16:20,,,222,,,,,,5.7,,
21/03/2017,16:30,,,223,,,,,,5.3,,
21/03/2017,16:40,,,219,,,,,,5.7,,
21/03/2017,16:50,,,216,,,,,,5.1,,
21/03/2017,17:00,,,222,221,,,,,5.4,5.6,
21/03/2017,17:10,,,219,,,,,,5.6,,
21/03/2017,17:20,,,218,,,,,,4.9,,
21/03/2017,17:30,,,220,,,,,,5.1,,
21/03/2017,17:40,,,216,,,,,,4.6,,
21/03/2017,17:50,,,214,,,,,,4.4,,
21/03/2017,18:00,,,223,218,,,,,4.4,4.8,
21/03/2017,18:10,,,219,,,,,,5.4,,
21/03/2017,18:20,,,215,,,,,,4.8,,
21/03/2017,18:30,,,219,,,,,,4.4,,
21/03/2017,18:40,,,224,,,,,,4.9,,
21/03/2017,18:50,,,221,,,,,,5.4,,
21/03/2017,19:00,,,222,220,,,,,5.4,5.1,
21/03/2017,19:10,,,221,,,,,,5.8,,
21/03/2017,19:20,,,220,,,,,,4.7,,
21/03/2017,19:30,,,217,,,,,,3.8,,
21/03/2017,19:40,,,215,,,,,,3.7,,
21/03/2017,19:50,,,215,,,,,,4.0,,
21/03/2017,20:00,,,220,218,,,,,4.7,4.5,
21/03/2017,20:10,,,216,,,,,,4.8,,
21/03/2017,20:20,,,215,,,,,,4.4,,
21/03/2017,20:30,,,214,,,,,,4.1,,
21/03/2017,20:40,,,213,,,,,,4.2,,
21/03/2017,20:50,,,212,,,,,,4.5,,
21/03/2017,21:00,,,213,214,,,,,4.7,4.4,
21/03/2017,21:10,,,212,,,,,,5.1,,
21/03/2017,21:20,,,209,,,,,,4.5,,
21/03/2017,21:30,,,212,,,,,,4.3,,
21/03/2017,21:40,,,212,,,,,,4.4,,
21/03/2017,21:50,,,210,,,,,,4.4,,
21/03/2017,22:00,,,210,211,,,,,4.3,4.5,
21/03/2017,22:10,,,209,,,,,,4.4,,
21/03/2017,22:20,,,213,,,,,,4.2,,
21/03/2017,22:30,,,213,,,,,,4.1,,
21/03/2017,22:40,,,211,,,,,,3.7,,
21/03/2017,22:50,,,215,,,,,,3.1,,
21/03/2017,23:00,,,212,212,,,,,3.2,3.8,
21/03/2017,23:10,,,213,,,,,,3.4,,
21/03/2017,23:20,,,210,,,,,,3.4,,
21/03/2017,23:30,,,212,,,,,,3.0,,
21/03/2017,23:40,,,215,,,,,,3.4,,
21/03/2017,23:50,,,216,,,,,,3.4,,
21/03/2017,24:00,,,215,214,221,,,,3.3,3.3,5.0
22/03/2017,00:10,,,211,,,,,,3.6,,
22/03/2017,00:20,,,208,,,,,,3.6,,
22/03/2017,00:30,,,211,,,,,,3.8,,
22/03/2017,00:40,,,212,,,,,,3.5,,
22/03/2017,00:50,,,211,,,,,,3.3,,
22/03/2017,01:00,,,211,211,,,,,3.6,3.6,
22/03/2017,01:10,,,212,,,,,,4.1,,
22/03/2017,01:20,,,211,,,,,,3.8,,
22/03/2017,01:30,,,212,,,,,,3.9,,
22/03/2017,01:40,,,213,,,,,,3.3,,
22/03/2017,01:50,,,208,,,,,,2.9,,
22/03/2017,02:00,,,208,211,,,,,2.6,3.4,
22/03/2017,02:10,,,204,,,,,,3.2,,
22/03/2017,02:20,,,207,,,,,,3.2,,
22/03/2017,02:30,,,211,,,,,,2.6,,
22/03/2017,02:40,,,213,,,,,,3.1,,
22/03/2017,02:50,,,210,,,,,,2.9,,
22/03/2017,03:00,,,214,210,,,,,2.6,2.9,
22/03/2017,03:10,,,213,,,,,,3.7,,
22/03/2017,03:20,,,206,,,,,,2.1,,
22/03/2017,03:30,,,210,,,,,,2.4,,
22/03/2017,03:40,,,213,,,,,,2.6,,
22/03/2017,03:50,,,210,,,,,,2.7,,
22/03/2017,04:00,,,214,211,,,,,2.6,2.7,
22/03/2017,04:10,,,222,,,,,,2.3,,
22/03/2017,04:20,,,225,,,,,,2.7,,
22/03/2017,04:30,,,224,,,,,,2.9,,
22/03/2017,04:40,,,224,,,,,,2.8,,
22/03/2017,04:50,,,225,,,,,,2.5,,
22/03/2017,05:00,,,222,224,,,,,3.3,2.8,
22/03/2017,05:10,,,224,,,,,,2.9,,
22/03/2017,05:20,,,222,,,,,,2.6,,
22/03/2017,05:30,,,231,,,,,,2.2,,
22/03/2017,05:40,,,227,,,,,,2.3,,
22/03/2017,05:50,,,227,,,,,,2.9,,
22/03/2017,06:00,,,228,227,,,,,2.3,2.5,
22/03/2017,06:10,,,233,,,,,,2.5,,
22/03/2017,06:20,,,228,,,,,,2.8,,
22/03/2017,06:30,,,227,,,,,,2.7,,
22/03/2017,06:40,,,226,,,,,,3.0,,
22/03/2017,06:50,,,231,,,,,,2.5,,
22/03/2017,07:00,,,233,230,,,,,2.8,2.7,
22/03/2017,07:10,,,228,,,,,,2.8,,
22/03/2017,07:20,,,233,,,,,,2.3,,
22/03/2017,07:30,,,232,,,,,,3.0,,
22/03/2017,07:40,,,229,,,,,,2.9,,
22/03/2017,07:50,,,229,,,,,,2.7,,
22/03/2017,08:00,,,236,231,,,,,3.1,2.8,
22/03/2017,08:10,,,227,,,,,,3.6,,
22/03/2017,08:20,,,229,,,,,,3.1,,
22/03/2017,08:30,,,233,,,,,,3.2,,
22/03/2017,08:40,,,226,,,,,,3.6,,
22/03/2017,08:50,,,231,,,,,,3.9,,
22/03/2017,09:00,,,235,230,,,,,3.9,3.6,
22/03/2017,09:10,,,237,,,,,,4.1,,
22/03/2017,09:20,,,240,,,,,,4.0,,
22/03/2017,09:30,,,230,,,,,,3.7,,
22/03/2017,09:40,,,229,,,,,,3.7,,
22/03/2017,09:50,,,234,,,,,,3.8,,
22/03/2017,10:00,,,233,234,,,,,4.2,3.9,
22/03/2017,10:10,,,235,,,,,,4.3,,
22/03/2017,10:20,,,233,,,,,,4.1,,
22/03/2017,10:30,,,234,,,,,,3.8,,
22/03/2017,10:40,,,239,,,,,,3.8,,
22/03/2017,10:50,,,229,,,,,,4.2,,
22/03/2017,11:00,,,239,235,,,,,4.5,4.1,
22/03/2017,11:10,,,244,,,,,,4.4,,
22/03/2017,11:20,,,239,,,,,,4.2,,
22/03/2017,11:30,,,232,,,,,,4.5,,
22/03/2017,11:40,,,237,,,,,,4.4,,
22/03/2017,11:50,,,236,,,,,,4.3,,
22/03/2017,12:00,,,233,237,,,,,4.4,4.3,
22/03/2017,12:10,,,225,,,,,,4.6,,
22/03/2017,12:20,,,231,,,,,,4.9,,
22/03/2017,12:30,,,231,,,,,,4.7,,
22/03/2017,12:40,,,234,,,,,,5.2,,
22/03/2017,12:50,,,229,,,,,,4.7,,
22/03/2017,13:00,,,229,230,,,,,4.6,4.8,
22/03/2017,13:10,,,225,,,,,,4.6,,
22/03/2017,13:20,,,226,,,,,,4.9,,
22/03/2017,13:30,,,223,,,,,,5.5,,
22/03/2017,13:40,,,223,,,,,,5.4,,
22/03/2017,13:50,,,228,,,,,,5.3,,
22/03/2017,14:00,,,227,225,,,,,5.0,5.1,
22/03/2017,14:10,,,233,,,,,,4.8,,
22/03/2017,14:20,,,228,,,,,,6.0,,
22/03/2017,14:30,,,231,,,,,,5.4,,
22/03/2017,14:40,,,226,,,,,,5.5,,
22/03/2017,14:50,,,228,,,,,,5.7,,
22/03/2017,15:00,,,236,230,,,,,4.8,5.4,
22/03/2017,15:10,,,240,,,,,,5.4,,
22/03/2017,15:20,,,233,,,,,,4.9,,
22/03/2017,15:30,,,240,,,,,,4.8,,
22/03/2017,15:40,,,235,,,,,,4.5,,
22/03/2017,15:50,,,232,,,,,,5.1,,
22/03/2017,16:00,,,232,235,,,,,5.2,5.0,
22/03/2017,16:10,,,232,,,,,,4.9,,
22/03/2017,16:20,,,231,,,,,,4.6,,
22/03/2017,16:30,,,234,,,,,,4.7,,
22/03/2017,16:40,,,231,,,,,,4.3,,
22/03/2017,16:50,,,232,,,,,,4.1,,
22/03/2017,17:00,,,233,232,,,,,3.7,4.4,
22/03/2017,17:10,,,230,,,,,,3.8,,
22/03/2017,17:20,,,222,,,,,,3.8,,
22/03/2017,17:30,,,228,,,,,,4.0,,
22/03/2017,17:40,,,231,,,,,,3.7,,
22/03/2017,17:50,,,230,,,,,,3.3,,
22/03/2017,18:00,,,231,229,,,,,3.7,3.7,
22/03/2017,18:10,,,229,,,,,,2.8,,
22/03/2017,18:20,,,229,,,,,,2.9,,
22/03/2017,18:30,,,238,,,,,,3.0,,
22/03/2017,18:40,,,244,,,,,,2.6,,
22/03/2017,18:50,,,246,,,,,,2.5,,
22/03/2017,19:00,,,244,238,,,,,2.7,2.8,
22/03/2017,19:10,,,250,,,,,,2.6,,
22/03/2017,19:20,,,247,,,,,,2.7,,
22/03/2017,19:30,,,246,,,,,,2.2,,
22/03/2017,19:40,,,251,,,,,,2.4,,
22/03/2017,19:50,,,242,,,,,,2.0,,
22/03/2017,20:00,,,243,247,,,,,2.4,2.4,
22/03/2017,20:10,,,244,,,,,,2.3,,
22/03/2017,20:20,,,244,,,,,,2.5,,
22/03/2017,20:30,,,246,,,,,,2.1,,
22/03/2017,20:40,,,245,,,,,,2.4,,
22/03/2017,20:50,,,236,,,,,,3.3,,
22/03/2017,21:00,,,233,241,,,,,2.8,2.6,
22/03/2017,21:10,,,231,,,,,,3.4,,
22/03/2017,21:20,,,232,,,,,,3.0,,
22/03/2017,21:30,,,230,,,,,,3.3,,
22/03/2017,21:40,,,230,,,,,,3.5,,
22/03/2017,21:50,,,233,,,,,,3.1,,
22/03/2017,22:00,,,236,232,,,,,4.0,3.4,
22/03/2017,22:10,,,236,,,,,,3.7,,
22/03/2017,22:20,,,239,,,,,,3.3,,
22/03/2017,22:30,,,239,,,,,,2.9,,
22/03/2017,22:40,,,239,,,,,,2.9,,
22/03/2017,22:50,,,231,,,,,,3.8,,
22/03/2017,23:00,,,231,236,,,,,3.3,3.3,
22/03/2017,23:10,,,235,,,,,,3.5,,
22/03/2017,23:20,,,233,,,,,,3.3,,
22/03/2017,23:30,,,232,,,,,,3.3,,
22/03/2017,23:40,,,227,,,,,,2.9,,
22/03/2017,23:50,,,230,,,,,,2.7,,
22/03/2017,24:00,,,230,231,229,,,,2.7,3.1,3.6
23/03/2017,00:10,,,237,,,,,,1.8,,
23/03/2017,00:20,,,246,,,,,,1.9,,
23/03/2017,00:30,,,249,,,,,,1.6,,
23/03/2017,00:40,,,271,,,,,,0.6,,
23/03/2017,00:50,,,315,,,,,,0.8,,
23/03/2017,01:00,,,330,275,,,,,0.8,1.2,
23/03/2017,01:10,,,289,,,,,,1.2,,
23/03/2017,01:20,,,281,,,,,,1.3,,
23/03/2017,01:30,,,261,,,,,,1.5,,
23/03/2017,01:40,,,249,,,,,,2.3,,
23/03/2017,01:50,,,244,,,,,,2.5,,
23/03/2017,02:00,,,244,261,,,,,2.4,1.9,
23/03/2017,02:10,,,249,,,,,,2.7,,
23/03/2017,02:20,,,244,,,,,,2.4,,
23/03/2017,02:30,,,246,,,,,,2.1,,
23/03/2017,02:40,,,240,,,,,,2.0,,
23/03/2017,02:50,,,234,,,,,,2.7,,
23/03/2017,03:00,,,246,243,,,,,2.2,2.3,
23/03/2017,03:10,,,245,,,,,,2.5,,
23/03/2017,03:20,,,241,,,,,,3.0,,
23/03/2017,03:30,,,243,,,,,,3.2,,
23/03/2017,03:40,,,239,,,,,,3.4,,
23/03/2017,03:50,,,236,,,,,,3.3,,
23/03/2017,04:00,,,241,241,,,,,2.7,3.0,
23/03/2017,04:10,,,255,,,,,,1.4,,
23/03/2017,04:20,,,289,,,,,,1.0,,
23/03/2017,04:30,,,296,,,,,,0.8,,
23/03/2017,04:40,,,267,,,,,,1.2,,
23/03/2017,04:50,,,253,,,,,,1.7,,
23/03/2017,05:00,,,258,270,,,,,1.2,1.2,
23/03/2017,05:10,,,263,,,,,,1.2,,
23/03/2017,05:20,,,264,,,,,,1.2,,
23/03/2017,05:30,,,261,,,,,,1.2,,
23/03/2017,05:40,,,269,,,,,,1.4,,
23/03/2017,05:50,,,269,,,,,,1.2,,
23/03/2017,06:00,,,285,269,,,,,0.8,1.2,
23/03/2017,06:10,,,302,,,,,,1.6,,
23/03/2017,06:20,,,271,,,,,,1.8,,
23/03/2017,06:30,,,289,,,,,,1.2,,
23/03/2017,06:40,,,295,,,,,,1.2,,
23/03/2017,06:50,,,273,,,,,,1.2,,
23/03/2017,07:00,,,269,283,,,,,1.5,1.4,
23/03/2017,07:10,,,251,,,,,,2.1,,
23/03/2017,07:20,,,249,,,,,,2.6,,
23/03/2017,07:30,,,242,,,,,,2.7,,
23/03/2017,07:40,,,238,,,,,,2.9,,
23/03/2017,07:50,,,237,,,,,,2.7,,
23/03/2017,08:00,,,238,242,,,,,2.6,2.6,
23/03/2017,08:10,,,238,,,,,,2.6,,
23/03/2017,08:20,,,242,,,,,,3.1,,
23/03/2017,08:30,,,238,,,,,,3.2,,
23/03/2017,08:40,,,230,,,,,,3.1,,
23/03/2017,08:50,,,223,,,,,,3.6,,
23/03/2017,09:00,,,226,233,,,,,3.7,3.2,
23/03/2017,09:10,,,231,,,,,,3.8,,
23/03/2017,09:20,,,220,,,,,,3.8,,
23/03/2017,09:30,,,221,,,,,,3.1,,
23/03/2017,09:40,,,213,,,,,,2.9,,
23/03/2017,09:50,,,215,,,,,,2.7,,
23/03/2017,10:00,,,212,219,,,,,2.8,3.2,
23/03/2017,10:10,,,215,,,,,,3.6,,
23/03/2017,10:20,,,210,,,,,,3.4,,
23/03/2017,10:30,,,228,,,,,,3.1,,
23/03/2017,10:40,,,226,,,,,,3.4,,
23/03/2017,10:50,,,223,,,,,,3.1,,
23/03/2017,11:00,,,225,221,,,,,3.1,3.3,
23/03/2017,11:10,,,219,,,,,,3.6,,
23/03/2017,11:20,,,228,,,,,,3.9,,
23/03/2017,11:30,,,222,,,,,,3.9,,
23/03/2017,11:40,,,221,,,,,,3.7,,
23/03/2017,11:50,,,215,,,,,,3.4,,
23/03/2017,12:00,,,212,219,,,,,3.6,3.7,
23/03/2017,12:10,,,211,,,,,,3.2,,
23/03/2017,12:20,,,216,,,,,,3.4,,
23/03/2017,12:30,,,227,,,,,,4.0,,
23/03/2017,12:40,,,216,,,,,,3.6,,
23/03/2017,12:50,,,217,,,,,,3.4,,
23/03/2017,13:00,,,221,218,,,,,3.9,3.6,
23/03/2017,13:10,,,221,,,,,,3.9,,
23/03/2017,13:20,,,219,,,,,,3.7,,
23/03/2017,13:30,,,228,,,,,,3.9,,
23/03/2017,13:40,,,224,,,,,,3.8,,
23/03/2017,13:50,,,224,,,,,,3.9,,
23/03/2017,14:00,,,228,224,,,,,4.1,3.9,
23/03/2017,14:10,,,233,,,,,,3.9,,
23/03/2017,14:20,,,217,,,,,,3.4,,
23/03/2017,14:30,,,232,,,,,,3.8,,
23/03/2017,14:40,,,234,,,,,,3.5,,
23/03/2017,14:50,,,228,,,,,,3.9,,
23/03/2017,15:00,,,228,229,,,,,3.6,3.7,
23/03/2017,15:10,,,229,,,,,,3.9,,
23/03/2017,15:20,,,243,,,,,,4.0,,
23/03/2017,15:30,,,224,,,,,,3.9,,
23/03/2017,15:40,,,221,,,,,,4.0,,
23/03/2017,15:50,,,222,,,,,,3.8,,
23/03/2017,16:00,,,231,228,,,,,3.7,3.9,
23/03/2017,16:10,,,236,,,,,,3.6,,
23/03/2017,16:20,,,242,,,,,,4.2,,
23/03/2017,16:30,,,239,,,,,,4.2,,
23/03/2017,16:40,,,229,,,,,,3.9,,
23/03/2017,16:50,,,230,,,,,,4.2,,
