"Table for Penrose Time Range: 01/03/2017 00:00 to 01/04/2017 00:00"
"Source",,,"AC Penrose WDR 10min average",,"AC Penrose WDR_RAW 10min average","AC Penrose WDR_RAW 1h average",,"AC Penrose WSP 10min average","AC Penrose WSP 1h average",,"AC Penrose WSP_RAW 10min average","AC Penrose WSP_RAW 1h average"
"Date","Time","AC Penrose WDR 10min average [°]","AC Penrose WDR 1h average [°]","AC Penrose WDR_RAW 10min average [°]","AC Penrose WDR_RAW 1h average [°]","AC Penrose WDR_RAW 24h average [°]","AC Penrose WSP 10min average [m/s]","AC Penrose WSP 1h average [m/s]","AC Penrose WSP 24h average [m/s]","AC Penrose WSP_RAW 10min average [m/s]","AC Penrose WSP_RAW 1h average [m/s]","AC Penrose WSP_RAW 24h average [m/s]"
13/03/2017,00:50,,,360,,,,,,1.7,,
13/03/2017,01:00,,,356,292,,,,,1.3,1.5,
13/03/2017,01:10,,,13,,,,,,1.7,,
13/03/2017,01:20,,,8,,,,,,1.4,,
13/03/2017,01:30,,,334,,,,,,1.0,,
13/03/2017,01:40,,,340,,,,,,0.7,,
13/03/2017,01:50,,,338,,,,,,1.8,,
13/03/2017,02:00,,,332,227,,,,,1.7,1.4,
13/03/2017,02:10,,,333,,,,,,1.6,,
13/03/2017,02:20,,,336,,,,,,1.3,,
13/03/2017,02:30,,,356,,,,,,1.3,,
13/03/2017,02:40,,,357,,,,,,1.3,,
13/03/2017,02:50,,,354,,,,,,1.3,,
13/03/2017,03:00,,,345,347,,,,,1.2,1.4,
13/03/2017,03:10,,,335,,,,,,3.0,,
13/03/2017,03:20,,,310,,,,,,2.5,,
13/03/2017,03:30,,,301,,,,,,2.3,,
13/03/2017,03:40,,,299,,,,,,2.0,,
13/03/2017,03:50,,,307,,,,,,2.5,,
13/03/2017,04:00,,,302,309,,,,,1.8,2.3,
13/03/2017,04:10,,,292,,,,,,2.1,,
13/03/2017,04:20,,,287,,,,,,1.8,,
13/03/2017,04:30,,,290,,,,,,1.7,,
13/03/2017,04:40,,,291,,,,,,1.9,,
13/03/2017,04:50,,,271,,,,,,2.2,,
13/03/2017,05:00,,,263,282,,,,,1.8,1.9,
13/03/2017,05:10,,,248,,,,,,2.0,,
13/03/2017,05:20,,,251,,,,,,2.0,,
13/03/2017,05:30,,,242,,,,,,2.0,,
13/03/2017,05:40,,,245,,,,,,1.7,,
13/03/2017,05:50,,,245,,,,,,1.8,,
13/03/2017,06:00,,,259,248,,,,,1.5,1.8,
13/03/2017,06:10,,,261,,,,,,1.2,,
13/03/2017,06:20,,,268,,,,,,1.4,,
13/03/2017,06:30,,,265,,,,,,1.8,,
13/03/2017,06:40,,,276,,,,,,1.9,,
13/03/2017,06:50,,,271,,,,,,1.3,,
13/03/2017,07:00,,,267,268,,,,,1.5,1.5,
13/03/2017,07:10,,,268,,,,,,1.3,,
13/03/2017,07:20,,,263,,,,,,2.3,,
13/03/2017,07:30,,,261,,,,,,3.2,,
13/03/2017,07:40,,,268,,,,,,2.9,,
13/03/2017,07:50,,,259,,,,,,2.6,,
13/03/2017,08:00,,,272,265,,,,,2.1,2.4,
13/03/2017,08:10,,,249,,,,,,3.2,,
13/03/2017,08:20,,,246,,,,,,4.0,,
13/03/2017,08:30,,,246,,,,,,4.4,,
13/03/2017,08:40,,,244,,,,,,4.2,,
13/03/2017,08:50,,,248,,,,,,3.8,,
13/03/2017,09:00,,,255,248,,,,,3.4,3.8,
13/03/2017,09:10,,,252,,,,,,3.4,,
13/03/2017,09:20,,,259,,,,,,2.6,,
13/03/2017,09:30,,,235,,,,,,3.2,,
13/03/2017,09:40,,,250,,,,,,3.5,,
13/03/2017,09:50,,,253,,,,,,3.0,,
13/03/2017,10:00,,,238,248,,,,,3.6,3.2,
13/03/2017,10:10,,,240,,,,,,3.3,,
13/03/2017,10:20,,,224,,,,,,4.3,,
13/03/2017,10:30,,,228,,,,,,3.9,,
13/03/2017,10:40,,,226,,,,,,4.5,,
13/03/2017,10:50,,,231,,,,,,3.7,,
13/03/2017,11:00,,,226,229,,,,,4.0,3.9,
13/03/2017,11:10,,,228,,,,,,4.5,,
13/03/2017,11:20,,,223,,,,,,5.0,,
13/03/2017,11:30,,,231,,,,,,4.9,,
13/03/2017,11:40,,,224,,,,,,4.4,,
13/03/2017,11:50,,,229,,,,,,4.6,,
13/03/2017,12:00,,,230,228,,,,,5.4,4.8,
13/03/2017,12:10,,,222,,,,,,5.5,,
13/03/2017,12:20,,,230,,,,,,5.5,,
13/03/2017,12:30,,,221,,,,,,5.6,,
13/03/2017,12:40,,,230,,,,,,5.4,,
13/03/2017,12:50,,,230,,,,,,4.6,,
13/03/2017,13:00,,,221,226,,,,,5.3,5.3,
13/03/2017,13:10,,,221,,,,,,5.3,,
13/03/2017,13:20,,,229,,,,,,5.4,,
13/03/2017,13:30,,,224,,,,,,5.1,,
13/03/2017,13:40,,,232,,,,,,5.5,,
13/03/2017,13:50,,,224,,,,,,5.8,,
13/03/2017,14:00,,,224,226,,,,,5.6,5.5,
13/03/2017,14:10,,,232,,,,,,4.7,,
13/03/2017,14:20,,,221,,,,,,5.4,,
13/03/2017,14:30,,,225,,,,,,5.3,,
13/03/2017,14:40,,,222,,,,,,5.0,,
13/03/2017,14:50,,,222,,,,,,5.1,,
13/03/2017,15:00,,,223,224,,,,,4.5,5.0,
13/03/2017,15:10,,,223,,,,,,4.6,,
13/03/2017,15:20,,,223,,,,,,5.4,,
13/03/2017,15:30,,,226,,,,,,4.7,,
13/03/2017,15:40,,,229,,,,,,4.9,,
13/03/2017,15:50,,,230,,,,,,4.4,,
13/03/2017,16:00,,,234,227,,,,,4.1,4.7,
13/03/2017,16:10,,,234,,,,,,4.0,,
13/03/2017,16:20,,,232,,,,,,4.1,,
13/03/2017,16:30,,,232,,,,,,4.3,,
13/03/2017,16:40,,,231,,,,,,4.3,,
13/03/2017,16:50,,,233,,,,,,3.9,,
13/03/2017,17:00,,,238,233,,,,,3.6,4.0,
13/03/2017,17:10,,,241,,,,,,4.3,,
13/03/2017,17:20,,,245,,,,,,4.1,,
13/03/2017,17:30,,,242,,,,,,4.0,,
13/03/2017,17:40,,,240,,,,,,3.4,,
13/03/2017,17:50,,,238,,,,,,4.0,,
13/03/2017,18:00,,,246,242,,,,,3.3,3.9,
13/03/2017,18:10,,,259,,,,,,3.8,,
13/03/2017,18:20,,,247,,,,,,3.9,,
13/03/2017,18:30,,,254,,,,,,3.3,,
13/03/2017,18:40,,,253,,,,,,3.5,,
13/03/2017,18:50,,,257,,,,,,2.2,,
13/03/2017,19:00,,,252,254,,,,,2.2,3.2,
13/03/2017,19:10,,,251,,,,,,2.5,,
13/03/2017,19:20,,,257,,,,,,1.7,,
13/03/2017,19:30,,,266,,,,,,2.0,,
13/03/2017,19:40,,,266,,,,,,1.7,,
13/03/2017,19:50,,,259,,,,,,1.7,,
13/03/2017,20:00,,,253,259,,,,,2.2,2.0,
13/03/2017,20:10,,,249,,,,,,2.8,,
13/03/2017,20:20,,,247,,,,,,2.9,,
13/03/2017,20:30,,,246,,,,,,3.0,,
13/03/2017,20:40,,,244,,,,,,3.0,,
13/03/2017,20:50,,,243,,,,,,2.6,,
13/03/2017,21:00,,,243,245,,,,,2.4,2.8,
13/03/2017,21:10,,,246,,,,,,2.2,,
13/03/2017,21:20,,,243,,,,,,2.3,,
13/03/2017,21:30,,,244,,,,,,2.0,,
13/03/2017,21:40,,,249,,,,,,2.1,,
13/03/2017,21:50,,,250,,,,,,1.8,,
13/03/2017,22:00,,,247,246,,,,,2.0,2.1,
13/03/2017,22:10,,,243,,,,,,2.0,,
13/03/2017,22:20,,,247,,,,,,2.1,,
13/03/2017,22:30,,,257,,,,,,1.8,,
13/03/2017,22:40,,,263,,,,,,1.7,,
13/03/2017,22:50,,,260,,,,,,1.9,,
13/03/2017,23:00,,,256,254,,,,,2.0,1.9,
13/03/2017,23:10,,,246,,,,,,2.4,,
13/03/2017,23:20,,,244,,,,,,2.8,,
13/03/2017,23:30,,,245,,,,,,2.1,,
13/03/2017,23:40,,,247,,,,,,2.0,,
13/03/2017,23:50,,,245,,,,,,2.2,,
13/03/2017,24:00,,,246,246,253,,,,2.3,2.3,3.0
14/03/2017,00:10,,,248,,,,,,1.9,,
14/03/2017,00:20,,,251,,,,,,1.6,,
14/03/2017,00:30,,,248,,,,,,1.9,,
14/03/2017,00:40,,,247,,,,,,2.2,,
14/03/2017,00:50,,,247,,,,,,2.4,,
14/03/2017,01:00,,,251,249,,,,,1.6,1.9,
14/03/2017,01:10,,,251,,,,,,2.0,,
14/03/2017,01:20,,,250,,,,,,2.0,,
14/03/2017,01:30,,,260,,,,,,1.9,,
14/03/2017,01:40,,,267,,,,,,1.7,,
14/03/2017,01:50,,,252,,,,,,2.0,,
14/03/2017,02:00,,,252,255,,,,,2.4,2.0,
14/03/2017,02:10,,,251,,,,,,2.1,,
14/03/2017,02:20,,,250,,,,,,2.0,,
14/03/2017,02:30,,,249,,,,,,2.2,,
14/03/2017,02:40,,,246,,,,,,2.3,,
14/03/2017,02:50,,,245,,,,,,2.4,,
14/03/2017,03:00,,,254,249,,,,,1.4,2.1,
14/03/2017,03:10,,,249,,,,,,1.9,,
14/03/2017,03:20,,,253,,,,,,1.7,,
14/03/2017,03:30,,,264,,,,,,1.9,,
14/03/2017,03:40,,,278,,,,,,1.9,,
14/03/2017,03:50,,,290,,,,,,1.9,,
14/03/2017,04:00,,,288,270,,,,,1.5,1.8,
14/03/2017,04:10,,,287,,,,,,1.6,,
14/03/2017,04:20,,,269,,,,,,1.2,,
14/03/2017,04:30,,,261,,,,,,1.3,,
14/03/2017,04:40,,,244,,,,,,1.9,,
14/03/2017,04:50,,,243,,,,,,2.2,,
14/03/2017,05:00,,,245,258,,,,,2.6,1.8,
14/03/2017,05:10,,,240,,,,,,2.6,,
14/03/2017,05:20,,,241,,,,,,2.8,,
14/03/2017,05:30,,,237,,,,,,2.4,,
14/03/2017,05:40,,,221,,,,,,3.0,,
14/03/2017,05:50,,,216,,,,,,3.2,,
14/03/2017,06:00,,,238,232,,,,,2.6,2.8,
14/03/2017,06:10,,,241,,,,,,2.1,,
14/03/2017,06:20,,,246,,,,,,1.9,,
14/03/2017,06:30,,,243,,,,,,2.5,,
14/03/2017,06:40,,,245,,,,,,2.3,,
14/03/2017,06:50,,,244,,,,,,2.4,,
14/03/2017,07:00,,,255,246,,,,,2.0,2.2,
14/03/2017,07:10,,,261,,,,,,1.8,,
14/03/2017,07:20,,,254,,,,,,2.3,,
14/03/2017,07:30,,,249,,,,,,2.4,,
14/03/2017,07:40,,,254,,,,,,2.1,,
14/03/2017,07:50,,,248,,,,,,2.4,,
14/03/2017,08:00,,,246,252,,,,,3.0,2.3,
14/03/2017,08:10,,,242,,,,,,3.4,,
14/03/2017,08:20,,,234,,,,,,4.9,,
14/03/2017,08:30,,,232,,,,,,4.7,,
14/03/2017,08:40,,,236,,,,,,4.7,,
14/03/2017,08:50,,,237,,,,,,4.7,,
14/03/2017,09:00,,,231,235,,,,,4.7,4.5,
14/03/2017,09:10,,,236,,,,,,4.5,,
14/03/2017,09:20,,,235,,,,,,4.1,,
14/03/2017,09:30,,,242,,,,,,4.5,,
14/03/2017,09:40,,,232,,,,,,4.1,,
14/03/2017,09:50,,,232,,,,,,4.8,,
14/03/2017,10:00,,,242,237,,,,,5.4,4.6,
14/03/2017,10:10,,,234,,,,,,5.3,,
14/03/2017,10:20,,,238,,,,,,5.4,,
14/03/2017,10:30,,,237,,,,,,5.0,,
14/03/2017,10:40,,,242,,,,,,4.5,,
14/03/2017,10:50,,,236,,,,,,3.7,,
14/03/2017,11:00,,,240,238,,,,,3.9,4.6,
14/03/2017,11:10,,,244,,,,,,3.8,,
14/03/2017,11:20,,,242,,,,,,4.2,,
14/03/2017,11:30,,,232,,,,,,3.9,,
14/03/2017,11:40,,,227,,,,,,4.4,,
14/03/2017,11:50,,,225,,,,,,4.6,,
14/03/2017,12:00,,,225,232,,,,,4.2,4.2,
14/03/2017,12:10,,,223,,,,,,4.1,,
14/03/2017,12:20,,,222,,,,,,4.3,,
14/03/2017,12:30,,,224,,,,,,4.6,,
14/03/2017,12:40,,,221,,,,,,5.8,,
14/03/2017,12:50,,,229,,,,,,5.8,,
14/03/2017,13:00,,,223,224,,,,,5.6,5.0,
14/03/2017,13:10,,,218,,,,,,5.5,,
14/03/2017,13:20,,,217,,,,,,5.1,,
14/03/2017,13:30,,,215,,,,,,4.6,,
14/03/2017,13:40,,,224,,,,,,4.5,,
14/03/2017,13:50,,,229,,,,,,4.5,,
14/03/2017,14:00,,,226,221,,,,,4.9,4.8,
14/03/2017,14:10,,,227,,,,,,4.7,,
14/03/2017,14:20,,,214,,,,,,4.5,,
14/03/2017,14:30,,,211,,,,,,4.9,,
14/03/2017,14:40,,,212,,,,,,4.5,,
14/03/2017,14:50,,,218,,,,,,5.7,,
14/03/2017,15:00,,,219,217,,,,,4.8,4.8,
14/03/2017,15:10,,,220,,,,,,4.4,,
14/03/2017,15:20,,,228,,,,,,5.0,,
14/03/2017,15:30,,,221,,,,,,3.9,,
14/03/2017,15:40,,,217,,,,,,4.6,,
14/03/2017,15:50,,,215,,,,,,3.7,,
14/03/2017,16:00,,,216,220,,,,,3.0,4.1,
14/03/2017,16:10,,,224,,,,,,3.9,,
14/03/2017,16:20,,,218,,,,,,3.5,,
14/03/2017,16:30,,,229,,,,,,4.0,,
14/03/2017,16:40,,,227,,,,,,3.8,,
14/03/2017,16:50,,,220,,,,,,4.5,,
14/03/2017,17:00,,,225,224,,,,,4.8,4.1,
14/03/2017,17:10,,,230,,,,,,3.7,,
14/03/2017,17:20,,,229,,,,,,3.8,,
14/03/2017,17:30,,,220,,,,,,3.9,,
14/03/2017,17:40,,,216,,,,,,3.2,,
14/03/2017,17:50,,,204,,,,,,1.9,,
14/03/2017,18:00,,,213,219,,,,,2.1,3.1,
14/03/2017,18:10,,,221,,,,,,2.1,,
14/03/2017,18:20,,,236,,,,,,2.7,,
14/03/2017,18:30,,,237,,,,,,2.5,,
14/03/2017,18:40,,,232,,,,,,2.3,,
14/03/2017,18:50,,,237,,,,,,2.1,,
14/03/2017,19:00,,,227,232,,,,,2.5,2.4,
14/03/2017,19:10,,,227,,,,,,2.1,,
14/03/2017,19:20,,,229,,,,,,2.3,,
14/03/2017,19:30,,,213,,,,,,2.7,,
14/03/2017,19:40,,,214,,,,,,2.9,,
14/03/2017,19:50,,,214,,,,,,3.4,,
14/03/2017,20:00,,,224,220,,,,,2.8,2.7,
14/03/2017,20:10,,,231,,,,,,2.6,,
14/03/2017,20:20,,,232,,,,,,2.5,,
14/03/2017,20:30,,,230,,,,,,2.6,,
14/03/2017,20:40,,,229,,,,,,2.8,,
14/03/2017,20:50,,,230,,,,,,2.3,,
14/03/2017,21:00,,,222,229,,,,,2.6,2.6,
14/03/2017,21:10,,,225,,,,,,2.8,,
14/03/2017,21:20,,,226,,,,,,3.1,,
14/03/2017,21:30,,,224,,,,,,2.9,,
14/03/2017,21:40,,,221,,,,,,2.8,,
14/03/2017,21:50,,,222,,,,,,3.1,,
14/03/2017,22:00,,,225,224,,,,,3.5,3.0,
14/03/2017,22:10,,,215,,,,,,3.6,,
14/03/2017,22:20,,,212,,,,,,2.9,,
14/03/2017,22:30,,,212,,,,,,2.5,,
14/03/2017,22:40,,,212,,,,,,2.7,,
14/03/2017,22:50,,,213,,,,,,2.5,,
14/03/2017,23:00,,,214,213,,,,,2.6,2.8,
14/03/2017,23:10,,,213,,,,,,2.6,,
14/03/2017,23:20,,,215,,,,,,2.4,,
14/03/2017,23:30,,,214,,,,,,2.7,,
14/03/2017,23:40,,,215,,,,,,2.8,,
14/03/2017,23:50,,,211,,,,,,2.6,,
14/03/2017,24:00,,,206,212,234,,,,2.3,2.6,3.2
15/03/2017,00:10,,,185,,,,,,1.3,,
15/03/2017,00:20,,,177,,,,,,0.9,,
15/03/2017,00:30,,,200,,,,,,1.4,,
15/03/2017,00:40,,,154,,,,,,1.9,,
15/03/2017,00:50,,,143,,,,,,2.4,,
15/03/2017,01:00,,,149,168,,,,,2.5,1.7,
15/03/2017,01:10,,,134,,,,,,1.3,,
15/03/2017,01:20,,,129,,,,,,1.5,,
15/03/2017,01:30,,,151,,,,,,1.1,,
15/03/2017,01:40,,,139,,,,,,1.3,,
15/03/2017,01:50,,,139,,,,,,0.8,,
15/03/2017,02:00,,,152,141,,,,,1.5,1.2,
15/03/2017,02:10,,,201,,,,,,1.7,,
15/03/2017,02:20,,,209,,,,,,2.3,,
15/03/2017,02:30,,,158,,,,,,1.7,,
15/03/2017,02:40,,,146,,,,,,1.7,,
15/03/2017,02:50,,,150,,,,,,2.0,,
15/03/2017,03:00,,,148,169,,,,,1.8,1.9,
15/03/2017,03:10,,,147,,,,,,1.6,,
15/03/2017,03:20,,,149,,,,,,1.4,,
15/03/2017,03:30,,,148,,,,,,0.4,,
15/03/2017,03:40,,,207,,,,,,0.7,,
15/03/2017,03:50,,,212,,,,,,1.5,,
15/03/2017,04:00,,,195,176,,,,,1.0,1.1,
15/03/2017,04:10,,,208,,,,,,2.1,,
15/03/2017,04:20,,,207,,,,,,2.8,,
15/03/2017,04:30,,,203,,,,,,1.8,,
15/03/2017,04:40,,,213,,,,,,2.4,,
15/03/2017,04:50,,,212,,,,,,2.6,,
15/03/2017,05:00,,,208,208,,,,,2.4,2.3,
15/03/2017,05:10,,,210,,,,,,2.3,,
15/03/2017,05:20,,,212,,,,,,2.4,,
15/03/2017,05:30,,,219,,,,,,2.0,,
15/03/2017,05:40,,,226,,,,,,2.0,,
15/03/2017,05:50,,,219,,,,,,2.4,,
15/03/2017,06:00,,,215,217,,,,,3.0,2.4,
15/03/2017,06:10,,,213,,,,,,2.9,,
15/03/2017,06:20,,,213,,,,,,2.1,,
15/03/2017,06:30,,,213,,,,,,2.3,,
15/03/2017,06:40,,,214,,,,,,2.3,,
15/03/2017,06:50,,,216,,,,,,2.5,,
15/03/2017,07:00,,,216,214,,,,,2.6,2.5,
15/03/2017,07:10,,,215,,,,,,2.4,,
15/03/2017,07:20,,,214,,,,,,2.2,,
15/03/2017,07:30,,,220,,,,,,2.8,,
15/03/2017,07:40,,,217,,,,,,2.9,,
15/03/2017,07:50,,,213,,,,,,2.9,,
15/03/2017,08:00,,,208,214,,,,,2.6,2.6,
15/03/2017,08:10,,,216,,,,,,3.0,,
15/03/2017,08:20,,,204,,,,,,2.6,,
15/03/2017,08:30,,,201,,,,,,2.6,,
15/03/2017,08:40,,,204,,,,,,3.1,,
15/03/2017,08:50,,,198,,,,,,2.7,,
15/03/2017,09:00,,,203,204,,,,,2.5,2.7,
15/03/2017,09:10,,,184,,,,,,2.3,,
15/03/2017,09:20,,,158,,,,,,2.0,,
15/03/2017,09:30,,,160,,,,,,2.5,,
15/03/2017,09:40,,,157,,,,,,3.9,,
15/03/2017,09:50,,,158,,,,,,3.1,,
15/03/2017,10:00,,,155,162,,,,,3.9,2.9,
15/03/2017,10:10,,,152,,,,,,4.8,,
15/03/2017,10:20,,,154,,,,,,5.5,,
15/03/2017,10:30,,,151,,,,,,6.0,,
15/03/2017,10:40,,,153,,,,,,4.7,,
15/03/2017,10:50,,,155,,,,,,5.0,,
15/03/2017,11:00,,,143,151,,,,,3.5,4.9,
15/03/2017,11:10,,,143,,,,,,4.2,,
15/03/2017,11:20,,,152,,,,,,4.0,,
15/03/2017,11:30,,,160,,,,,,3.4,,
15/03/2017,11:40,,,150,,,,,,3.6,,
15/03/2017,11:50,,,150,,,,,,3.8,,
15/03/2017,12:00,,,151,151,,,,,3.8,3.8,
15/03/2017,12:10,,,154,,,,,,2.5,,
15/03/2017,12:20,,,170,,,,,,3.2,,
15/03/2017,12:30,,,150,,,,,,4.0,,
15/03/2017,12:40,,,149,,,,,,4.0,,
15/03/2017,12:50,,,150,,,,,,3.6,,
15/03/2017,13:00,,,155,155,,,,,3.3,3.4,
15/03/2017,13:10,,,148,,,,,,3.1,,
15/03/2017,13:20,,,142,,,,,,3.5,,
15/03/2017,13:30,,,143,,,,,,2.6,,
15/03/2017,13:40,,,149,,,,,,2.5,,
15/03/2017,13:50,,,152,,,,,,2.6,,
15/03/2017,14:00,,,178,152,,,,,3.0,2.9,
15/03/2017,14:10,,,206,,,,,,3.0,,
15/03/2017,14:20,,,164,,,,,,2.2,,
15/03/2017,14:30,,,172,,,,,,3.0,,
15/03/2017,14:40,,,149,,,,,,3.7,,
15/03/2017,14:50,,,167,,,,,,3.6,,
15/03/2017,15:00,,,156,169,,,,,3.2,3.1,
15/03/2017,15:10,,,151,,,,,,3.8,,
15/03/2017,15:20,,,156,,,,,,3.5,,
15/03/2017,15:30,,,162,,,,,,2.8,,
15/03/2017,15:40,,,150,,,,,,2.5,,
15/03/2017,15:50,,,144,,,,,,2.7,,
15/03/2017,16:00,,,188,158,,,,,2.7,3.0,
15/03/2017,16:10,,,153,,,,,,2.5,,
15/03/2017,16:20,,,172,,,,,,2.1,,
15/03/2017,16:30,,,160,,,,,,2.9,,
15/03/2017,16:40,,,186,,,,,,2.3,,
15/03/2017,16:50,,,160,,,,,,2.3,,
15/03/2017,17:00,,,155,164,,,,,3.3,2.6,
15/03/2017,17:10,,,154,,,,,,2.8,,
15/03/2017,17:20,,,218,,,,,,3.1,,
15/03/2017,17:30,,,227,,,,,,4.2,,
15/03/2017,17:40,,,228,,,,,,2.8,,
15/03/2017,17:50,,,224,,,,,,3.5,,
15/03/2017,18:00,,,215,211,,,,,3.5,3.3,
15/03/2017,18:10,,,217,,,,,,3.5,,
15/03/2017,18:20,,,214,,,,,,3.0,,
15/03/2017,18:30,,,217,,,,,,3.5,,
15/03/2017,18:40,,,223,,,,,,3.6,,
15/03/2017,18:50,,,224,,,,,,3.1,,
15/03/2017,19:00,,,218,219,,,,,2.9,3.3,
15/03/2017,19:10,,,222,,,,,,2.9,,
15/03/2017,19:20,,,224,,,,,,2.5,,
15/03/2017,19:30,,,227,,,,,,2.6,,
15/03/2017,19:40,,,224,,,,,,2.6,,
15/03/2017,19:50,,,227,,,,,,2.2,,
15/03/2017,20:00,,,227,225,,,,,2.4,2.5,
15/03/2017,20:10,,,217,,,,,,2.4,,
15/03/2017,20:20,,,217,,,,,,1.9,,
15/03/2017,20:30,,,215,,,,,,2.7,,
15/03/2017,20:40,,,215,,,,,,2.6,,
15/03/2017,20:50,,,218,,,,,,2.4,,
15/03/2017,21:00,,,218,217,,,,,2.7,2.5,
15/03/2017,21:10,,,225,,,,,,2.5,,
15/03/2017,21:20,,,229,,,,,,2.3,,
15/03/2017,21:30,,,227,,,,,,2.1,,
15/03/2017,21:40,,,159,,,,,,0.8,,
15/03/2017,21:50,,,174,,,,,,0.8,,
15/03/2017,22:00,,,235,208,,,,,1.5,1.7,
15/03/2017,22:10,,,232,,,,,,1.9,,
15/03/2017,22:20,,,232,,,,,,2.2,,
15/03/2017,22:30,,,237,,,,,,2.3,,
15/03/2017,22:40,,,237,,,,,,1.9,,
15/03/2017,22:50,,,233,,,,,,1.3,,
15/03/2017,23:00,,,103,212,,,,,0.2,1.6,
15/03/2017,23:10,,,109,,,,,,0.7,,
15/03/2017,23:20,,,116,,,,,,0.4,,
15/03/2017,23:30,,,210,,,,,,0.9,,
15/03/2017,23:40,,,189,,,,,,0.6,,
15/03/2017,23:50,,,146,,,,,,0.6,,
15/03/2017,24:00,,,152,154,184,,,,2.4,0.9,2.5
16/03/2017,00:10,,,149,,,,,,1.9,,
16/03/2017,00:20,,,157,,,,,,2.2,,
16/03/2017,00:30,,,156,,,,,,1.7,,
16/03/2017,00:40,,,150,,,,,,1.5,,
16/03/2017,00:50,,,158,,,,,,2.2,,
16/03/2017,01:00,,,154,154,,,,,1.7,1.9,
16/03/2017,01:10,,,153,,,,,,1.8,,
16/03/2017,01:20,,,151,,,,,,2.2,,
16/03/2017,01:30,,,141,,,,,,1.3,,
16/03/2017,01:40,,,153,,,,,,0.9,,
16/03/2017,01:50,,,165,,,,,,0.4,,
16/03/2017,02:00,,,186,158,,,,,0.6,1.2,
16/03/2017,02:10,,,171,,,,,,0.7,,
16/03/2017,02:20,,,205,,,,,,0.6,,
16/03/2017,02:30,,,182,,,,,,0.4,,
16/03/2017,02:40,,,193,,,,,,0.3,,
16/03/2017,02:50,,,186,,,,,,0.6,,
16/03/2017,03:00,,,152,181,,,,,0.8,0.6,
16/03/2017,03:10,,,147,,,,,,1.8,,
16/03/2017,03:20,,,153,,,,,,1.5,,
16/03/2017,03:30,,,154,,,,,,2.1,,
16/03/2017,03:40,,,153,,,,,,1.7,,
16/03/2017,03:50,,,143,,,,,,0.9,,
16/03/2017,04:00,,,106,143,,,,,0.1,1.4,
16/03/2017,04:10,,,141,,,,,,1.0,,
16/03/2017,04:20,,,9,,,,,,0.3,,
16/03/2017,04:30,,,151,,,,,,0.8,,
16/03/2017,04:40,,,188,,,,,,0.4,,
16/03/2017,04:50,,,227,,,,,,0.4,,
16/03/2017,05:00,,,253,162,,,,,0.4,0.5,
16/03/2017,05:10,,,220,,,,,,0.8,,
16/03/2017,05:20,,,194,,,,,,0.2,,
16/03/2017,05:30,,,250,,,,,,0.3,,
16/03/2017,05:40,,,241,,,,,,0.9,,
16/03/2017,05:50,,,185,,,,,,0.2,,
16/03/2017,06:00,,,260,225,,,,,0.2,0.4,
16/03/2017,06:10,,,241,,,,,,0.6,,
16/03/2017,06:20,,,242,,,,,,1.0,,
16/03/2017,06:30,,,240,,,,,,0.9,,
16/03/2017,06:40,,,260,,,,,,1.1,,
16/03/2017,06:50,,,259,,,,,,1.1,,
16/03/2017,07:00,,,247,248,,,,,1.1,1.0,
16/03/2017,07:10,,,226,,,,,,1.6,,
16/03/2017,07:20,,,242,,,,,,1.4,,
16/03/2017,07:30,,,240,,,,,,1.6,,
16/03/2017,07:40,,,244,,,,,,1.1,,
16/03/2017,07:50,,,171,,,,,,0.8,,
16/03/2017,08:00,,,157,214,,,,,1.4,1.3,
16/03/2017,08:10,,,154,,,,,,1.5,,
16/03/2017,08:20,,,145,,,,,,1.6,,
16/03/2017,08:30,,,150,,,,,,1.5,,
16/03/2017,08:40,,,142,,,,,,1.1,,
16/03/2017,08:50,,,143,,,,,,1.0,,
16/03/2017,09:00,,,150,147,,,,,0.6,1.2,
16/03/2017,09:10,,,150,,,,,,1.5,,
16/03/2017,09:20,,,145,,,,,,1.6,,
16/03/2017,09:30,,,109,,,,,,0.8,,
16/03/2017,09:40,,,23,,,,,,0.7,,
16/03/2017,09:50,,,71,,,,,,1.2,,
16/03/2017,10:00,,,77,96,,,,,0.9,1.1,
16/03/2017,10:10,,,38,,,,,,1.1,,
16/03/2017,10:20,,,88,,,,,,1.1,,
16/03/2017,10:30,,,48,,,,,,1.6,,
16/03/2017,10:40,,,50,,,,,,1.8,,
16/03/2017,10:50,,,41,,,,,,1.7,,
16/03/2017,11:00,,,64,55,,,,,1.5,1.5,
16/03/2017,11:10,,,53,,,,,,1.1,,
16/03/2017,11:20,,,80,,,,,,1.4,,
16/03/2017,11:30,,,69,,,,,,1.7,,
16/03/2017,11:40,,,47,,,,,,1.8,,
16/03/2017,11:50,,,84,,,,,,1.3,,
16/03/2017,12:00,,,61,65,,,,,2.4,1.6,
16/03/2017,12:10,,,65,,,,,,1.8,,
16/03/2017,12:20,,,64,,,,,,1.9,,
16/03/2017,12:30,,,55,,,,,,2.5,,
16/03/2017,12:40,,,72,,,,,,1.8,,
16/03/2017,12:50,,,99,,,,,,2.4,,
16/03/2017,13:00,,,50,67,,,,,1.9,2.0,
16/03/2017,13:10,,,40,,,,,,2.9,,
16/03/2017,13:20,,,50,,,,,,1.6,,
16/03/2017,13:30,,,58,,,,,,1.7,,
