"Table for Takapuna Time Range: 01/08/2012 00:00 to 01/09/2012 00:00"
"Source",,,"AC Takapuna WDR 10min average",,"AC Takapuna WDR_RAW 10min average","AC Takapuna WDR_RAW 1h average",,"AC Takapuna WSP 10min average","AC Takapuna WSP 1h average",,"AC Takapuna WSP_RAW 10min average","AC Takapuna WSP_RAW 1h average"
"Date","Time","AC Takapuna WDR 10min average [°]","AC Takapuna WDR 1h average [°]","AC Takapuna WDR_RAW 10min average [°]","AC Takapuna WDR_RAW 1h average [°]","AC Takapuna WDR_RAW 24h average [°]","AC Takapuna WSP 10min average [m/s]","AC Takapuna WSP 1h average [m/s]","AC Takapuna WSP 24h average [m/s]","AC Takapuna WSP_RAW 10min average [m/s]","AC Takapuna WSP_RAW 1h average [m/s]","AC Takapuna WSP_RAW 24h average [m/s]"
11/08/2012,15:00,69,68,69,68,,5.9,5.6,,5.9,5.6,
11/08/2012,15:10,72,,72,,,5.3,,,5.3,,
11/08/2012,15:20,66,,66,,,5.4,,,5.4,,
11/08/2012,15:30,71,,71,,,4.7,,,4.7,,
11/08/2012,15:40,75,,75,,,4.9,,,4.9,,
11/08/2012,15:50,71,,71,,,5.1,,,5.1,,
11/08/2012,16:00,68,70,68,70,,5.2,5.1,,5.2,5.1,
11/08/2012,16:10,72,,72,,,5.6,,,5.6,,
11/08/2012,16:20,72,,72,,,5.5,,,5.5,,
11/08/2012,16:30,70,,70,,,5.6,,,5.6,,
11/08/2012,16:40,68,,68,,,5.8,,,5.8,,
11/08/2012,16:50,67,,67,,,5.3,,,5.3,,
11/08/2012,17:00,70,70,70,70,,5.9,5.6,,5.9,5.6,
11/08/2012,17:10,66,,66,,,5.3,,,5.3,,
11/08/2012,17:20,68,,68,,,5.1,,,5.1,,
11/08/2012,17:30,73,,73,,,5.8,,,5.8,,
11/08/2012,17:40,73,,73,,,4.7,,,4.7,,
11/08/2012,17:50,71,,71,,,5.7,,,5.7,,
11/08/2012,18:00,70,70,70,70,,5.4,5.4,,5.4,5.4,
11/08/2012,18:10,66,,66,,,5.7,,,5.7,,
11/08/2012,18:20,66,,66,,,5.6,,,5.6,,
11/08/2012,18:30,67,,67,,,5.7,,,5.7,,
11/08/2012,18:40,69,,69,,,5.5,,,5.5,,
11/08/2012,18:50,73,,73,,,5.6,,,5.6,,
11/08/2012,19:00,71,69,71,69,,5.6,5.6,,5.6,5.6,
11/08/2012,19:10,70,,70,,,5.6,,,5.6,,
11/08/2012,19:20,69,,69,,,5.8,,,5.8,,
11/08/2012,19:30,65,,65,,,5.7,,,5.7,,
11/08/2012,19:40,64,,64,,,5.1,,,5.1,,
11/08/2012,19:50,66,,66,,,5.6,,,5.6,,
11/08/2012,20:00,67,67,67,67,,5.4,5.5,,5.4,5.5,
11/08/2012,20:10,66,,66,,,5.7,,,5.7,,
11/08/2012,20:20,67,,67,,,6.2,,,6.2,,
11/08/2012,20:30,64,,64,,,6.4,,,6.4,,
11/08/2012,20:40,63,,63,,,5.5,,,5.5,,
11/08/2012,20:50,64,,64,,,5.8,,,5.8,,
11/08/2012,21:00,65,65,65,65,,5.8,5.9,,5.8,5.9,
11/08/2012,21:10,68,,68,,,5.7,,,5.7,,
11/08/2012,21:20,64,,64,,,5.4,,,5.4,,
11/08/2012,21:30,63,,63,,,5.0,,,5.0,,
11/08/2012,21:40,65,,65,,,5.4,,,5.4,,
11/08/2012,21:50,61,,61,,,5.3,,,5.3,,
11/08/2012,22:00,60,64,60,64,,5.0,5.3,,5.0,5.3,
11/08/2012,22:10,62,,62,,,5.3,,,5.3,,
11/08/2012,22:20,60,,60,,,5.1,,,5.1,,
11/08/2012,22:30,57,,57,,,5.4,,,5.4,,
11/08/2012,22:40,61,,61,,,4.7,,,4.7,,
11/08/2012,22:50,61,,61,,,5.6,,,5.6,,
11/08/2012,23:00,57,60,57,60,,5.9,5.3,,5.9,5.3,
11/08/2012,23:10,61,,61,,,5.5,,,5.5,,
11/08/2012,23:20,60,,60,,,6.2,,,6.2,,
11/08/2012,23:30,63,,63,,,6.2,,,6.2,,
11/08/2012,23:40,62,,62,,,5.6,,,5.6,,
11/08/2012,23:50,62,,62,,,4.7,,,4.7,,
11/08/2012,24:00,59,61,59,61,100,4.3,5.4,4.0,4.3,5.4,4.0
12/08/2012,00:10,60,,60,,,4.6,,,4.6,,
12/08/2012,00:20,60,,60,,,4.2,,,4.2,,
12/08/2012,00:30,63,,63,,,3.6,,,3.6,,
12/08/2012,00:40,61,,61,,,4.0,,,4.0,,
12/08/2012,00:50,54,,54,,,4.1,,,4.1,,
12/08/2012,01:00,46,57,46,57,,3.3,4.0,,3.3,4.0,
12/08/2012,01:10,40,,40,,,3.2,,,3.2,,
12/08/2012,01:20,37,,37,,,3.8,,,3.8,,
12/08/2012,01:30,46,,46,,,3.7,,,3.7,,
12/08/2012,01:40,60,,60,,,3.2,,,3.2,,
12/08/2012,01:50,56,,56,,,3.7,,,3.7,,
12/08/2012,02:00,51,48,51,48,,6.0,3.9,,6.0,3.9,
12/08/2012,02:10,44,,44,,,5.8,,,5.8,,
12/08/2012,02:20,40,,40,,,6.2,,,6.2,,
12/08/2012,02:30,36,,36,,,5.3,,,5.3,,
12/08/2012,02:40,31,,31,,,5.2,,,5.2,,
12/08/2012,02:50,30,,30,,,5.7,,,5.7,,
12/08/2012,03:00,18,33,18,33,,3.8,5.3,,3.8,5.3,
12/08/2012,03:10,19,,19,,,4.4,,,4.4,,
12/08/2012,03:20,5,,5,,,3.5,,,3.5,,
12/08/2012,03:30,10,,10,,,2.6,,,2.6,,
12/08/2012,03:40,3,,3,,,1.8,,,1.8,,
12/08/2012,03:50,4,,4,,,2.1,,,2.1,,
12/08/2012,04:00,20,10,20,10,,1.6,2.7,,1.6,2.7,
12/08/2012,04:10,24,,24,,,1.9,,,1.9,,
12/08/2012,04:20,29,,29,,,2.4,,,2.4,,
12/08/2012,04:30,26,,26,,,2.0,,,2.0,,
12/08/2012,04:40,15,,15,,,1.8,,,1.8,,
12/08/2012,04:50,21,,21,,,1.6,,,1.6,,
12/08/2012,05:00,26,24,26,24,,1.7,1.9,,1.7,1.9,
12/08/2012,05:10,20,,20,,,1.9,,,1.9,,
12/08/2012,05:20,17,,17,,,1.9,,,1.9,,
12/08/2012,05:30,24,,24,,,1.6,,,1.6,,
12/08/2012,05:40,38,,38,,,1.4,,,1.4,,
12/08/2012,05:50,44,,44,,,1.5,,,1.5,,
12/08/2012,06:00,36,30,36,30,,2.4,1.8,,2.4,1.8,
12/08/2012,06:10,27,,27,,,2.0,,,2.0,,
12/08/2012,06:20,19,,19,,,1.2,,,1.2,,
12/08/2012,06:30,19,,19,,,1.5,,,1.5,,
12/08/2012,06:40,27,,27,,,1.9,,,1.9,,
12/08/2012,06:50,34,,34,,,2.0,,,2.0,,
12/08/2012,07:00,34,27,34,27,,2.3,1.8,,2.3,1.8,
12/08/2012,07:10,37,,37,,,2.3,,,2.3,,
12/08/2012,07:20,30,,30,,,2.4,,,2.4,,
12/08/2012,07:30,30,,30,,,2.0,,,2.0,,
12/08/2012,07:40,27,,27,,,1.5,,,1.5,,
12/08/2012,07:50,17,,17,,,2.2,,,2.2,,
12/08/2012,08:00,14,26,14,26,,1.6,2.0,,1.6,2.0,
12/08/2012,08:10,25,,25,,,1.8,,,1.8,,
12/08/2012,08:20,20,,20,,,1.7,,,1.7,,
12/08/2012,08:30,29,,29,,,1.7,,,1.7,,
12/08/2012,08:40,24,,24,,,1.9,,,1.9,,
12/08/2012,08:50,14,,14,,,2.0,,,2.0,,
12/08/2012,09:00,12,21,12,21,,1.3,1.7,,1.3,1.7,
12/08/2012,09:10,12,,12,,,1.6,,,1.6,,
12/08/2012,09:20,5,,5,,,1.2,,,1.2,,
12/08/2012,09:30,15,,15,,,1.4,,,1.4,,
12/08/2012,09:40,6,,6,,,1.0,,,1.0,,
12/08/2012,09:50,356,,356,,,1.5,,,1.5,,
12/08/2012,10:00,6,67,6,67,,1.4,1.4,,1.4,1.4,
12/08/2012,10:10,13,,13,,,1.2,,,1.2,,
12/08/2012,10:20,36,,36,,,1.6,,,1.6,,
12/08/2012,10:30,12,,12,,,1.3,,,1.3,,
12/08/2012,10:40,20,,20,,,1.7,,,1.7,,
12/08/2012,10:50,30,,30,,,1.5,,,1.5,,
12/08/2012,11:00,36,24,36,24,,1.1,1.4,,1.1,1.4,
12/08/2012,11:10,15,,15,,,0.9,,,0.9,,
12/08/2012,11:20,0,,0,,,1.1,,,1.1,,
12/08/2012,11:30,313,,313,,,1.5,,,1.5,,
12/08/2012,11:40,308,,308,,,2.2,,,2.2,,
12/08/2012,11:50,307,,307,,,2.5,,,2.5,,
12/08/2012,12:00,305,208,305,208,,2.2,1.7,,2.2,1.7,
12/08/2012,12:10,309,,309,,,2.4,,,2.4,,
12/08/2012,12:20,299,,299,,,3.0,,,3.0,,
12/08/2012,12:30,302,,302,,,2.5,,,2.5,,
12/08/2012,12:40,288,,288,,,3.2,,,3.2,,
12/08/2012,12:50,309,,309,,,2.3,,,2.3,,
12/08/2012,13:00,289,299,289,299,,3.8,2.9,,3.8,2.9,
12/08/2012,13:10,307,,307,,,1.7,,,1.7,,
12/08/2012,13:20,303,,303,,,2.6,,,2.6,,
12/08/2012,13:30,268,,268,,,4.5,,,4.5,,
12/08/2012,13:40,293,,293,,,2.8,,,2.8,,
12/08/2012,13:50,298,,298,,,3.0,,,3.0,,
12/08/2012,14:00,289,293,289,293,,3.6,3.0,,3.6,3.0,
12/08/2012,14:10,292,,292,,,3.3,,,3.3,,
12/08/2012,14:20,292,,292,,,3.2,,,3.2,,
12/08/2012,14:30,293,,293,,,3.3,,,3.3,,
12/08/2012,14:40,290,,290,,,3.8,,,3.8,,
12/08/2012,14:50,293,,293,,,3.6,,,3.6,,
12/08/2012,15:00,283,291,283,291,,3.3,3.4,,3.3,3.4,
12/08/2012,15:10,282,,282,,,4.0,,,4.0,,
12/08/2012,15:20,287,,287,,,4.1,,,4.1,,
12/08/2012,15:30,268,,268,,,3.0,,,3.0,,
12/08/2012,15:40,273,,273,,,2.8,,,2.8,,
12/08/2012,15:50,268,,268,,,3.1,,,3.1,,
12/08/2012,16:00,266,274,266,274,,3.6,3.4,,3.6,3.4,
12/08/2012,16:10,265,,265,,,3.5,,,3.5,,
12/08/2012,16:20,262,,262,,,3.5,,,3.5,,
12/08/2012,16:30,264,,264,,,2.8,,,2.8,,
12/08/2012,16:40,267,,267,,,2.6,,,2.6,,
12/08/2012,16:50,262,,262,,,2.2,,,2.2,,
12/08/2012,17:00,275,266,275,266,,2.0,2.8,,2.0,2.8,
12/08/2012,17:10,278,,278,,,2.1,,,2.1,,
12/08/2012,17:20,275,,275,,,1.5,,,1.5,,
12/08/2012,17:30,274,,274,,,1.0,,,1.0,,
12/08/2012,17:40,295,,295,,,0.4,,,0.4,,
12/08/2012,17:50,297,,297,,,0.2,,,0.2,,
12/08/2012,18:00,354,295,354,295,,0.9,1.0,,0.9,1.0,
12/08/2012,18:10,347,,347,,,0.8,,,0.8,,
12/08/2012,18:20,336,,336,,,0.8,,,0.8,,
12/08/2012,18:30,319,,319,,,0.6,,,0.6,,
12/08/2012,18:40,305,,305,,,0.5,,,0.5,,
12/08/2012,18:50,318,,318,,,0.5,,,0.5,,
12/08/2012,19:00,341,328,341,328,,0.9,0.7,,0.9,0.7,
12/08/2012,19:10,331,,331,,,0.8,,,0.8,,
12/08/2012,19:20,332,,332,,,0.6,,,0.6,,
12/08/2012,19:30,332,,332,,,0.5,,,0.5,,
12/08/2012,19:40,332,,332,,,0.4,,,0.4,,
12/08/2012,19:50,333,,333,,,0.6,,,0.6,,
12/08/2012,20:00,24,280,24,280,,0.5,0.6,,0.5,0.6,
12/08/2012,20:10,314,,314,,,0.4,,,0.4,,
12/08/2012,20:20,289,,289,,,0.3,,,0.3,,
12/08/2012,20:30,276,,276,,,0.2,,,0.2,,
12/08/2012,20:40,277,,277,,,0.2,,,0.2,,
12/08/2012,20:50,285,,285,,,0.1,,,0.1,,
12/08/2012,21:00,300,290,300,290,,0.6,0.3,,0.6,0.3,
12/08/2012,21:10,307,,307,,,0.2,,,0.2,,
12/08/2012,21:20,307,,307,,,0.4,,,0.4,,
12/08/2012,21:30,307,,307,,,0.1,,,0.1,,
12/08/2012,21:40,1,,1,,,0.4,,,0.4,,
12/08/2012,21:50,12,,12,,,0.3,,,0.3,,
12/08/2012,22:00,78,168,78,168,,0.9,0.4,,0.9,0.4,
12/08/2012,22:10,50,,50,,,0.7,,,0.7,,
12/08/2012,22:20,320,,320,,,0.9,,,0.9,,
12/08/2012,22:30,3,,3,,,0.7,,,0.7,,
12/08/2012,22:40,328,,328,,,0.7,,,0.7,,
12/08/2012,22:50,330,,330,,,0.6,,,0.6,,
12/08/2012,23:00,9,173,9,173,,1.1,0.8,,1.1,0.8,
12/08/2012,23:10,19,,19,,,1.6,,,1.6,,
12/08/2012,23:20,21,,21,,,1.4,,,1.4,,
12/08/2012,23:30,32,,32,,,1.5,,,1.5,,
12/08/2012,23:40,33,,33,,,0.9,,,0.9,,
12/08/2012,23:50,51,,51,,,1.1,,,1.1,,
12/08/2012,24:00,96,42,96,42,149,0.8,1.2,2.1,0.8,1.2,2.1
13/08/2012,00:10,83,,83,,,1.2,,,1.2,,
13/08/2012,00:20,85,,85,,,2.2,,,2.2,,
13/08/2012,00:30,120,,120,,,1.9,,,1.9,,
13/08/2012,00:40,181,,181,,,1.4,,,1.4,,
13/08/2012,00:50,190,,190,,,0.9,,,0.9,,
13/08/2012,01:00,198,143,198,143,,0.5,1.3,,0.5,1.3,
13/08/2012,01:10,129,,129,,,0.3,,,0.3,,
13/08/2012,01:20,224,,224,,,0.4,,,0.4,,
13/08/2012,01:30,211,,211,,,0.2,,,0.2,,
13/08/2012,01:40,130,,130,,,1.5,,,1.5,,
13/08/2012,01:50,146,,146,,,1.9,,,1.9,,
13/08/2012,02:00,125,161,125,161,,1.9,1.0,,1.9,1.0,
13/08/2012,02:10,72,,72,,,1.4,,,1.4,,
13/08/2012,02:20,78,,78,,,1.5,,,1.5,,
13/08/2012,02:30,77,,77,,,0.6,,,0.6,,
13/08/2012,02:40,243,,243,,,1.1,,,1.1,,
13/08/2012,02:50,261,,261,,,2.4,,,2.4,,
13/08/2012,03:00,266,166,266,166,,1.8,1.5,,1.8,1.5,
13/08/2012,03:10,256,,256,,,1.4,,,1.4,,
13/08/2012,03:20,254,,254,,,0.7,,,0.7,,
13/08/2012,03:30,258,,258,,,0.6,,,0.6,,
13/08/2012,03:40,260,,260,,,0.9,,,0.9,,
13/08/2012,03:50,264,,264,,,1.3,,,1.3,,
13/08/2012,04:00,271,260,271,260,,1.4,1.1,,1.4,1.1,
13/08/2012,04:10,277,,277,,,1.9,,,1.9,,
13/08/2012,04:20,266,,266,,,1.5,,,1.5,,
13/08/2012,04:30,277,,277,,,1.5,,,1.5,,
13/08/2012,04:40,270,,270,,,1.9,,,1.9,,
13/08/2012,04:50,277,,277,,,1.8,,,1.8,,
13/08/2012,05:00,274,274,274,274,,1.8,1.7,,1.8,1.7,
13/08/2012,05:10,267,,267,,,1.9,,,1.9,,
13/08/2012,05:20,276,,276,,,2.1,,,2.1,,
13/08/2012,05:30,284,,284,,,2.8,,,2.8,,
13/08/2012,05:40,292,,292,,,3.2,,,3.2,,
13/08/2012,05:50,279,,279,,,4.5,,,4.5,,
13/08/2012,06:00,270,278,270,278,,3.7,3.0,,3.7,3.0,
13/08/2012,06:10,265,,265,,,3.5,,,3.5,,
13/08/2012,06:20,267,,267,,,3.4,,,3.4,,
13/08/2012,06:30,265,,265,,,3.8,,,3.8,,
13/08/2012,06:40,256,,256,,,3.3,,,3.3,,
13/08/2012,06:50,254,,254,,,2.7,,,2.7,,
13/08/2012,07:00,255,260,255,260,,2.7,3.2,,2.7,3.2,
13/08/2012,07:10,256,,256,,,3.2,,,3.2,,
13/08/2012,07:20,254,,254,,,2.7,,,2.7,,
13/08/2012,07:30,260,,260,,,3.3,,,3.3,,
13/08/2012,07:40,262,,262,,,3.5,,,3.5,,
13/08/2012,07:50,262,,262,,,3.7,,,3.7,,
13/08/2012,08:00,262,259,262,259,,3.6,3.3,,3.6,3.3,
13/08/2012,08:10,258,,258,,,3.6,,,3.6,,
13/08/2012,08:20,260,,260,,,3.3,,,3.3,,
13/08/2012,08:30,257,,257,,,3.5,,,3.5,,
13/08/2012,08:40,257,,257,,,3.5,,,3.5,,
13/08/2012,08:50,258,,258,,,3.3,,,3.3,,
13/08/2012,09:00,262,259,262,259,,3.4,3.4,,3.4,3.4,
13/08/2012,09:10,267,,267,,,3.2,,,3.2,,
13/08/2012,09:20,265,,265,,,3.5,,,3.5,,
13/08/2012,09:30,270,,270,,,3.1,,,3.1,,
13/08/2012,09:40,273,,273,,,3.5,,,3.5,,
13/08/2012,09:50,267,,267,,,2.4,,,2.4,,
13/08/2012,10:00,254,266,254,266,,2.7,3.1,,2.7,3.1,
13/08/2012,10:10,250,,250,,,2.8,,,2.8,,
13/08/2012,10:20,252,,252,,,3.8,,,3.8,,
13/08/2012,10:30,271,,271,,,4.6,,,4.6,,
13/08/2012,10:40,269,,269,,,5.1,,,5.1,,
13/08/2012,10:50,265,,265,,,4.9,,,4.9,,
13/08/2012,11:00,270,263,270,263,,5.5,4.4,,5.5,4.4,
13/08/2012,11:10,263,,263,,,5.3,,,5.3,,
13/08/2012,11:20,270,,270,,,5.1,,,5.1,,
13/08/2012,11:30,260,,260,,,4.6,,,4.6,,
13/08/2012,11:40,257,,257,,,4.7,,,4.7,,
13/08/2012,11:50,271,,271,,,4.3,,,4.3,,
13/08/2012,12:00,267,265,267,265,,4.6,4.8,,4.6,4.8,
13/08/2012,12:10,251,,251,,,4.0,,,4.0,,
13/08/2012,12:20,255,,255,,,2.5,,,2.5,,
13/08/2012,12:30,249,,249,,,3.1,,,3.1,,
13/08/2012,12:40,258,,258,,,3.9,,,3.9,,
13/08/2012,12:50,268,,268,,,5.3,,,5.3,,
13/08/2012,13:00,278,260,278,260,,5.3,4.0,,5.3,4.0,
13/08/2012,13:10,262,,262,,,5.5,,,5.5,,
13/08/2012,13:20,266,,266,,,4.4,,,4.4,,
13/08/2012,13:30,264,,264,,,4.6,,,4.6,,
13/08/2012,13:40,266,,266,,,4.7,,,4.7,,
13/08/2012,13:50,269,,269,,,4.8,,,4.8,,
13/08/2012,14:00,256,264,256,264,,4.1,4.7,,4.1,4.7,
13/08/2012,14:10,234,,234,,,2.8,,,2.8,,
13/08/2012,14:20,242,,242,,,2.6,,,2.6,,
13/08/2012,14:30,245,,245,,,2.5,,,2.5,,
13/08/2012,14:40,262,,262,,,3.0,,,3.0,,
13/08/2012,14:50,271,,271,,,4.9,,,4.9,,
13/08/2012,15:00,274,255,274,255,,4.9,3.5,,4.9,3.5,
13/08/2012,15:10,259,,259,,,4.3,,,4.3,,
13/08/2012,15:20,258,,258,,,4.4,,,4.4,,
13/08/2012,15:30,267,,267,,,3.7,,,3.7,,
13/08/2012,15:40,264,,264,,,3.3,,,3.3,,
13/08/2012,15:50,269,,269,,,4.7,,,4.7,,
13/08/2012,16:00,272,265,272,265,,5.4,4.3,,5.4,4.3,
13/08/2012,16:10,269,,269,,,4.3,,,4.3,,
13/08/2012,16:20,269,,269,,,3.6,,,3.6,,
13/08/2012,16:30,266,,266,,,4.4,,,4.4,,
13/08/2012,16:40,276,,276,,,3.8,,,3.8,,
13/08/2012,16:50,273,,273,,,3.6,,,3.6,,
13/08/2012,17:00,274,271,274,271,,3.8,3.9,,3.8,3.9,
13/08/2012,17:10,272,,272,,,3.4,,,3.4,,
13/08/2012,17:20,276,,276,,,3.4,,,3.4,,
13/08/2012,17:30,292,,292,,,3.2,,,3.2,,
13/08/2012,17:40,294,,294,,,2.2,,,2.2,,
13/08/2012,17:50,292,,292,,,2.0,,,2.0,,
13/08/2012,18:00,274,283,274,283,,2.0,2.7,,2.0,2.7,
13/08/2012,18:10,283,,283,,,1.4,,,1.4,,
13/08/2012,18:20,296,,296,,,1.0,,,1.0,,
13/08/2012,18:30,285,,285,,,1.4,,,1.4,,
13/08/2012,18:40,288,,288,,,1.2,,,1.2,,
13/08/2012,18:50,290,,290,,,1.5,,,1.5,,
13/08/2012,19:00,278,286,278,286,,2.4,1.5,,2.4,1.5,
13/08/2012,19:10,273,,273,,,2.7,,,2.7,,
13/08/2012,19:20,275,,275,,,2.3,,,2.3,,
13/08/2012,19:30,291,,291,,,1.6,,,1.6,,
13/08/2012,19:40,297,,297,,,1.3,,,1.3,,
13/08/2012,19:50,276,,276,,,0.7,,,0.7,,
13/08/2012,20:00,283,283,283,283,,1.0,1.6,,1.0,1.6,
13/08/2012,20:10,277,,277,,,0.9,,,0.9,,
13/08/2012,20:20,265,,265,,,0.3,,,0.3,,
13/08/2012,20:30,258,,258,,,0.3,,,0.3,,
13/08/2012,20:40,230,,230,,,0.7,,,0.7,,
13/08/2012,20:50,231,,231,,,0.5,,,0.5,,
13/08/2012,21:00,348,268,348,268,,0.4,0.5,,0.4,0.5,
13/08/2012,21:10,347,,347,,,0.6,,,0.6,,
13/08/2012,21:20,334,,334,,,0.5,,,0.5,,
13/08/2012,21:30,331,,331,,,0.4,,,0.4,,
13/08/2012,21:40,325,,325,,,0.5,,,0.5,,
13/08/2012,21:50,314,,314,,,0.6,,,0.6,,
13/08/2012,22:00,299,325,299,325,,0.6,0.5,,0.6,0.5,
13/08/2012,22:10,311,,311,,,1.1,,,1.1,,
13/08/2012,22:20,290,,290,,,2.6,,,2.6,,
13/08/2012,22:30,281,,281,,,2.3,,,2.3,,
13/08/2012,22:40,272,,272,,,1.5,,,1.5,,
13/08/2012,22:50,277,,277,,,1.8,,,1.8,,
13/08/2012,23:00,286,286,286,286,,2.4,1.9,,2.4,1.9,
13/08/2012,23:10,293,,293,,,2.2,,,2.2,,
13/08/2012,23:20,293,,293,,,2.3,,,2.3,,
13/08/2012,23:30,272,,272,,,2.5,,,2.5,,
13/08/2012,23:40,277,,277,,,2.6,,,2.6,,
13/08/2012,23:50,284,,284,,,1.8,,,1.8,,
13/08/2012,24:00,304,287,304,287,258,0.8,2.0,2.6,0.8,2.0,2.6
14/08/2012,00:10,319,,319,,,0.5,,,0.5,,
14/08/2012,00:20,278,,278,,,0.6,,,0.6,,
14/08/2012,00:30,256,,256,,,0.3,,,0.3,,
14/08/2012,00:40,305,,305,,,1.0,,,1.0,,
14/08/2012,00:50,287,,287,,,1.5,,,1.5,,
14/08/2012,01:00,294,290,294,290,,1.0,0.8,,1.0,0.8,
14/08/2012,01:10,298,,298,,,1.0,,,1.0,,
14/08/2012,01:20,308,,308,,,0.5,,,0.5,,
14/08/2012,01:30,289,,289,,,1.1,,,1.1,,
14/08/2012,01:40,284,,284,,,1.8,,,1.8,,
14/08/2012,01:50,283,,283,,,2.5,,,2.5,,
14/08/2012,02:00,276,290,276,290,,3.3,1.7,,3.3,1.7,
14/08/2012,02:10,272,,272,,,3.3,,,3.3,,
14/08/2012,02:20,272,,272,,,3.5,,,3.5,,
14/08/2012,02:30,266,,266,,,2.8,,,2.8,,
14/08/2012,02:40,262,,262,,,3.0,,,3.0,,
14/08/2012,02:50,266,,266,,,2.9,,,2.9,,
14/08/2012,03:00,268,267,268,267,,3.1,3.1,,3.1,3.1,
14/08/2012,03:10,264,,264,,,3.0,,,3.0,,
14/08/2012,03:20,264,,264,,,2.9,,,2.9,,
14/08/2012,03:30,261,,261,,,2.5,,,2.5,,
14/08/2012,03:40,274,,274,,,2.7,,,2.7,,
14/08/2012,03:50,287,,287,,,2.8,,,2.8,,
14/08/2012,04:00,297,274,297,274,,2.1,2.7,,2.1,2.7,
14/08/2012,04:10,291,,291,,,1.5,,,1.5,,
14/08/2012,04:20,271,,271,,,1.1,,,1.1,,
14/08/2012,04:30,293,,293,,,0.8,,,0.8,,
14/08/2012,04:40,287,,287,,,1.4,,,1.4,,
14/08/2012,04:50,228,,228,,,0.8,,,0.8,,
14/08/2012,05:00,230,267,230,267,,0.3,1.0,,0.3,1.0,
14/08/2012,05:10,219,,219,,,0.5,,,0.5,,
14/08/2012,05:20,257,,257,,,0.9,,,0.9,,
14/08/2012,05:30,257,,257,,,1.1,,,1.1,,
14/08/2012,05:40,258,,258,,,1.4,,,1.4,,
14/08/2012,05:50,260,,260,,,1.3,,,1.3,,
14/08/2012,06:00,258,251,258,251,,1.6,1.1,,1.6,1.1,
14/08/2012,06:10,274,,274,,,2.0,,,2.0,,
14/08/2012,06:20,282,,282,,,2.1,,,2.1,,
14/08/2012,06:30,282,,282,,,1.6,,,1.6,,
14/08/2012,06:40,290,,290,,,1.8,,,1.8,,
14/08/2012,06:50,281,,281,,,1.9,,,1.9,,
14/08/2012,07:00,263,279,263,279,,1.3,1.8,,1.3,1.8,
14/08/2012,07:10,276,,276,,,1.1,,,1.1,,
14/08/2012,07:20,263,,263,,,1.0,,,1.0,,
14/08/2012,07:30,241,,241,,,1.1,,,1.1,,
14/08/2012,07:40,238,,238,,,0.9,,,0.9,,
14/08/2012,07:50,249,,249,,,0.5,,,0.5,,
14/08/2012,08:00,234,250,234,250,,0.8,0.9,,0.8,0.9,
14/08/2012,08:10,228,,228,,,0.8,,,0.8,,
14/08/2012,08:20,265,,265,,,1.0,,,1.0,,
14/08/2012,08:30,288,,288,,,0.9,,,0.9,,
14/08/2012,08:40,295,,295,,,1.2,,,1.2,,
14/08/2012,08:50,291,,291,,,0.9,,,0.9,,
14/08/2012,09:00,295,277,295,277,,0.6,0.9,,0.6,0.9,
14/08/2012,09:10,298,,298,,,0.8,,,0.8,,
14/08/2012,09:20,301,,301,,,1.3,,,1.3,,
14/08/2012,09:30,282,,282,,,1.1,,,1.1,,
14/08/2012,09:40,306,,306,,,1.3,,,1.3,,
14/08/2012,09:50,321,,321,,,1.2,,,1.2,,
14/08/2012,10:00,308,303,308,303,,1.8,1.2,,1.8,1.2,
14/08/2012,10:10,285,,285,,,3.3,,,3.3,,
14/08/2012,10:20,292,,292,,,3.7,,,3.7,,
14/08/2012,10:30,293,,293,,,3.4,,,3.4,,
14/08/2012,10:40,288,,288,,,3.1,,,3.1,,
14/08/2012,10:50,290,,290,,,3.6,,,3.6,,
14/08/2012,11:00,284,289,284,289,,3.3,3.4,,3.3,3.4,
14/08/2012,11:10,293,,293,,,2.7,,,2.7,,
14/08/2012,11:20,284,,284,,,3.3,,,3.3,,
14/08/2012,11:30,294,,294,,,3.1,,,3.1,,
14/08/2012,11:40,297,,297,,,3.9,,,3.9,,
14/08/2012,11:50,292,,292,,,4.1,,,4.1,,
14/08/2012,12:00,274,289,274,289,,4.6,3.6,,4.6,3.6,
14/08/2012,12:10,277,,277,,,3.9,,,3.9,,
14/08/2012,12:20,274,,274,,,4.0,,,4.0,,
14/08/2012,12:30,295,,295,,,4.0,,,4.0,,
14/08/2012,12:40,289,,289,,,4.5,,,4.5,,
14/08/2012,12:50,293,,293,,,3.6,,,3.6,,
14/08/2012,13:00,284,285,284,285,,3.9,4.0,,3.9,4.0,
14/08/2012,13:10,270,,270,,,5.3,,,5.3,,
14/08/2012,13:20,272,,272,,,5.2,,,5.2,,
14/08/2012,13:30,286,,286,,,5.5,,,5.5,,
14/08/2012,13:40,268,,268,,,5.0,,,5.0,,
14/08/2012,13:50,291,,291,,,5.6,,,5.6,,
14/08/2012,14:00,290,280,290,280,,6.0,5.4,,6.0,5.4,
14/08/2012,14:10,287,,287,,,4.6,,,4.6,,
14/08/2012,14:20,293,,293,,,5.4,,,5.4,,
14/08/2012,14:30,286,,286,,,5.5,,,5.5,,
14/08/2012,14:40,270,,270,,,4.4,,,4.4,,
14/08/2012,14:50,267,,267,,,5.8,,,5.8,,
