"Table for Takapuna Time Range: 01/08/2012 00:00 to 01/09/2012 00:00"
"Source",,,"AC Takapuna WDR 10min average",,"AC Takapuna WDR_RAW 10min average","AC Takapuna WDR_RAW 1h average",,"AC Takapuna WSP 10min average","AC Takapuna WSP 1h average",,"AC Takapuna WSP_RAW 10min average","AC Takapuna WSP_RAW 1h average"
"Date","Time","AC Takapuna WDR 10min average [°]","AC Takapuna WDR 1h average [°]","AC Takapuna WDR_RAW 10min average [°]","AC Takapuna WDR_RAW 1h average [°]","AC Takapuna WDR_RAW 24h average [°]","AC Takapuna WSP 10min average [m/s]","AC Takapuna WSP 1h average [m/s]","AC Takapuna WSP 24h average [m/s]","AC Takapuna WSP_RAW 10min average [m/s]","AC Takapuna WSP_RAW 1h average [m/s]","AC Takapuna WSP_RAW 24h average [m/s]"
16/08/2012,14:50,256,,256,,,4.5,,,4.5,,
16/08/2012,15:00,257,258,257,258,,5.0,4.6,,5.0,4.6,
16/08/2012,15:10,261,,261,,,4.8,,,4.8,,
16/08/2012,15:20,269,,269,,,4.5,,,4.5,,
16/08/2012,15:30,271,,271,,,4.8,,,4.8,,
16/08/2012,15:40,282,,282,,,4.2,,,4.2,,
16/08/2012,15:50,270,,270,,,3.8,,,3.8,,
16/08/2012,16:00,269,270,269,270,,5.2,4.6,,5.2,4.6,
16/08/2012,16:10,265,,265,,,4.8,,,4.8,,
16/08/2012,16:20,265,,265,,,4.9,,,4.9,,
16/08/2012,16:30,264,,264,,,5.0,,,5.0,,
16/08/2012,16:40,274,,274,,,4.4,,,4.4,,
16/08/2012,16:50,273,,273,,,4.3,,,4.3,,
16/08/2012,17:00,268,268,268,268,,5.4,4.8,,5.4,4.8,
16/08/2012,17:10,253,,253,,,2.6,,,2.6,,
16/08/2012,17:20,270,,270,,,2.2,,,2.2,,
16/08/2012,17:30,271,,271,,,2.4,,,2.4,,
16/08/2012,17:40,274,,274,,,3.2,,,3.2,,
16/08/2012,17:50,275,,275,,,3.3,,,3.3,,
16/08/2012,18:00,276,270,276,270,,2.7,2.7,,2.7,2.7,
16/08/2012,18:10,274,,274,,,2.5,,,2.5,,
16/08/2012,18:20,278,,278,,,2.4,,,2.4,,
16/08/2012,18:30,277,,277,,,2.1,,,2.1,,
16/08/2012,18:40,267,,267,,,1.9,,,1.9,,
16/08/2012,18:50,274,,274,,,2.0,,,2.0,,
16/08/2012,19:00,277,274,277,274,,1.6,2.1,,1.6,2.1,
16/08/2012,19:10,269,,269,,,1.3,,,1.3,,
16/08/2012,19:20,296,,296,,,0.9,,,0.9,,
16/08/2012,19:30,296,,296,,,1.3,,,1.3,,
16/08/2012,19:40,291,,291,,,1.2,,,1.2,,
16/08/2012,19:50,286,,286,,,0.6,,,0.6,,
16/08/2012,20:00,272,285,272,285,,0.2,0.9,,0.2,0.9,
16/08/2012,20:10,277,,277,,,0.1,,,0.1,,
16/08/2012,20:20,277,,277,,,0.1,,,0.1,,
16/08/2012,20:30,275,,275,,,0.2,,,0.2,,
16/08/2012,20:40,278,,278,,,0.1,,,0.1,,
16/08/2012,20:50,294,,294,,,0.3,,,0.3,,
16/08/2012,21:00,314,286,314,286,,0.2,0.2,,0.2,0.2,
16/08/2012,21:10,306,,306,,,0.2,,,0.2,,
16/08/2012,21:20,307,,307,,,0.2,,,0.2,,
16/08/2012,21:30,267,,267,,,0.4,,,0.4,,
16/08/2012,21:40,272,,272,,,0.4,,,0.4,,
16/08/2012,21:50,216,,216,,,0.7,,,0.7,,
16/08/2012,22:00,252,270,252,270,,1.5,0.5,,1.5,0.5,
16/08/2012,22:10,277,,277,,,2.7,,,2.7,,
16/08/2012,22:20,274,,274,,,2.9,,,2.9,,
16/08/2012,22:30,283,,283,,,1.6,,,1.6,,
16/08/2012,22:40,275,,275,,,2.0,,,2.0,,
16/08/2012,22:50,273,,273,,,2.2,,,2.2,,
16/08/2012,23:00,233,269,233,269,,0.7,2.0,,0.7,2.0,
16/08/2012,23:10,254,,254,,,0.4,,,0.4,,
16/08/2012,23:20,263,,263,,,0.2,,,0.2,,
16/08/2012,23:30,263,,263,,,0.3,,,0.3,,
16/08/2012,23:40,263,,263,,,0.2,,,0.2,,
16/08/2012,23:50,246,,246,,,0.2,,,0.2,,
16/08/2012,24:00,241,255,241,255,267,0.1,0.2,2.6,0.1,0.2,2.6
17/08/2012,00:10,241,,241,,,0.1,,,0.1,,
17/08/2012,00:20,241,,241,,,0.3,,,0.3,,
17/08/2012,00:30,241,,241,,,0.5,,,0.5,,
17/08/2012,00:40,241,,241,,,0.4,,,0.4,,
17/08/2012,00:50,237,,237,,,0.6,,,0.6,,
17/08/2012,01:00,228,238,228,238,,0.1,0.3,,0.1,0.3,
17/08/2012,01:10,228,,228,,,0.1,,,0.1,,
17/08/2012,01:20,228,,228,,,0.4,,,0.4,,
17/08/2012,01:30,249,,249,,,0.6,,,0.6,,
17/08/2012,01:40,282,,282,,,0.6,,,0.6,,
17/08/2012,01:50,286,,286,,,0.2,,,0.2,,
17/08/2012,02:00,286,260,286,260,,0.3,0.4,,0.3,0.4,
17/08/2012,02:10,273,,273,,,0.4,,,0.4,,
17/08/2012,02:20,243,,243,,,0.5,,,0.5,,
17/08/2012,02:30,244,,244,,,0.4,,,0.4,,
17/08/2012,02:40,244,,244,,,0.4,,,0.4,,
17/08/2012,02:50,244,,244,,,0.3,,,0.3,,
17/08/2012,03:00,244,249,244,249,,0.2,0.4,,0.2,0.4,
17/08/2012,03:10,216,,216,,,0.8,,,0.8,,
17/08/2012,03:20,201,,201,,,0.3,,,0.3,,
17/08/2012,03:30,218,,218,,,0.4,,,0.4,,
17/08/2012,03:40,270,,270,,,0.7,,,0.7,,
17/08/2012,03:50,300,,300,,,0.8,,,0.8,,
17/08/2012,04:00,303,251,303,251,,0.4,0.6,,0.4,0.6,
17/08/2012,04:10,260,,260,,,0.5,,,0.5,,
17/08/2012,04:20,251,,251,,,0.6,,,0.6,,
17/08/2012,04:30,256,,256,,,0.5,,,0.5,,
17/08/2012,04:40,263,,263,,,0.6,,,0.6,,
17/08/2012,04:50,256,,256,,,0.5,,,0.5,,
17/08/2012,05:00,279,261,279,261,,0.8,0.6,,0.8,0.6,
17/08/2012,05:10,272,,272,,,0.9,,,0.9,,
17/08/2012,05:20,282,,282,,,1.0,,,1.0,,
17/08/2012,05:30,278,,278,,,0.8,,,0.8,,
17/08/2012,05:40,283,,283,,,0.7,,,0.7,,
17/08/2012,05:50,298,,298,,,0.9,,,0.9,,
17/08/2012,06:00,292,284,292,284,,0.5,0.8,,0.5,0.8,
17/08/2012,06:10,304,,304,,,0.7,,,0.7,,
17/08/2012,06:20,298,,298,,,1.0,,,1.0,,
17/08/2012,06:30,290,,290,,,0.3,,,0.3,,
17/08/2012,06:40,315,,315,,,0.9,,,0.9,,
17/08/2012,06:50,309,,309,,,0.9,,,0.9,,
17/08/2012,07:00,314,305,314,305,,1.1,0.8,,1.1,0.8,
17/08/2012,07:10,311,,311,,,1.1,,,1.1,,
17/08/2012,07:20,312,,312,,,1.1,,,1.1,,
17/08/2012,07:30,304,,304,,,0.8,,,0.8,,
17/08/2012,07:40,286,,286,,,0.2,,,0.2,,
17/08/2012,07:50,305,,305,,,0.8,,,0.8,,
17/08/2012,08:00,306,304,306,304,,0.9,0.8,,0.9,0.8,
17/08/2012,08:10,310,,310,,,1.0,,,1.0,,
17/08/2012,08:20,309,,309,,,0.9,,,0.9,,
17/08/2012,08:30,316,,316,,,0.9,,,0.9,,
17/08/2012,08:40,321,,321,,,0.7,,,0.7,,
17/08/2012,08:50,307,,307,,,1.1,,,1.1,,
17/08/2012,09:00,307,312,307,312,,1.6,1.0,,1.6,1.0,
17/08/2012,09:10,306,,306,,,1.5,,,1.5,,
17/08/2012,09:20,302,,302,,,2.0,,,2.0,,
17/08/2012,09:30,303,,303,,,1.6,,,1.6,,
17/08/2012,09:40,296,,296,,,2.0,,,2.0,,
17/08/2012,09:50,282,,282,,,2.3,,,2.3,,
17/08/2012,10:00,283,295,283,295,,2.0,1.9,,2.0,1.9,
17/08/2012,10:10,285,,285,,,1.7,,,1.7,,
17/08/2012,10:20,276,,276,,,2.1,,,2.1,,
17/08/2012,10:30,257,,257,,,2.5,,,2.5,,
17/08/2012,10:40,261,,261,,,2.5,,,2.5,,
17/08/2012,10:50,265,,265,,,2.6,,,2.6,,
17/08/2012,11:00,284,271,284,271,,2.9,2.4,,2.9,2.4,
17/08/2012,11:10,279,,279,,,4.0,,,4.0,,
17/08/2012,11:20,275,,275,,,3.6,,,3.6,,
17/08/2012,11:30,284,,284,,,3.6,,,3.6,,
17/08/2012,11:40,286,,286,,,3.8,,,3.8,,
17/08/2012,11:50,282,,282,,,3.4,,,3.4,,
17/08/2012,12:00,261,278,261,278,,3.5,3.6,,3.5,3.6,
17/08/2012,12:10,283,,283,,,3.5,,,3.5,,
17/08/2012,12:20,278,,278,,,3.5,,,3.5,,
17/08/2012,12:30,284,,284,,,3.8,,,3.8,,
17/08/2012,12:40,276,,276,,,3.0,,,3.0,,
17/08/2012,12:50,270,,270,,,2.6,,,2.6,,
17/08/2012,13:00,281,279,281,279,,4.0,3.4,,4.0,3.4,
17/08/2012,13:10,282,,282,,,3.4,,,3.4,,
17/08/2012,13:20,280,,280,,,3.7,,,3.7,,
17/08/2012,13:30,255,,255,,,3.3,,,3.3,,
17/08/2012,13:40,255,,255,,,3.9,,,3.9,,
17/08/2012,13:50,272,,272,,,3.9,,,3.9,,
17/08/2012,14:00,269,269,269,269,,3.6,3.6,,3.6,3.6,
17/08/2012,14:10,266,,266,,,3.6,,,3.6,,
17/08/2012,14:20,271,,271,,,4.5,,,4.5,,
17/08/2012,14:30,264,,264,,,4.6,,,4.6,,
17/08/2012,14:40,261,,261,,,4.4,,,4.4,,
17/08/2012,14:50,268,,268,,,3.7,,,3.7,,
17/08/2012,15:00,266,266,266,266,,4.0,4.1,,4.0,4.1,
17/08/2012,15:10,264,,264,,,4.0,,,4.0,,
17/08/2012,15:20,258,,258,,,3.2,,,3.2,,
17/08/2012,15:30,263,,263,,,3.2,,,3.2,,
17/08/2012,15:40,265,,265,,,3.6,,,3.6,,
17/08/2012,15:50,263,,263,,,3.1,,,3.1,,
17/08/2012,16:00,261,262,261,262,,2.9,3.3,,2.9,3.3,
17/08/2012,16:10,263,,263,,,2.6,,,2.6,,
17/08/2012,16:20,267,,267,,,2.7,,,2.7,,
17/08/2012,16:30,272,,272,,,2.9,,,2.9,,
17/08/2012,16:40,279,,279,,,3.3,,,3.3,,
17/08/2012,16:50,261,,261,,,2.1,,,2.1,,
17/08/2012,17:00,257,266,257,266,,2.4,2.7,,2.4,2.7,
17/08/2012,17:10,264,,264,,,2.2,,,2.2,,
17/08/2012,17:20,261,,261,,,2.1,,,2.1,,
17/08/2012,17:30,262,,262,,,2.1,,,2.1,,
17/08/2012,17:40,260,,260,,,1.9,,,1.9,,
17/08/2012,17:50,264,,264,,,1.4,,,1.4,,
17/08/2012,18:00,270,263,270,263,,1.4,1.9,,1.4,1.9,
17/08/2012,18:10,272,,272,,,1.4,,,1.4,,
17/08/2012,18:20,273,,273,,,0.9,,,0.9,,
17/08/2012,18:30,266,,266,,,0.7,,,0.7,,
17/08/2012,18:40,268,,268,,,0.3,,,0.3,,
17/08/2012,18:50,275,,275,,,0.4,,,0.4,,
17/08/2012,19:00,286,273,286,273,,0.1,0.6,,0.1,0.6,
17/08/2012,19:10,286,,286,,,0.2,,,0.2,,
17/08/2012,19:20,286,,286,,,0.1,,,0.1,,
17/08/2012,19:30,286,,286,,,0.3,,,0.3,,
17/08/2012,19:40,286,,286,,,0.1,,,0.1,,
17/08/2012,19:50,290,,290,,,0.5,,,0.5,,
17/08/2012,20:00,291,288,291,288,,0.2,0.2,,0.2,0.2,
17/08/2012,20:10,291,,291,,,0.3,,,0.3,,
17/08/2012,20:20,291,,291,,,0.1,,,0.1,,
17/08/2012,20:30,317,,317,,,0.6,,,0.6,,
17/08/2012,20:40,329,,329,,,0.3,,,0.3,,
17/08/2012,20:50,305,,305,,,1.1,,,1.1,,
17/08/2012,21:00,319,309,319,309,,1.3,0.6,,1.3,0.6,
17/08/2012,21:10,326,,326,,,0.9,,,0.9,,
17/08/2012,21:20,302,,302,,,0.9,,,0.9,,
17/08/2012,21:30,291,,291,,,0.9,,,0.9,,
17/08/2012,21:40,302,,302,,,0.9,,,0.9,,
17/08/2012,21:50,325,,325,,,0.7,,,0.7,,
17/08/2012,22:00,315,310,315,310,,0.8,0.8,,0.8,0.8,
17/08/2012,22:10,296,,296,,,0.3,,,0.3,,
17/08/2012,22:20,296,,296,,,0.2,,,0.2,,
17/08/2012,22:30,296,,296,,,0.4,,,0.4,,
17/08/2012,22:40,296,,296,,,0.3,,,0.3,,
17/08/2012,22:50,286,,286,,,0.6,,,0.6,,
17/08/2012,23:00,314,298,314,298,,0.6,0.4,,0.6,0.4,
17/08/2012,23:10,2,,2,,,0.6,,,0.6,,
17/08/2012,23:20,339,,339,,,0.8,,,0.8,,
17/08/2012,23:30,18,,18,,,0.8,,,0.8,,
17/08/2012,23:40,42,,42,,,0.7,,,0.7,,
17/08/2012,23:50,70,,70,,,0.4,,,0.4,,
17/08/2012,24:00,71,90,71,90,270,0.1,0.6,1.5,0.1,0.6,1.5
18/08/2012,00:10,71,,71,,,0.4,,,0.4,,
18/08/2012,00:20,81,,81,,,0.6,,,0.6,,
18/08/2012,00:30,288,,288,,,0.7,,,0.7,,
18/08/2012,00:40,226,,226,,,0.5,,,0.5,,
18/08/2012,00:50,110,,110,,,1.4,,,1.4,,
18/08/2012,01:00,61,140,61,140,,1.5,0.8,,1.5,0.8,
18/08/2012,01:10,39,,39,,,1.9,,,1.9,,
18/08/2012,01:20,20,,20,,,1.6,,,1.6,,
18/08/2012,01:30,304,,304,,,1.0,,,1.0,,
18/08/2012,01:40,257,,257,,,1.8,,,1.8,,
18/08/2012,01:50,258,,258,,,1.7,,,1.7,,
18/08/2012,02:00,241,187,241,187,,0.4,1.4,,0.4,1.4,
18/08/2012,02:10,224,,224,,,0.1,,,0.1,,
18/08/2012,02:20,224,,224,,,0.0,,,0.0,,
18/08/2012,02:30,232,,232,,,0.2,,,0.2,,
18/08/2012,02:40,272,,272,,,0.3,,,0.3,,
18/08/2012,02:50,296,,296,,,0.5,,,0.5,,
18/08/2012,03:00,340,265,340,265,,0.4,0.3,,0.4,0.3,
18/08/2012,03:10,339,,339,,,0.3,,,0.3,,
18/08/2012,03:20,339,,339,,,0.3,,,0.3,,
18/08/2012,03:30,228,,228,,,0.4,,,0.4,,
18/08/2012,03:40,233,,233,,,0.5,,,0.5,,
18/08/2012,03:50,263,,263,,,0.5,,,0.5,,
18/08/2012,04:00,277,280,277,280,,0.4,0.4,,0.4,0.4,
18/08/2012,04:10,278,,278,,,0.8,,,0.8,,
18/08/2012,04:20,287,,287,,,0.9,,,0.9,,
18/08/2012,04:30,289,,289,,,1.5,,,1.5,,
18/08/2012,04:40,294,,294,,,2.1,,,2.1,,
18/08/2012,04:50,286,,286,,,2.6,,,2.6,,
18/08/2012,05:00,271,284,271,284,,2.3,1.7,,2.3,1.7,
18/08/2012,05:10,278,,278,,,2.5,,,2.5,,
18/08/2012,05:20,274,,274,,,2.1,,,2.1,,
18/08/2012,05:30,269,,269,,,2.4,,,2.4,,
18/08/2012,05:40,275,,275,,,2.8,,,2.8,,
18/08/2012,05:50,272,,272,,,2.6,,,2.6,,
18/08/2012,06:00,271,273,271,273,,2.6,2.5,,2.6,2.5,
18/08/2012,06:10,276,,276,,,2.5,,,2.5,,
18/08/2012,06:20,284,,284,,,2.7,,,2.7,,
18/08/2012,06:30,275,,275,,,2.5,,,2.5,,
18/08/2012,06:40,275,,275,,,2.6,,,2.6,,
18/08/2012,06:50,270,,270,,,2.1,,,2.1,,
18/08/2012,07:00,272,275,272,275,,2.0,2.4,,2.0,2.4,
18/08/2012,07:10,276,,276,,,1.8,,,1.8,,
18/08/2012,07:20,273,,273,,,1.9,,,1.9,,
18/08/2012,07:30,268,,268,,,2.0,,,2.0,,
18/08/2012,07:40,293,,293,,,2.1,,,2.1,,
18/08/2012,07:50,278,,278,,,2.1,,,2.1,,
18/08/2012,08:00,285,279,285,279,,2.1,2.0,,2.1,2.0,
18/08/2012,08:10,284,,284,,,2.9,,,2.9,,
18/08/2012,08:20,271,,271,,,2.5,,,2.5,,
18/08/2012,08:30,273,,273,,,3.0,,,3.0,,
18/08/2012,08:40,267,,267,,,2.8,,,2.8,,
18/08/2012,08:50,261,,261,,,2.7,,,2.7,,
18/08/2012,09:00,260,269,260,269,,2.5,2.8,,2.5,2.8,
18/08/2012,09:10,268,,268,,,3.1,,,3.1,,
18/08/2012,09:20,272,,272,,,3.4,,,3.4,,
18/08/2012,09:30,266,,266,,,3.2,,,3.2,,
18/08/2012,09:40,267,,267,,,3.7,,,3.7,,
18/08/2012,09:50,268,,268,,,4.1,,,4.1,,
18/08/2012,10:00,258,266,258,266,,3.5,3.5,,3.5,3.5,
18/08/2012,10:10,268,,268,,,3.8,,,3.8,,
18/08/2012,10:20,260,,260,,,3.9,,,3.9,,
18/08/2012,10:30,268,,268,,,3.8,,,3.8,,
18/08/2012,10:40,273,,273,,,4.7,,,4.7,,
18/08/2012,10:50,271,,271,,,4.4,,,4.4,,
18/08/2012,11:00,249,265,249,265,,3.6,4.0,,3.6,4.0,
18/08/2012,11:10,261,,261,,,3.9,,,3.9,,
18/08/2012,11:20,253,,253,,,4.0,,,4.0,,
18/08/2012,11:30,256,,256,,,4.4,,,4.4,,
18/08/2012,11:40,251,,251,,,3.9,,,3.9,,
18/08/2012,11:50,264,,264,,,4.5,,,4.5,,
18/08/2012,12:00,260,257,260,257,,4.4,4.2,,4.4,4.2,
18/08/2012,12:10,257,,257,,,2.8,,,2.8,,
18/08/2012,12:20,260,,260,,,3.5,,,3.5,,
18/08/2012,12:30,275,,275,,,4.7,,,4.7,,
18/08/2012,12:40,269,,269,,,4.2,,,4.2,,
18/08/2012,12:50,272,,272,,,3.3,,,3.3,,
18/08/2012,13:00,274,268,274,268,,3.8,3.7,,3.8,3.7,
18/08/2012,13:10,248,,248,,,2.7,,,2.7,,
18/08/2012,13:20,255,,255,,,3.8,,,3.8,,
18/08/2012,13:30,261,,261,,,3.4,,,3.4,,
18/08/2012,13:40,255,,255,,,3.8,,,3.8,,
18/08/2012,13:50,267,,267,,,3.4,,,3.4,,
18/08/2012,14:00,271,259,271,259,,4.2,3.5,,4.2,3.5,
18/08/2012,14:10,261,,261,,,3.1,,,3.1,,
18/08/2012,14:20,271,,271,,,4.1,,,4.1,,
18/08/2012,14:30,255,,255,,,3.1,,,3.1,,
18/08/2012,14:40,264,,264,,,3.2,,,3.2,,
18/08/2012,14:50,270,,270,,,3.4,,,3.4,,
18/08/2012,15:00,261,264,261,264,,3.1,3.3,,3.1,3.3,
18/08/2012,15:10,252,,252,,,3.3,,,3.3,,
18/08/2012,15:20,248,,248,,,3.4,,,3.4,,
18/08/2012,15:30,257,,257,,,3.1,,,3.1,,
18/08/2012,15:40,278,,278,,,4.4,,,4.4,,
18/08/2012,15:50,268,,268,,,3.9,,,3.9,,
18/08/2012,16:00,261,261,261,261,,2.3,3.4,,2.3,3.4,
18/08/2012,16:10,258,,258,,,2.7,,,2.7,,
18/08/2012,16:20,255,,255,,,2.7,,,2.7,,
18/08/2012,16:30,260,,260,,,2.7,,,2.7,,
18/08/2012,16:40,257,,257,,,2.5,,,2.5,,
18/08/2012,16:50,251,,251,,,1.7,,,1.7,,
18/08/2012,17:00,264,257,264,257,,2.0,2.4,,2.0,2.4,
18/08/2012,17:10,261,,261,,,2.7,,,2.7,,
18/08/2012,17:20,273,,273,,,2.1,,,2.1,,
18/08/2012,17:30,271,,271,,,2.2,,,2.2,,
18/08/2012,17:40,270,,270,,,1.8,,,1.8,,
18/08/2012,17:50,268,,268,,,1.6,,,1.6,,
18/08/2012,18:00,271,269,271,269,,1.8,2.0,,1.8,2.0,
18/08/2012,18:10,269,,269,,,1.9,,,1.9,,
18/08/2012,18:20,270,,270,,,2.1,,,2.1,,
18/08/2012,18:30,267,,267,,,1.6,,,1.6,,
18/08/2012,18:40,272,,272,,,1.7,,,1.7,,
18/08/2012,18:50,278,,278,,,1.5,,,1.5,,
18/08/2012,19:00,278,272,278,272,,1.5,1.7,,1.5,1.7,
18/08/2012,19:10,281,,281,,,1.4,,,1.4,,
18/08/2012,19:20,295,,295,,,0.7,,,0.7,,
18/08/2012,19:30,302,,302,,,0.6,,,0.6,,
18/08/2012,19:40,289,,289,,,0.5,,,0.5,,
18/08/2012,19:50,286,,286,,,0.2,,,0.2,,
18/08/2012,20:00,279,289,279,289,,0.3,0.6,,0.3,0.6,
18/08/2012,20:10,273,,273,,,0.4,,,0.4,,
18/08/2012,20:20,290,,290,,,0.4,,,0.4,,
18/08/2012,20:30,306,,306,,,0.8,,,0.8,,
18/08/2012,20:40,329,,329,,,0.9,,,0.9,,
18/08/2012,20:50,307,,307,,,1.0,,,1.0,,
18/08/2012,21:00,312,303,312,303,,1.0,0.7,,1.0,0.7,
18/08/2012,21:10,312,,312,,,1.2,,,1.2,,
18/08/2012,21:20,315,,315,,,1.0,,,1.0,,
18/08/2012,21:30,306,,306,,,0.7,,,0.7,,
18/08/2012,21:40,315,,315,,,0.8,,,0.8,,
18/08/2012,21:50,318,,318,,,1.0,,,1.0,,
18/08/2012,22:00,303,312,303,312,,0.5,0.9,,0.5,0.9,
18/08/2012,22:10,279,,279,,,0.3,,,0.3,,
18/08/2012,22:20,326,,326,,,0.5,,,0.5,,
18/08/2012,22:30,317,,317,,,0.6,,,0.6,,
18/08/2012,22:40,308,,308,,,0.5,,,0.5,,
18/08/2012,22:50,284,,284,,,1.0,,,1.0,,
18/08/2012,23:00,282,299,282,299,,1.9,0.8,,1.9,0.8,
18/08/2012,23:10,272,,272,,,1.6,,,1.6,,
18/08/2012,23:20,281,,281,,,1.5,,,1.5,,
18/08/2012,23:30,278,,278,,,1.3,,,1.3,,
18/08/2012,23:40,247,,247,,,0.9,,,0.9,,
18/08/2012,23:50,238,,238,,,0.7,,,0.7,,
18/08/2012,24:00,255,262,255,262,265,0.5,1.1,2.1,0.5,1.1,2.1
19/08/2012,00:10,238,,238,,,0.7,,,0.7,,
19/08/2012,00:20,231,,231,,,0.7,,,0.7,,
19/08/2012,00:30,259,,259,,,0.8,,,0.8,,
19/08/2012,00:40,280,,280,,,0.6,,,0.6,,
19/08/2012,00:50,288,,288,,,1.0,,,1.0,,
19/08/2012,01:00,299,266,299,266,,0.7,0.7,,0.7,0.7,
19/08/2012,01:10,321,,321,,,0.6,,,0.6,,
19/08/2012,01:20,357,,357,,,0.6,,,0.6,,
19/08/2012,01:30,12,,12,,,0.6,,,0.6,,
19/08/2012,01:40,22,,22,,,0.7,,,0.7,,
19/08/2012,01:50,324,,324,,,0.9,,,0.9,,
19/08/2012,02:00,289,221,289,221,,0.8,0.7,,0.8,0.7,
19/08/2012,02:10,299,,299,,,0.2,,,0.2,,
19/08/2012,02:20,307,,307,,,0.8,,,0.8,,
19/08/2012,02:30,313,,313,,,0.5,,,0.5,,
19/08/2012,02:40,338,,338,,,0.5,,,0.5,,
19/08/2012,02:50,358,,358,,,0.3,,,0.3,,
19/08/2012,03:00,3,270,3,270,,0.2,0.4,,0.2,0.4,
19/08/2012,03:10,3,,3,,,0.2,,,0.2,,
19/08/2012,03:20,54,,54,,,0.7,,,0.7,,
19/08/2012,03:30,58,,58,,,0.6,,,0.6,,
19/08/2012,03:40,4,,4,,,0.2,,,0.2,,
19/08/2012,03:50,295,,295,,,0.5,,,0.5,,
19/08/2012,04:00,295,118,295,118,,0.3,0.4,,0.3,0.4,
19/08/2012,04:10,333,,333,,,0.3,,,0.3,,
19/08/2012,04:20,13,,13,,,0.7,,,0.7,,
19/08/2012,04:30,37,,37,,,1.0,,,1.0,,
19/08/2012,04:40,65,,65,,,0.8,,,0.8,,
19/08/2012,04:50,67,,67,,,0.6,,,0.6,,
19/08/2012,05:00,48,94,48,94,,0.8,0.7,,0.8,0.7,
19/08/2012,05:10,56,,56,,,0.4,,,0.4,,
19/08/2012,05:20,56,,56,,,0.0,,,0.0,,
19/08/2012,05:30,56,,56,,,0.3,,,0.3,,
19/08/2012,05:40,56,,56,,,0.7,,,0.7,,
19/08/2012,05:50,52,,52,,,1.1,,,1.1,,
19/08/2012,06:00,44,53,44,53,,0.9,0.6,,0.9,0.6,
19/08/2012,06:10,40,,40,,,0.5,,,0.5,,
19/08/2012,06:20,40,,40,,,0.4,,,0.4,,
19/08/2012,06:30,40,,40,,,0.3,,,0.3,,
19/08/2012,06:40,40,,40,,,0.5,,,0.5,,
19/08/2012,06:50,44,,44,,,0.7,,,0.7,,
19/08/2012,07:00,52,42,52,42,,1.0,0.6,,1.0,0.6,
19/08/2012,07:10,43,,43,,,1.0,,,1.0,,
19/08/2012,07:20,34,,34,,,0.7,,,0.7,,
19/08/2012,07:30,45,,45,,,0.4,,,0.4,,
19/08/2012,07:40,53,,53,,,0.6,,,0.6,,
19/08/2012,07:50,66,,66,,,0.7,,,0.7,,
19/08/2012,08:00,64,51,64,51,,1.0,0.7,,1.0,0.7,
19/08/2012,08:10,58,,58,,,1.2,,,1.2,,
19/08/2012,08:20,55,,55,,,0.7,,,0.7,,
19/08/2012,08:30,43,,43,,,0.7,,,0.7,,
19/08/2012,08:40,41,,41,,,0.7,,,0.7,,
19/08/2012,08:50,49,,49,,,1.1,,,1.1,,
19/08/2012,09:00,27,45,27,45,,0.6,0.8,,0.6,0.8,
19/08/2012,09:10,25,,25,,,1.0,,,1.0,,
19/08/2012,09:20,12,,12,,,1.4,,,1.4,,
19/08/2012,09:30,354,,354,,,1.0,,,1.0,,
19/08/2012,09:40,349,,349,,,1.0,,,1.0,,
19/08/2012,09:50,6,,6,,,1.2,,,1.2,,
19/08/2012,10:00,34,130,34,130,,1.5,1.2,,1.5,1.2,
19/08/2012,10:10,73,,73,,,2.3,,,2.3,,
19/08/2012,10:20,70,,70,,,2.6,,,2.6,,
19/08/2012,10:30,73,,73,,,3.0,,,3.0,,
19/08/2012,10:40,67,,67,,,3.1,,,3.1,,
19/08/2012,10:50,65,,65,,,2.9,,,2.9,,
19/08/2012,11:00,59,68,59,68,,2.8,2.8,,2.8,2.8,
19/08/2012,11:10,58,,58,,,2.5,,,2.5,,
19/08/2012,11:20,62,,62,,,2.7,,,2.7,,
19/08/2012,11:30,59,,59,,,3.2,,,3.2,,
19/08/2012,11:40,55,,55,,,3.6,,,3.6,,
19/08/2012,11:50,57,,57,,,3.2,,,3.2,,
19/08/2012,12:00,54,58,54,58,,3.0,3.0,,3.0,3.0,
19/08/2012,12:10,65,,65,,,3.0,,,3.0,,
19/08/2012,12:20,70,,70,,,3.4,,,3.4,,
19/08/2012,12:30,58,,58,,,2.4,,,2.4,,
19/08/2012,12:40,47,,47,,,2.5,,,2.5,,
19/08/2012,12:50,51,,51,,,2.4,,,2.4,,
19/08/2012,13:00,52,57,52,57,,2.1,2.6,,2.1,2.6,
19/08/2012,13:10,49,,49,,,2.7,,,2.7,,
19/08/2012,13:20,47,,47,,,3.5,,,3.5,,
19/08/2012,13:30,39,,39,,,3.2,,,3.2,,
19/08/2012,13:40,44,,44,,,3.8,,,3.8,,
19/08/2012,13:50,47,,47,,,3.3,,,3.3,,
19/08/2012,14:00,40,44,40,44,,3.0,3.2,,3.0,3.2,
19/08/2012,14:10,42,,42,,,2.8,,,2.8,,
19/08/2012,14:20,46,,46,,,3.3,,,3.3,,
19/08/2012,14:30,59,,59,,,2.7,,,2.7,,
19/08/2012,14:40,59,,59,,,2.9,,,2.9,,
