"Table for Glen Eden Time Range: 01/01/2017 00:00 to 01/02/2017 00:00"
"Source",,,"AC Glen Eden WDR 10min average",,"AC Glen Eden WDR_RAW 10min average","AC Glen Eden WDR_RAW 1h average",,"AC Glen Eden WSP 10min average","AC Glen Eden WSP 1h average",,"AC Glen Eden WSP_RAW 10min average","AC Glen Eden WSP_RAW 1h average"
"Date","Time","AC Glen Eden WDR 10min average [°]","AC Glen Eden WDR 1h average [°]","AC Glen Eden WDR_RAW 10min average [°]","AC Glen Eden WDR_RAW 1h average [°]","AC Glen Eden WDR_RAW 24h average [°]","AC Glen Eden WSP 10min average [m/s]","AC Glen Eden WSP 1h average [m/s]","AC Glen Eden WSP 24h average [m/s]","AC Glen Eden WSP_RAW 10min average [m/s]","AC Glen Eden WSP_RAW 1h average [m/s]","AC Glen Eden WSP_RAW 24h average [m/s]"
30/01/2017,02:00,,,254,205,,,,,0.3,0.5,
30/01/2017,02:10,,,71,,,,,,0.4,,
30/01/2017,02:20,,,22,,,,,,0.4,,
30/01/2017,02:30,,,131,,,,,,0.5,,
30/01/2017,02:40,,,171,,,,,,0.7,,
30/01/2017,02:50,,,237,,,,,,0.9,,
30/01/2017,03:00,,,287,153,,,,,0.9,0.6,
30/01/2017,03:10,,,215,,,,,,0.6,,
30/01/2017,03:20,,,318,,,,,,1.1,,
30/01/2017,03:30,,,309,,,,,,0.6,,
30/01/2017,03:40,,,0,,,,,,0.9,,
30/01/2017,03:50,,,358,,,,,,1.2,,
30/01/2017,04:00,,,3,200,,,,,1.6,1.0,
30/01/2017,04:10,,,1,,,,,,0.9,,
30/01/2017,04:20,,,175,,,,,,0.5,,
30/01/2017,04:30,,,156,,,,,,0.5,,
30/01/2017,04:40,,,163,,,,,,0.6,,
30/01/2017,04:50,,,160,,,,,,0.4,,
30/01/2017,05:00,,,163,136,,,,,0.3,0.5,
30/01/2017,05:10,,,182,,,,,,0.3,,
30/01/2017,05:20,,,314,,,,,,0.5,,
30/01/2017,05:30,,,31,,,,,,0.2,,
30/01/2017,05:40,,,149,,,,,,0.4,,
30/01/2017,05:50,,,312,,,,,,0.5,,
30/01/2017,06:00,,,315,217,,,,,0.5,0.4,
30/01/2017,06:10,,,291,,,,,,0.2,,
30/01/2017,06:20,,,58,,,,,,0.2,,
30/01/2017,06:30,,,320,,,,,,0.4,,
30/01/2017,06:40,,,352,,,,,,0.5,,
30/01/2017,06:50,,,347,,,,,,0.6,,
30/01/2017,07:00,,,2,228,,,,,0.7,0.4,
30/01/2017,07:10,,,349,,,,,,0.6,,
30/01/2017,07:20,,,174,,,,,,1.3,,
30/01/2017,07:30,,,175,,,,,,1.2,,
30/01/2017,07:40,,,184,,,,,,1.9,,
30/01/2017,07:50,,,199,,,,,,2.8,,
30/01/2017,08:00,,,178,210,,,,,2.6,1.7,
30/01/2017,08:10,,,189,,,,,,2.0,,
30/01/2017,08:20,,,177,,,,,,1.9,,
30/01/2017,08:30,,,183,,,,,,2.4,,
30/01/2017,08:40,,,194,,,,,,2.1,,
30/01/2017,08:50,,,187,,,,,,2.3,,
30/01/2017,09:00,,,168,183,,,,,2.7,2.2,
30/01/2017,09:10,,,192,,,,,,2.1,,
30/01/2017,09:20,,,175,,,,,,3.0,,
30/01/2017,09:30,,,165,,,,,,2.8,,
30/01/2017,09:40,,,173,,,,,,2.7,,
30/01/2017,09:50,,,160,,,,,,3.1,,
30/01/2017,10:00,,,175,173,,,,,3.2,2.8,
30/01/2017,10:10,,,170,,,,,,2.6,,
30/01/2017,10:20,,,169,,,,,,3.3,,
30/01/2017,10:30,,,160,,,,,,3.3,,
30/01/2017,10:40,,,177,,,,,,3.0,,
30/01/2017,10:50,,,159,,,,,,3.8,,
30/01/2017,11:00,,,203,173,,,,,3.0,3.2,
30/01/2017,11:10,,,179,,,,,,3.3,,
30/01/2017,11:20,,,176,,,,,,3.4,,
30/01/2017,11:30,,,204,,,,,,3.0,,
30/01/2017,11:40,,,201,,,,,,3.6,,
30/01/2017,11:50,,,188,,,,,,3.7,,
30/01/2017,12:00,,,198,191,,,,,3.5,3.4,
30/01/2017,12:10,,,188,,,,,,3.9,,
30/01/2017,12:20,,,174,,,,,,3.9,,
30/01/2017,12:30,,,182,,,,,,4.6,,
30/01/2017,12:40,,,204,,,,,,4.6,,
30/01/2017,12:50,,,200,,,,,,4.5,,
30/01/2017,13:00,,,206,192,,,,,4.8,4.4,
30/01/2017,13:10,,,185,,,,,,4.8,,
30/01/2017,13:20,,,197,,,,,,5.0,,
30/01/2017,13:30,,,210,,,,,,4.2,,
30/01/2017,13:40,,,213,,,,,,3.9,,
30/01/2017,13:50,,,214,,,,,,3.9,,
30/01/2017,14:00,,,206,204,,,,,3.2,4.2,
30/01/2017,14:10,,,195,,,,,,3.4,,
30/01/2017,14:20,,,196,,,,,,4.3,,
30/01/2017,14:30,,,195,,,,,,4.0,,
30/01/2017,14:40,,,200,,,,,,4.0,,
30/01/2017,14:50,,,206,,,,,,4.1,,
30/01/2017,15:00,,,198,198,,,,,4.3,4.0,
30/01/2017,15:10,,,200,,,,,,3.9,,
30/01/2017,15:20,,,221,,,,,,3.4,,
30/01/2017,15:30,,,218,,,,,,3.3,,
30/01/2017,15:40,,,213,,,,,,3.4,,
30/01/2017,15:50,,,207,,,,,,3.3,,
30/01/2017,16:00,,,218,213,,,,,3.5,3.5,
30/01/2017,16:10,,,200,,,,,,3.6,,
30/01/2017,16:20,,,187,,,,,,3.6,,
30/01/2017,16:30,,,208,,,,,,3.4,,
30/01/2017,16:40,,,183,,,,,,3.1,,
30/01/2017,16:50,,,198,,,,,,3.4,,
30/01/2017,17:00,,,204,197,,,,,3.4,3.4,
30/01/2017,17:10,,,188,,,,,,3.6,,
30/01/2017,17:20,,,190,,,,,,3.3,,
30/01/2017,17:30,,,197,,,,,,3.5,,
30/01/2017,17:40,,,198,,,,,,3.0,,
30/01/2017,17:50,,,197,,,,,,3.1,,
30/01/2017,18:00,,,184,192,,,,,3.3,3.3,
30/01/2017,18:10,,,218,,,,,,2.8,,
30/01/2017,18:20,,,223,,,,,,2.8,,
30/01/2017,18:30,,,228,,,,,,2.2,,
30/01/2017,18:40,,,197,,,,,,2.3,,
30/01/2017,18:50,,,194,,,,,,2.3,,
30/01/2017,19:00,,,189,208,,,,,2.1,2.4,
30/01/2017,19:10,,,200,,,,,,2.0,,
30/01/2017,19:20,,,210,,,,,,1.3,,
30/01/2017,19:30,,,218,,,,,,1.0,,
30/01/2017,19:40,,,271,,,,,,1.1,,
30/01/2017,19:50,,,236,,,,,,1.1,,
30/01/2017,20:00,,,184,220,,,,,1.1,1.3,
30/01/2017,20:10,,,162,,,,,,0.7,,
30/01/2017,20:20,,,109,,,,,,0.3,,
30/01/2017,20:30,,,137,,,,,,0.5,,
30/01/2017,20:40,,,100,,,,,,0.4,,
30/01/2017,20:50,,,17,,,,,,0.7,,
30/01/2017,21:00,,,29,92,,,,,0.5,0.5,
30/01/2017,21:10,,,57,,,,,,0.2,,
30/01/2017,21:20,,,53,,,,,,0.3,,
30/01/2017,21:30,,,143,,,,,,0.5,,
30/01/2017,21:40,,,159,,,,,,0.6,,
30/01/2017,21:50,,,145,,,,,,0.3,,
30/01/2017,22:00,,,258,136,,,,,0.5,0.4,
30/01/2017,22:10,,,289,,,,,,0.8,,
30/01/2017,22:20,,,330,,,,,,0.8,,
30/01/2017,22:30,,,17,,,,,,0.7,,
30/01/2017,22:40,,,15,,,,,,0.9,,
30/01/2017,22:50,,,270,,,,,,0.8,,
30/01/2017,23:00,,,330,209,,,,,1.1,0.8,
30/01/2017,23:10,,,15,,,,,,0.6,,
30/01/2017,23:20,,,354,,,,,,0.9,,
30/01/2017,23:30,,,6,,,,,,1.0,,
30/01/2017,23:40,,,317,,,,,,0.7,,
30/01/2017,23:50,,,3,,,,,,0.5,,
30/01/2017,24:00,,,324,170,189,,,,0.7,0.7,1.9
31/01/2017,00:10,,,310,,,,,,0.6,,
31/01/2017,00:20,,,288,,,,,,0.7,,
31/01/2017,00:30,,,315,,,,,,0.5,,
31/01/2017,00:40,,,169,,,,,,0.3,,
31/01/2017,00:50,,,197,,,,,,0.2,,
31/01/2017,01:00,,,208,248,,,,,0.3,0.5,
31/01/2017,01:10,,,264,,,,,,0.4,,
31/01/2017,01:20,,,327,,,,,,0.2,,
31/01/2017,01:30,,,290,,,,,,0.6,,
31/01/2017,01:40,,,190,,,,,,0.8,,
31/01/2017,01:50,,,248,,,,,,0.6,,
31/01/2017,02:00,,,286,268,,,,,0.4,0.5,
31/01/2017,02:10,,,7,,,,,,0.6,,
31/01/2017,02:20,,,345,,,,,,1.0,,
31/01/2017,02:30,,,324,,,,,,0.6,,
31/01/2017,02:40,,,299,,,,,,0.8,,
31/01/2017,02:50,,,243,,,,,,0.7,,
31/01/2017,03:00,,,208,238,,,,,0.4,0.7,
31/01/2017,03:10,,,232,,,,,,0.4,,
31/01/2017,03:20,,,211,,,,,,1.0,,
31/01/2017,03:30,,,216,,,,,,0.8,,
31/01/2017,03:40,,,237,,,,,,0.9,,
31/01/2017,03:50,,,216,,,,,,1.0,,
31/01/2017,04:00,,,261,229,,,,,0.7,0.8,
31/01/2017,04:10,,,263,,,,,,0.6,,
31/01/2017,04:20,,,239,,,,,,0.5,,
31/01/2017,04:30,,,175,,,,,,0.5,,
31/01/2017,04:40,,,105,,,,,,0.5,,
31/01/2017,04:50,,,182,,,,,,0.7,,
31/01/2017,05:00,,,169,189,,,,,0.7,0.6,
31/01/2017,05:10,,,176,,,,,,0.3,,
31/01/2017,05:20,,,342,,,,,,0.5,,
31/01/2017,05:30,,,281,,,,,,0.4,,
31/01/2017,05:40,,,250,,,,,,0.2,,
31/01/2017,05:50,,,171,,,,,,0.3,,
31/01/2017,06:00,,,173,232,,,,,0.4,0.3,
31/01/2017,06:10,,,225,,,,,,0.5,,
31/01/2017,06:20,,,268,,,,,,0.4,,
31/01/2017,06:30,,,18,,,,,,0.3,,
31/01/2017,06:40,,,328,,,,,,0.9,,
31/01/2017,06:50,,,337,,,,,,1.2,,
31/01/2017,07:00,,,320,249,,,,,1.3,0.8,
31/01/2017,07:10,,,334,,,,,,0.9,,
31/01/2017,07:20,,,343,,,,,,1.0,,
31/01/2017,07:30,,,319,,,,,,1.0,,
31/01/2017,07:40,,,324,,,,,,1.0,,
31/01/2017,07:50,,,11,,,,,,0.9,,
31/01/2017,08:00,,,282,269,,,,,0.9,1.0,
31/01/2017,08:10,,,286,,,,,,1.0,,
31/01/2017,08:20,,,158,,,,,,0.5,,
31/01/2017,08:30,,,127,,,,,,0.7,,
31/01/2017,08:40,,,195,,,,,,1.3,,
31/01/2017,08:50,,,206,,,,,,1.5,,
31/01/2017,09:00,,,193,194,,,,,1.5,1.1,
31/01/2017,09:10,,,195,,,,,,1.3,,
31/01/2017,09:20,,,170,,,,,,1.4,,
31/01/2017,09:30,,,207,,,,,,1.6,,
31/01/2017,09:40,,,192,,,,,,1.7,,
31/01/2017,09:50,,,192,,,,,,1.8,,
31/01/2017,10:00,,,189,191,,,,,2.0,1.6,
31/01/2017,10:10,,,233,,,,,,1.7,,
31/01/2017,10:20,,,197,,,,,,2.6,,
31/01/2017,10:30,,,169,,,,,,2.3,,
31/01/2017,10:40,,,192,,,,,,2.7,,
31/01/2017,10:50,,,189,,,,,,2.4,,
31/01/2017,11:00,,,170,192,,,,,2.4,2.4,
31/01/2017,11:10,,,197,,,,,,3.0,,
31/01/2017,11:20,,,184,,,,,,2.7,,
31/01/2017,11:30,,,197,,,,,,3.1,,
31/01/2017,11:40,,,185,,,,,,2.7,,
31/01/2017,11:50,,,186,,,,,,2.7,,
31/01/2017,12:00,,,196,191,,,,,2.9,2.9,
31/01/2017,12:10,,,202,,,,,,3.5,,
31/01/2017,12:20,,,196,,,,,,3.8,,
31/01/2017,12:30,,,217,,,,,,3.6,,
31/01/2017,12:40,,,195,,,,,,3.2,,
31/01/2017,12:50,,,195,,,,,,3.6,,
31/01/2017,13:00,,,201,201,,,,,3.6,3.5,
31/01/2017,13:10,,,200,,,,,,3.5,,
31/01/2017,13:20,,,174,,,,,,2.4,,
31/01/2017,13:30,,,,,,,,,,,
31/01/2017,13:40,,,,,,,,,,,
31/01/2017,13:50,,,,,,,,,,,
31/01/2017,14:00,,,,,,,,,,,
31/01/2017,14:10,,,,,,,,,,,
31/01/2017,14:20,,,,,,,,,,,
31/01/2017,14:30,,,,,,,,,,,
31/01/2017,14:40,,,,,,,,,,,
31/01/2017,14:50,,,,,,,,,,,
31/01/2017,15:00,,,,,,,,,,,
31/01/2017,15:10,,,,,,,,,,,
31/01/2017,15:20,,,,,,,,,,,
31/01/2017,15:30,,,,,,,,,,,
31/01/2017,15:40,,,,,,,,,,,
31/01/2017,15:50,,,,,,,,,,,
31/01/2017,16:00,,,,,,,,,,,
31/01/2017,16:10,,,,,,,,,,,
31/01/2017,16:20,,,,,,,,,,,
31/01/2017,16:30,,,,,,,,,,,
31/01/2017,16:40,,,,,,,,,,,
31/01/2017,16:50,,,,,,,,,,,
31/01/2017,17:00,,,,,,,,,,,
31/01/2017,17:10,,,,,,,,,,,
31/01/2017,17:20,,,,,,,,,,,
31/01/2017,17:30,,,,,,,,,,,
31/01/2017,17:40,,,,,,,,,,,
31/01/2017,17:50,,,,,,,,,,,
31/01/2017,18:00,,,,,,,,,,,
31/01/2017,18:10,,,,,,,,,,,
31/01/2017,18:20,,,,,,,,,,,
31/01/2017,18:30,,,,,,,,,,,
31/01/2017,18:40,,,,,,,,,,,
31/01/2017,18:50,,,,,,,,,,,
31/01/2017,19:00,,,,,,,,,,,
31/01/2017,19:10,,,,,,,,,,,
31/01/2017,19:20,,,,,,,,,,,
31/01/2017,19:30,,,,,,,,,,,
31/01/2017,19:40,,,,,,,,,,,
31/01/2017,19:50,,,,,,,,,,,
31/01/2017,20:00,,,,,,,,,,,
31/01/2017,20:10,,,,,,,,,,,
31/01/2017,20:20,,,,,,,,,,,
31/01/2017,20:30,,,,,,,,,,,
31/01/2017,20:40,,,,,,,,,,,
31/01/2017,20:50,,,,,,,,,,,
31/01/2017,21:00,,,,,,,,,,,
31/01/2017,21:10,,,,,,,,,,,
31/01/2017,21:20,,,,,,,,,,,
31/01/2017,21:30,,,,,,,,,,,
31/01/2017,21:40,,,,,,,,,,,
31/01/2017,21:50,,,,,,,,,,,
31/01/2017,22:00,,,,,,,,,,,
31/01/2017,22:10,,,,,,,,,,,
31/01/2017,22:20,,,,,,,,,,,
31/01/2017,22:30,,,,,,,,,,,
31/01/2017,22:40,,,,,,,,,,,
31/01/2017,22:50,,,,,,,,,,,
31/01/2017,23:00,,,,,,,,,,,
31/01/2017,23:10,,,,,,,,,,,
31/01/2017,23:20,,,,,,,,,,,
31/01/2017,23:30,,,,,,,,,,,
31/01/2017,23:40,,,,,,,,,,,
31/01/2017,23:50,,,,,,,,,,,
31/01/2017,24:00,,,,,,,,,,,
