"Table for Glen Eden Time Range: 01/01/2017 00:00 to 01/02/2017 00:00"
"Source",,,"AC Glen Eden WDR 10min average",,"AC Glen Eden WDR_RAW 10min average","AC Glen Eden WDR_RAW 1h average",,"AC Glen Eden WSP 10min average","AC Glen Eden WSP 1h average",,"AC Glen Eden WSP_RAW 10min average","AC Glen Eden WSP_RAW 1h average"
"Date","Time","AC Glen Eden WDR 10min average [°]","AC Glen Eden WDR 1h average [°]","AC Glen Eden WDR_RAW 10min average [°]","AC Glen Eden WDR_RAW 1h average [°]","AC Glen Eden WDR_RAW 24h average [°]","AC Glen Eden WSP 10min average [m/s]","AC Glen Eden WSP 1h average [m/s]","AC Glen Eden WSP 24h average [m/s]","AC Glen Eden WSP_RAW 10min average [m/s]","AC Glen Eden WSP_RAW 1h average [m/s]","AC Glen Eden WSP_RAW 24h average [m/s]"
19/01/2017,11:30,,,237,,,,,,3.7,,
19/01/2017,11:40,,,217,,,,,,3.9,,
19/01/2017,11:50,,,188,,,,,,2.9,,
19/01/2017,12:00,,,208,252,,,,,3.0,4.0,
19/01/2017,12:10,,,150,,,,,,2.9,,
19/01/2017,12:20,,,175,,,,,,2.4,,
19/01/2017,12:30,,,259,,,,,,1.5,,
19/01/2017,12:40,,,273,,,,,,2.0,,
19/01/2017,12:50,,,247,,,,,,1.8,,
19/01/2017,13:00,,,285,232,,,,,2.7,2.2,
19/01/2017,13:10,,,256,,,,,,2.5,,
19/01/2017,13:20,,,234,,,,,,2.8,,
19/01/2017,13:30,,,232,,,,,,2.9,,
19/01/2017,13:40,,,232,,,,,,3.2,,
19/01/2017,13:50,,,229,,,,,,2.4,,
19/01/2017,14:00,,,253,239,,,,,3.2,2.8,
19/01/2017,14:10,,,254,,,,,,3.8,,
19/01/2017,14:20,,,238,,,,,,4.3,,
19/01/2017,14:30,,,240,,,,,,3.6,,
19/01/2017,14:40,,,246,,,,,,4.1,,
19/01/2017,14:50,,,247,,,,,,4.5,,
19/01/2017,15:00,,,266,249,,,,,4.2,4.1,
19/01/2017,15:10,,,263,,,,,,4.4,,
19/01/2017,15:20,,,239,,,,,,4.3,,
19/01/2017,15:30,,,238,,,,,,4.0,,
19/01/2017,15:40,,,239,,,,,,4.0,,
19/01/2017,15:50,,,251,,,,,,4.3,,
19/01/2017,16:00,,,259,248,,,,,4.1,4.2,
19/01/2017,16:10,,,246,,,,,,3.8,,
19/01/2017,16:20,,,237,,,,,,4.4,,
19/01/2017,16:30,,,266,,,,,,4.8,,
19/01/2017,16:40,,,257,,,,,,3.8,,
19/01/2017,16:50,,,249,,,,,,4.0,,
19/01/2017,17:00,,,245,250,,,,,3.7,4.1,
19/01/2017,17:10,,,274,,,,,,4.0,,
19/01/2017,17:20,,,284,,,,,,3.9,,
19/01/2017,17:30,,,296,,,,,,5.3,,
19/01/2017,17:40,,,285,,,,,,4.2,,
19/01/2017,17:50,,,279,,,,,,3.8,,
19/01/2017,18:00,,,287,284,,,,,4.1,4.2,
19/01/2017,18:10,,,293,,,,,,3.6,,
19/01/2017,18:20,,,299,,,,,,3.1,,
19/01/2017,18:30,,,297,,,,,,4.0,,
19/01/2017,18:40,,,293,,,,,,2.6,,
19/01/2017,18:50,,,272,,,,,,2.8,,
19/01/2017,19:00,,,279,289,,,,,2.6,3.1,
19/01/2017,19:10,,,277,,,,,,2.2,,
19/01/2017,19:20,,,291,,,,,,2.8,,
19/01/2017,19:30,,,272,,,,,,1.9,,
19/01/2017,19:40,,,289,,,,,,2.9,,
19/01/2017,19:50,,,300,,,,,,1.9,,
19/01/2017,20:00,,,301,288,,,,,2.8,2.4,
19/01/2017,20:10,,,283,,,,,,2.0,,
19/01/2017,20:20,,,287,,,,,,2.3,,
19/01/2017,20:30,,,285,,,,,,1.9,,
19/01/2017,20:40,,,303,,,,,,1.9,,
19/01/2017,20:50,,,312,,,,,,3.0,,
19/01/2017,21:00,,,325,299,,,,,2.8,2.3,
19/01/2017,21:10,,,330,,,,,,2.2,,
19/01/2017,21:20,,,343,,,,,,1.7,,
19/01/2017,21:30,,,17,,,,,,0.6,,
19/01/2017,21:40,,,70,,,,,,0.7,,
19/01/2017,21:50,,,327,,,,,,0.6,,
19/01/2017,22:00,,,315,234,,,,,1.3,1.2,
19/01/2017,22:10,,,353,,,,,,1.6,,
19/01/2017,22:20,,,354,,,,,,1.6,,
19/01/2017,22:30,,,353,,,,,,1.5,,
19/01/2017,22:40,,,310,,,,,,1.8,,
19/01/2017,22:50,,,353,,,,,,1.3,,
19/01/2017,23:00,,,332,342,,,,,2.0,1.6,
19/01/2017,23:10,,,333,,,,,,1.7,,
19/01/2017,23:20,,,298,,,,,,3.4,,
19/01/2017,23:30,,,278,,,,,,2.6,,
19/01/2017,23:40,,,276,,,,,,1.8,,
19/01/2017,23:50,,,278,,,,,,2.1,,
19/01/2017,24:00,,,282,291,296,,,,1.4,2.2,3.4
20/01/2017,00:10,,,253,,,,,,1.1,,
20/01/2017,00:20,,,294,,,,,,4.5,,
20/01/2017,00:30,,,297,,,,,,1.2,,
20/01/2017,00:40,,,115,,,,,,1.0,,
20/01/2017,00:50,,,314,,,,,,0.5,,
20/01/2017,01:00,,,216,248,,,,,0.8,1.5,
20/01/2017,01:10,,,278,,,,,,2.2,,
20/01/2017,01:20,,,283,,,,,,2.0,,
20/01/2017,01:30,,,292,,,,,,1.8,,
20/01/2017,01:40,,,274,,,,,,1.7,,
20/01/2017,01:50,,,268,,,,,,1.8,,
20/01/2017,02:00,,,278,279,,,,,2.0,1.9,
20/01/2017,02:10,,,269,,,,,,1.9,,
20/01/2017,02:20,,,277,,,,,,1.9,,
20/01/2017,02:30,,,274,,,,,,2.5,,
20/01/2017,02:40,,,280,,,,,,2.4,,
20/01/2017,02:50,,,277,,,,,,3.2,,
20/01/2017,03:00,,,280,276,,,,,3.0,2.5,
20/01/2017,03:10,,,276,,,,,,2.4,,
20/01/2017,03:20,,,272,,,,,,2.6,,
20/01/2017,03:30,,,278,,,,,,1.5,,
20/01/2017,03:40,,,270,,,,,,2.3,,
20/01/2017,03:50,,,273,,,,,,2.0,,
20/01/2017,04:00,,,257,271,,,,,2.8,2.3,
20/01/2017,04:10,,,247,,,,,,3.0,,
20/01/2017,04:20,,,284,,,,,,2.4,,
20/01/2017,04:30,,,287,,,,,,2.1,,
20/01/2017,04:40,,,294,,,,,,1.7,,
20/01/2017,04:50,,,307,,,,,,1.8,,
20/01/2017,05:00,,,295,286,,,,,1.8,2.1,
20/01/2017,05:10,,,302,,,,,,1.4,,
20/01/2017,05:20,,,254,,,,,,1.3,,
20/01/2017,05:30,,,253,,,,,,2.4,,
20/01/2017,05:40,,,238,,,,,,2.2,,
20/01/2017,05:50,,,225,,,,,,1.9,,
20/01/2017,06:00,,,252,254,,,,,2.3,1.9,
20/01/2017,06:10,,,252,,,,,,1.8,,
20/01/2017,06:20,,,258,,,,,,1.8,,
20/01/2017,06:30,,,249,,,,,,2.5,,
20/01/2017,06:40,,,257,,,,,,2.5,,
20/01/2017,06:50,,,265,,,,,,3.7,,
20/01/2017,07:00,,,253,255,,,,,3.0,2.5,
20/01/2017,07:10,,,239,,,,,,3.2,,
20/01/2017,07:20,,,232,,,,,,3.5,,
20/01/2017,07:30,,,228,,,,,,3.3,,
20/01/2017,07:40,,,230,,,,,,2.7,,
20/01/2017,07:50,,,237,,,,,,2.4,,
20/01/2017,08:00,,,244,235,,,,,2.0,2.9,
20/01/2017,08:10,,,238,,,,,,2.4,,
20/01/2017,08:20,,,233,,,,,,2.5,,
20/01/2017,08:30,,,248,,,,,,3.3,,
20/01/2017,08:40,,,229,,,,,,3.6,,
20/01/2017,08:50,,,229,,,,,,3.0,,
20/01/2017,09:00,,,247,238,,,,,4.4,3.2,
20/01/2017,09:10,,,263,,,,,,2.7,,
20/01/2017,09:20,,,261,,,,,,3.6,,
20/01/2017,09:30,,,277,,,,,,3.6,,
20/01/2017,09:40,,,268,,,,,,2.2,,
20/01/2017,09:50,,,253,,,,,,2.9,,
20/01/2017,10:00,,,239,260,,,,,3.4,3.1,
20/01/2017,10:10,,,273,,,,,,4.0,,
20/01/2017,10:20,,,267,,,,,,4.1,,
20/01/2017,10:30,,,260,,,,,,4.1,,
20/01/2017,10:40,,,260,,,,,,3.9,,
20/01/2017,10:50,,,257,,,,,,4.1,,
20/01/2017,11:00,,,249,261,,,,,4.6,4.1,
20/01/2017,11:10,,,256,,,,,,4.3,,
20/01/2017,11:20,,,243,,,,,,4.2,,
20/01/2017,11:30,,,247,,,,,,3.2,,
20/01/2017,11:40,,,236,,,,,,4.2,,
20/01/2017,11:50,,,265,,,,,,4.3,,
20/01/2017,12:00,,,261,251,,,,,4.4,4.1,
20/01/2017,12:10,,,254,,,,,,3.4,,
20/01/2017,12:20,,,267,,,,,,4.7,,
20/01/2017,12:30,,,250,,,,,,3.9,,
20/01/2017,12:40,,,253,,,,,,4.2,,
20/01/2017,12:50,,,258,,,,,,3.9,,
20/01/2017,13:00,,,254,256,,,,,4.4,4.1,
20/01/2017,13:10,,,253,,,,,,3.3,,
20/01/2017,13:20,,,269,,,,,,4.3,,
20/01/2017,13:30,,,263,,,,,,4.0,,
20/01/2017,13:40,,,240,,,,,,3.7,,
20/01/2017,13:50,,,257,,,,,,3.9,,
20/01/2017,14:00,,,258,257,,,,,4.5,3.9,
20/01/2017,14:10,,,258,,,,,,4.5,,
20/01/2017,14:20,,,258,,,,,,4.0,,
20/01/2017,14:30,,,267,,,,,,3.9,,
20/01/2017,14:40,,,205,,,,,,3.8,,
20/01/2017,14:50,,,184,,,,,,2.9,,
20/01/2017,15:00,,,210,230,,,,,2.7,3.7,
20/01/2017,15:10,,,224,,,,,,4.1,,
20/01/2017,15:20,,,221,,,,,,4.2,,
20/01/2017,15:30,,,237,,,,,,3.3,,
20/01/2017,15:40,,,224,,,,,,3.6,,
20/01/2017,15:50,,,208,,,,,,3.8,,
20/01/2017,16:00,,,212,221,,,,,3.5,3.7,
20/01/2017,16:10,,,234,,,,,,4.2,,
20/01/2017,16:20,,,239,,,,,,3.9,,
20/01/2017,16:30,,,246,,,,,,3.5,,
20/01/2017,16:40,,,199,,,,,,3.7,,
20/01/2017,16:50,,,206,,,,,,3.4,,
20/01/2017,17:00,,,219,224,,,,,3.6,3.7,
20/01/2017,17:10,,,213,,,,,,3.6,,
20/01/2017,17:20,,,191,,,,,,3.2,,
20/01/2017,17:30,,,211,,,,,,3.0,,
20/01/2017,17:40,,,195,,,,,,2.8,,
20/01/2017,17:50,,,181,,,,,,3.7,,
20/01/2017,18:00,,,186,196,,,,,3.1,3.2,
20/01/2017,18:10,,,189,,,,,,2.7,,
20/01/2017,18:20,,,208,,,,,,3.5,,
20/01/2017,18:30,,,198,,,,,,2.3,,
20/01/2017,18:40,,,201,,,,,,2.5,,
20/01/2017,18:50,,,217,,,,,,2.1,,
20/01/2017,19:00,,,219,205,,,,,1.5,2.4,
20/01/2017,19:10,,,229,,,,,,1.6,,
20/01/2017,19:20,,,228,,,,,,1.1,,
20/01/2017,19:30,,,211,,,,,,1.1,,
20/01/2017,19:40,,,220,,,,,,1.0,,
20/01/2017,19:50,,,231,,,,,,0.8,,
20/01/2017,20:00,,,231,225,,,,,0.8,1.1,
20/01/2017,20:10,,,223,,,,,,0.5,,
20/01/2017,20:20,,,110,,,,,,0.5,,
20/01/2017,20:30,,,305,,,,,,0.3,,
20/01/2017,20:40,,,165,,,,,,0.4,,
20/01/2017,20:50,,,155,,,,,,0.4,,
20/01/2017,21:00,,,130,181,,,,,0.2,0.4,
20/01/2017,21:10,,,141,,,,,,0.4,,
20/01/2017,21:20,,,135,,,,,,0.6,,
20/01/2017,21:30,,,261,,,,,,0.7,,
20/01/2017,21:40,,,164,,,,,,0.3,,
20/01/2017,21:50,,,128,,,,,,1.1,,
20/01/2017,22:00,,,141,162,,,,,1.1,0.7,
20/01/2017,22:10,,,196,,,,,,0.6,,
20/01/2017,22:20,,,219,,,,,,0.5,,
20/01/2017,22:30,,,148,,,,,,0.8,,
20/01/2017,22:40,,,144,,,,,,0.6,,
20/01/2017,22:50,,,156,,,,,,0.6,,
20/01/2017,23:00,,,179,174,,,,,0.5,0.6,
20/01/2017,23:10,,,305,,,,,,0.7,,
20/01/2017,23:20,,,141,,,,,,0.8,,
20/01/2017,23:30,,,162,,,,,,0.5,,
20/01/2017,23:40,,,229,,,,,,0.6,,
20/01/2017,23:50,,,121,,,,,,0.4,,
20/01/2017,24:00,,,115,179,234,,,,0.7,0.6,2.5
21/01/2017,00:10,,,286,,,,,,0.5,,
21/01/2017,00:20,,,170,,,,,,0.5,,
21/01/2017,00:30,,,225,,,,,,0.5,,
21/01/2017,00:40,,,137,,,,,,0.9,,
21/01/2017,00:50,,,139,,,,,,0.6,,
21/01/2017,01:00,,,135,182,,,,,0.6,0.6,
21/01/2017,01:10,,,228,,,,,,0.6,,
21/01/2017,01:20,,,240,,,,,,0.9,,
21/01/2017,01:30,,,123,,,,,,0.8,,
21/01/2017,01:40,,,165,,,,,,0.8,,
21/01/2017,01:50,,,177,,,,,,0.5,,
21/01/2017,02:00,,,134,178,,,,,0.7,0.7,
21/01/2017,02:10,,,142,,,,,,0.7,,
21/01/2017,02:20,,,239,,,,,,0.4,,
21/01/2017,02:30,,,337,,,,,,0.4,,
21/01/2017,02:40,,,57,,,,,,0.5,,
21/01/2017,02:50,,,156,,,,,,0.4,,
21/01/2017,03:00,,,168,183,,,,,0.4,0.5,
21/01/2017,03:10,,,197,,,,,,0.4,,
21/01/2017,03:20,,,160,,,,,,0.8,,
21/01/2017,03:30,,,148,,,,,,0.7,,
21/01/2017,03:40,,,158,,,,,,0.7,,
21/01/2017,03:50,,,156,,,,,,0.4,,
21/01/2017,04:00,,,151,162,,,,,0.4,0.6,
21/01/2017,04:10,,,64,,,,,,0.2,,
21/01/2017,04:20,,,199,,,,,,0.2,,
21/01/2017,04:30,,,278,,,,,,0.3,,
21/01/2017,04:40,,,173,,,,,,0.2,,
21/01/2017,04:50,,,180,,,,,,0.5,,
21/01/2017,05:00,,,135,171,,,,,0.6,0.3,
21/01/2017,05:10,,,185,,,,,,0.2,,
21/01/2017,05:20,,,351,,,,,,0.9,,
21/01/2017,05:30,,,355,,,,,,1.2,,
21/01/2017,05:40,,,108,,,,,,0.4,,
21/01/2017,05:50,,,140,,,,,,0.8,,
21/01/2017,06:00,,,160,217,,,,,0.4,0.6,
21/01/2017,06:10,,,292,,,,,,0.4,,
21/01/2017,06:20,,,158,,,,,,0.5,,
21/01/2017,06:30,,,142,,,,,,0.7,,
21/01/2017,06:40,,,108,,,,,,0.4,,
21/01/2017,06:50,,,147,,,,,,0.6,,
21/01/2017,07:00,,,139,165,,,,,0.8,0.6,
21/01/2017,07:10,,,146,,,,,,0.4,,
21/01/2017,07:20,,,278,,,,,,0.4,,
21/01/2017,07:30,,,313,,,,,,0.8,,
21/01/2017,07:40,,,325,,,,,,0.5,,
21/01/2017,07:50,,,2,,,,,,0.9,,
21/01/2017,08:00,,,2,177,,,,,0.9,0.6,
21/01/2017,08:10,,,12,,,,,,1.8,,
21/01/2017,08:20,,,7,,,,,,1.8,,
21/01/2017,08:30,,,6,,,,,,2.7,,
21/01/2017,08:40,,,22,,,,,,3.1,,
21/01/2017,08:50,,,14,,,,,,3.3,,
21/01/2017,09:00,,,19,13,,,,,3.2,2.6,
21/01/2017,09:10,,,17,,,,,,3.2,,
21/01/2017,09:20,,,14,,,,,,3.9,,
21/01/2017,09:30,,,36,,,,,,4.2,,
21/01/2017,09:40,,,42,,,,,,3.8,,
21/01/2017,09:50,,,47,,,,,,3.4,,
21/01/2017,10:00,,,46,34,,,,,3.4,3.6,
21/01/2017,10:10,,,54,,,,,,3.5,,
21/01/2017,10:20,,,25,,,,,,4.3,,
21/01/2017,10:30,,,16,,,,,,4.8,,
21/01/2017,10:40,,,32,,,,,,4.1,,
21/01/2017,10:50,,,20,,,,,,4.5,,
21/01/2017,11:00,,,14,27,,,,,5.4,4.4,
21/01/2017,11:10,,,31,,,,,,3.8,,
21/01/2017,11:20,,,36,,,,,,4.7,,
21/01/2017,11:30,,,36,,,,,,4.8,,
21/01/2017,11:40,,,31,,,,,,5.0,,
21/01/2017,11:50,,,33,,,,,,5.0,,
21/01/2017,12:00,,,35,34,,,,,4.8,4.7,
21/01/2017,12:10,,,25,,,,,,5.1,,
21/01/2017,12:20,,,30,,,,,,5.4,,
21/01/2017,12:30,,,22,,,,,,5.9,,
21/01/2017,12:40,,,23,,,,,,5.2,,
21/01/2017,12:50,,,33,,,,,,5.2,,
21/01/2017,13:00,,,34,28,,,,,5.2,5.3,
21/01/2017,13:10,,,34,,,,,,4.6,,
21/01/2017,13:20,,,36,,,,,,4.9,,
21/01/2017,13:30,,,20,,,,,,5.2,,
21/01/2017,13:40,,,24,,,,,,5.3,,
21/01/2017,13:50,,,46,,,,,,4.7,,
21/01/2017,14:00,,,39,33,,,,,4.2,4.8,
21/01/2017,14:10,,,33,,,,,,4.3,,
21/01/2017,14:20,,,39,,,,,,5.3,,
21/01/2017,14:30,,,34,,,,,,4.8,,
21/01/2017,14:40,,,40,,,,,,4.0,,
21/01/2017,14:50,,,21,,,,,,6.1,,
21/01/2017,15:00,,,17,31,,,,,6.2,5.1,
21/01/2017,15:10,,,11,,,,,,5.9,,
21/01/2017,15:20,,,7,,,,,,5.8,,
21/01/2017,15:30,,,9,,,,,,5.7,,
21/01/2017,15:40,,,15,,,,,,6.0,,
21/01/2017,15:50,,,12,,,,,,6.1,,
21/01/2017,16:00,,,20,12,,,,,5.8,5.9,
21/01/2017,16:10,,,16,,,,,,5.7,,
21/01/2017,16:20,,,14,,,,,,6.1,,
21/01/2017,16:30,,,16,,,,,,5.2,,
21/01/2017,16:40,,,16,,,,,,4.9,,
21/01/2017,16:50,,,19,,,,,,5.3,,
21/01/2017,17:00,,,18,17,,,,,5.8,5.5,
21/01/2017,17:10,,,27,,,,,,4.7,,
21/01/2017,17:20,,,17,,,,,,4.2,,
21/01/2017,17:30,,,28,,,,,,3.9,,
21/01/2017,17:40,,,11,,,,,,4.8,,
21/01/2017,17:50,,,27,,,,,,4.0,,
21/01/2017,18:00,,,25,22,,,,,4.1,4.3,
21/01/2017,18:10,,,37,,,,,,3.7,,
21/01/2017,18:20,,,31,,,,,,3.9,,
21/01/2017,18:30,,,36,,,,,,3.9,,
21/01/2017,18:40,,,30,,,,,,4.2,,
21/01/2017,18:50,,,28,,,,,,4.2,,
21/01/2017,19:00,,,30,32,,,,,3.9,4.0,
21/01/2017,19:10,,,28,,,,,,4.5,,
21/01/2017,19:20,,,26,,,,,,4.2,,
21/01/2017,19:30,,,31,,,,,,4.8,,
21/01/2017,19:40,,,24,,,,,,5.3,,
21/01/2017,19:50,,,18,,,,,,6.7,,
21/01/2017,20:00,,,19,24,,,,,7.4,5.5,
21/01/2017,20:10,,,13,,,,,,6.9,,
21/01/2017,20:20,,,11,,,,,,6.6,,
21/01/2017,20:30,,,17,,,,,,7.2,,
21/01/2017,20:40,,,20,,,,,,7.6,,
21/01/2017,20:50,,,10,,,,,,7.8,,
21/01/2017,21:00,,,3,12,,,,,7.3,7.2,
21/01/2017,21:10,,,6,,,,,,7.1,,
21/01/2017,21:20,,,12,,,,,,6.0,,
21/01/2017,21:30,,,11,,,,,,7.2,,
21/01/2017,21:40,,,14,,,,,,5.6,,
21/01/2017,21:50,,,14,,,,,,5.9,,
21/01/2017,22:00,,,12,12,,,,,6.9,6.4,
21/01/2017,22:10,,,17,,,,,,5.9,,
21/01/2017,22:20,,,7,,,,,,6.9,,
21/01/2017,22:30,,,8,,,,,,6.9,,
21/01/2017,22:40,,,14,,,,,,6.8,,
21/01/2017,22:50,,,10,,,,,,7.3,,
21/01/2017,23:00,,,14,12,,,,,5.9,6.6,
21/01/2017,23:10,,,14,,,,,,5.9,,
21/01/2017,23:20,,,13,,,,,,5.4,,
21/01/2017,23:30,,,7,,,,,,5.5,,
21/01/2017,23:40,,,16,,,,,,5.9,,
21/01/2017,23:50,,,14,,,,,,5.5,,
21/01/2017,24:00,,,13,13,75,,,,5.5,5.6,3.6
22/01/2017,00:10,,,10,,,,,,4.2,,
22/01/2017,00:20,,,12,,,,,,4.8,,
22/01/2017,00:30,,,15,,,,,,5.2,,
22/01/2017,00:40,,,18,,,,,,5.4,,
22/01/2017,00:50,,,11,,,,,,5.1,,
22/01/2017,01:00,,,33,16,,,,,5.0,5.0,
22/01/2017,01:10,,,24,,,,,,4.7,,
22/01/2017,01:20,,,10,,,,,,4.1,,
22/01/2017,01:30,,,4,,,,,,4.7,,
22/01/2017,01:40,,,10,,,,,,5.2,,
22/01/2017,01:50,,,16,,,,,,5.2,,
22/01/2017,02:00,,,9,12,,,,,5.3,4.8,
22/01/2017,02:10,,,12,,,,,,6.1,,
22/01/2017,02:20,,,7,,,,,,5.4,,
22/01/2017,02:30,,,7,,,,,,5.0,,
22/01/2017,02:40,,,4,,,,,,5.4,,
22/01/2017,02:50,,,3,,,,,,5.9,,
22/01/2017,03:00,,,2,6,,,,,5.5,5.5,
22/01/2017,03:10,,,2,,,,,,5.3,,
22/01/2017,03:20,,,359,,,,,,4.3,,
22/01/2017,03:30,,,2,,,,,,4.8,,
22/01/2017,03:40,,,358,,,,,,4.4,,
22/01/2017,03:50,,,4,,,,,,5.2,,
22/01/2017,04:00,,,354,180,,,,,4.4,4.7,
22/01/2017,04:10,,,347,,,,,,4.9,,
22/01/2017,04:20,,,351,,,,,,4.7,,
22/01/2017,04:30,,,342,,,,,,4.4,,
22/01/2017,04:40,,,332,,,,,,3.7,,
22/01/2017,04:50,,,342,,,,,,4.2,,
22/01/2017,05:00,,,331,341,,,,,4.0,4.3,
22/01/2017,05:10,,,330,,,,,,4.5,,
22/01/2017,05:20,,,326,,,,,,4.2,,
22/01/2017,05:30,,,327,,,,,,6.6,,
22/01/2017,05:40,,,320,,,,,,7.1,,
22/01/2017,05:50,,,295,,,,,,5.5,,
22/01/2017,06:00,,,303,317,,,,,4.3,5.3,
22/01/2017,06:10,,,310,,,,,,4.4,,
22/01/2017,06:20,,,313,,,,,,3.8,,
22/01/2017,06:30,,,317,,,,,,5.3,,
22/01/2017,06:40,,,315,,,,,,5.0,,
22/01/2017,06:50,,,312,,,,,,4.1,,
22/01/2017,07:00,,,322,315,,,,,4.5,4.5,
22/01/2017,07:10,,,316,,,,,,4.1,,
22/01/2017,07:20,,,311,,,,,,4.7,,
22/01/2017,07:30,,,315,,,,,,4.5,,
22/01/2017,07:40,,,325,,,,,,4.7,,
22/01/2017,07:50,,,321,,,,,,6.1,,
22/01/2017,08:00,,,317,317,,,,,4.3,4.7,
22/01/2017,08:10,,,312,,,,,,5.8,,
22/01/2017,08:20,,,311,,,,,,6.2,,
22/01/2017,08:30,,,313,,,,,,6.1,,
22/01/2017,08:40,,,310,,,,,,5.3,,
22/01/2017,08:50,,,315,,,,,,5.4,,
22/01/2017,09:00,,,308,311,,,,,7.2,6.0,
22/01/2017,09:10,,,311,,,,,,7.8,,
22/01/2017,09:20,,,299,,,,,,6.1,,
22/01/2017,09:30,,,313,,,,,,6.2,,
22/01/2017,09:40,,,314,,,,,,6.3,,
22/01/2017,09:50,,,304,,,,,,7.1,,
22/01/2017,10:00,,,309,308,,,,,6.2,6.6,
22/01/2017,10:10,,,309,,,,,,7.0,,
22/01/2017,10:20,,,312,,,,,,6.7,,
22/01/2017,10:30,,,314,,,,,,7.4,,
22/01/2017,10:40,,,318,,,,,,6.7,,
22/01/2017,10:50,,,312,,,,,,7.6,,
22/01/2017,11:00,,,302,311,,,,,5.8,6.9,
22/01/2017,11:10,,,309,,,,,,6.6,,
22/01/2017,11:20,,,310,,,,,,7.4,,
22/01/2017,11:30,,,318,,,,,,7.9,,
22/01/2017,11:40,,,313,,,,,,6.2,,
22/01/2017,11:50,,,297,,,,,,6.7,,
22/01/2017,12:00,,,302,308,,,,,6.7,6.9,
22/01/2017,12:10,,,304,,,,,,7.0,,
22/01/2017,12:20,,,304,,,,,,8.6,,
22/01/2017,12:30,,,302,,,,,,7.4,,
22/01/2017,12:40,,,304,,,,,,7.9,,
22/01/2017,12:50,,,302,,,,,,6.4,,
22/01/2017,13:00,,,310,304,,,,,5.3,7.1,
22/01/2017,13:10,,,308,,,,,,7.1,,
22/01/2017,13:20,,,305,,,,,,7.6,,
22/01/2017,13:30,,,309,,,,,,5.7,,
22/01/2017,13:40,,,307,,,,,,5.7,,
22/01/2017,13:50,,,309,,,,,,7.7,,
22/01/2017,14:00,,,296,306,,,,,6.6,6.7,
22/01/2017,14:10,,,314,,,,,,7.0,,
22/01/2017,14:20,,,299,,,,,,7.1,,
22/01/2017,14:30,,,297,,,,,,5.4,,
22/01/2017,14:40,,,308,,,,,,7.0,,
22/01/2017,14:50,,,300,,,,,,6.4,,
22/01/2017,15:00,,,301,303,,,,,7.1,6.7,
22/01/2017,15:10,,,296,,,,,,5.8,,
22/01/2017,15:20,,,309,,,,,,6.5,,
22/01/2017,15:30,,,300,,,,,,5.9,,
22/01/2017,15:40,,,307,,,,,,8.1,,
22/01/2017,15:50,,,302,,,,,,6.6,,
22/01/2017,16:00,,,303,303,,,,,6.9,6.6,
22/01/2017,16:10,,,295,,,,,,6.3,,
22/01/2017,16:20,,,300,,,,,,6.9,,
22/01/2017,16:30,,,288,,,,,,5.6,,
22/01/2017,16:40,,,298,,,,,,5.5,,
22/01/2017,16:50,,,286,,,,,,5.1,,
22/01/2017,17:00,,,304,295,,,,,4.3,5.6,
22/01/2017,17:10,,,290,,,,,,6.0,,
22/01/2017,17:20,,,298,,,,,,6.0,,
22/01/2017,17:30,,,291,,,,,,4.0,,
22/01/2017,17:40,,,301,,,,,,6.2,,
22/01/2017,17:50,,,303,,,,,,6.4,,
22/01/2017,18:00,,,310,299,,,,,5.9,5.8,
22/01/2017,18:10,,,302,,,,,,4.8,,
22/01/2017,18:20,,,301,,,,,,5.6,,
22/01/2017,18:30,,,299,,,,,,5.6,,
22/01/2017,18:40,,,297,,,,,,6.2,,
22/01/2017,18:50,,,296,,,,,,3.9,,
22/01/2017,19:00,,,289,297,,,,,4.3,5.1,
22/01/2017,19:10,,,293,,,,,,3.4,,
22/01/2017,19:20,,,294,,,,,,3.2,,
22/01/2017,19:30,,,300,,,,,,3.9,,
22/01/2017,19:40,,,293,,,,,,3.9,,
22/01/2017,19:50,,,288,,,,,,4.2,,
22/01/2017,20:00,,,289,293,,,,,5.1,4.0,
22/01/2017,20:10,,,286,,,,,,2.9,,
22/01/2017,20:20,,,295,,,,,,4.4,,
22/01/2017,20:30,,,296,,,,,,2.6,,
22/01/2017,20:40,,,297,,,,,,4.3,,
22/01/2017,20:50,,,291,,,,,,4.5,,
22/01/2017,21:00,,,285,292,,,,,4.2,3.8,
22/01/2017,21:10,,,290,,,,,,5.0,,
22/01/2017,21:20,,,283,,,,,,3.3,,
22/01/2017,21:30,,,282,,,,,,3.2,,
22/01/2017,21:40,,,276,,,,,,3.7,,
22/01/2017,21:50,,,270,,,,,,3.0,,
22/01/2017,22:00,,,280,280,,,,,2.1,3.4,
22/01/2017,22:10,,,297,,,,,,2.9,,
22/01/2017,22:20,,,292,,,,,,2.0,,
22/01/2017,22:30,,,293,,,,,,3.6,,
22/01/2017,22:40,,,308,,,,,,2.6,,
22/01/2017,22:50,,,310,,,,,,2.9,,
22/01/2017,23:00,,,301,300,,,,,3.0,2.8,
22/01/2017,23:10,,,309,,,,,,2.5,,
22/01/2017,23:20,,,291,,,,,,2.1,,
22/01/2017,23:30,,,288,,,,,,3.1,,
22/01/2017,23:40,,,280,,,,,,3.4,,
22/01/2017,23:50,,,287,,,,,,3.3,,
22/01/2017,24:00,,,278,289,263,,,,3.0,2.9,5.2
